Team,Mat,Won,Lost,Tied,NR,W/L,Runs,Inns,HS,LS,Season,AveRPW,AveRPO
Bermuda,6,0,6,0,0,0.0,709,6,158.0,89.0,2019/20,13.37,6.1
Bermuda,6,4,1,0,1,4.0,713,6,142.0,116.0,2019,17.82,6.69
Belize,3,3,0,0,0,3.0,361,3,157.0,0.0,2019,22.56,7.62
Belize,6,1,5,0,0,0.2,632,6,143.0,85.0,2021/22,12.89,5.37
Belgium,4,4,0,0,0,4.0,707,4,197.0,0.0,2020,25.25,8.83
Belgium,17,9,7,1,0,1.2857142857142858,2355,17,200.0,112.0,2024,21.4,8.02
Belgium,8,5,3,0,0,1.6666666666666667,1011,8,196.0,99.0,2021,19.44,7.14
Belgium,3,0,3,0,0,0.0,339,3,133.0,87.0,2019,15.4,6.2
Belgium,8,7,1,0,0,7.0,1279,8,233.0,113.0,2022,22.83,8.5
Belgium,4,0,4,0,0,0.0,659,4,179.0,164.0,2023,17.81,8.27
Bangladesh,3,1,2,0,0,0.5,480,3,211.0,129.0,2018/19,20.0,8.57
Bangladesh,9,2,7,0,0,0.2857142857142857,1483,9,215.0,135.0,2017/18,21.49,8.39
Bangladesh,5,1,4,0,0,0.25,787,5,176.0,148.0,2016/17,20.17,8.01
Bangladesh,3,1,2,0,0,0.5,377,3,143.0,96.0,2015,16.39,6.91
Bangladesh,13,3,10,0,0,0.3,1688,13,181.0,73.0,2021/22,16.88,6.66
Bangladesh,18,8,9,0,1,0.8888888888888888,2518,18,180.0,70.0,2015/16,22.28,7.55
Bangladesh,7,3,4,0,0,0.75,1048,7,200.0,144.0,2019/20,30.82,7.78
Bangladesh,5,4,1,0,0,4.0,553,5,157.0,0.0,2023,18.43,6.82
Bangladesh,3,0,3,0,0,0.0,362,3,144.0,76.0,2020/21,14.48,7.95
Bangladesh,15,7,8,0,0,0.875,2252,15,207.0,101.0,2022/23,22.97,7.9
Bangladesh,13,9,4,0,0,2.25,1606,13,194.0,76.0,2021,18.67,6.41
Bangladesh,15,8,7,0,0,1.1428571428571428,2022,15,165.0,105.0,2024,20.42,7.19
Bangladesh,6,2,4,0,0,0.5,898,6,184.0,122.0,2018,20.88,7.54
Bangladesh,10,3,6,0,1,0.5,1533,10,188.0,0.0,2022,25.55,8.04
Bangladesh,4,3,1,0,0,3.0,601,4,175.0,139.0,2019,20.03,7.85
Bangladesh,6,2,3,0,1,0.6666666666666666,766,5,203.0,110.0,2023/24,21.88,7.99
Bangladesh,3,0,3,0,0,0.0,426,3,164.0,127.0,2024/25,16.38,7.11
Bahrain,5,0,4,1,0,0.0,756,5,189.0,84.0,2022,21.6,7.66
Bahrain,5,3,2,0,0,1.5,614,5,150.0,0.0,2023,19.18,6.4
Bahrain,4,1,3,0,0,0.3333333333333333,595,4,199.0,0.0,2024,23.8,8.72
Bahrain,9,6,3,0,0,2.0,1268,9,191.0,0.0,2021/22,25.87,8.13
Bahrain,4,2,2,0,0,1.0,663,4,188.0,157.0,2018/19,26.52,8.61
Bahrain,9,6,3,0,0,2.0,1139,9,166.0,146.0,2023/24,22.33,6.91
Bahrain,18,7,9,1,1,0.7777777777777778,2658,18,195.0,114.0,2022/23,22.52,7.72
Bahrain,4,2,2,0,0,1.0,501,4,186.0,83.0,2019/20,15.18,7.59
Bahamas,4,1,3,0,0,0.3333333333333333,346,4,105.0,74.0,2022/23,10.48,4.43
Bahamas,5,0,5,0,0,0.0,570,5,138.0,101.0,2022,15.83,6.05
Bahamas,6,2,4,0,0,0.5,641,6,150.0,68.0,2021/22,12.09,5.71
Austria,5,4,1,0,0,4.0,697,5,239.0,106.0,2019,36.68,9.05
Austria,9,6,3,0,0,2.0,1276,9,208.0,97.0,2024,25.01,8.22
Austria,17,12,4,0,1,3.0,2342,16,214.0,81.0,2022,22.96,8.06
Austria,7,4,3,0,0,1.3333333333333333,897,7,195.0,0.0,2021,26.38,8.35
Austria,10,0,9,0,1,0.0,969,9,149.0,66.0,2023,11.96,5.6
Australia,10,4,5,0,1,0.8,1323,10,194.0,89.0,2018/19,20.35,7.43
Australia,6,3,3,0,0,1.0,1025,6,229.0,193.0,2018,31.06,9.29
Australia,3,1,2,0,0,0.5,463,3,160.0,0.0,2020,25.72,7.78
Australia,3,2,1,0,0,2.0,392,3,146.0,0.0,2014/15,23.05,7.46
Australia,10,2,8,0,0,0.25,1293,10,189.0,62.0,2021,16.36,6.87
Australia,2,2,0,0,0,2.0,393,2,263.0,0.0,2016,43.66,10.38
Australia,12,9,3,0,0,3.0,1910,12,201.0,127.0,2024,29.84,9.48
Australia,13,10,2,1,0,5.0,1887,13,177.0,125.0,2021/22,29.03,8.15
Australia,10,4,6,0,0,0.6666666666666666,1692,10,205.0,151.0,2015/16,25.25,8.57
Australia,3,1,2,0,0,0.5,528,3,187.0,173.0,2016/17,24.0,8.8
Australia,6,3,3,0,0,1.0,923,6,211.0,0.0,2022,30.76,9.3
Australia,8,3,5,0,0,0.6,1382,8,215.0,131.0,2020/21,26.07,8.77
Australia,9,7,1,0,1,7.0,1332,9,233.0,0.0,2019/20,51.23,9.23
Australia,9,5,3,0,1,1.6666666666666667,1340,9,200.0,111.0,2022/23,23.1,8.51
Australia,1,0,1,0,0,0.0,177,1,177.0,0.0,2015,22.12,8.85
Australia,14,9,5,0,0,1.8,2662,14,241.0,174.0,2023/24,33.69,10.11
Australia,7,6,1,0,0,6.0,1001,7,245.0,0.0,2017/18,34.51,8.92
Argentina,1,1,0,0,0,1.0,103,1,103.0,0.0,2024/25,51.5,13.43
Argentina,6,1,5,0,0,0.2,634,6,125.0,77.0,2022/23,13.2,5.53
Argentina,2,2,0,0,0,2.0,178,2,125.0,0.0,2023/24,29.66,7.12
Argentina,5,5,0,0,0,5.0,451,5,111.0,0.0,2019/20,17.34,6.0
Argentina,6,2,4,0,0,0.5,765,6,171.0,109.0,2021/22,20.67,6.48
Afghanistan,3,3,0,0,0,3.0,574,3,198.0,0.0,2020/21,33.76,9.56
Afghanistan,7,3,4,0,0,0.75,980,7,190.0,94.0,2021/22,23.33,7.24
Afghanistan,9,4,5,0,0,0.8,1216,9,166.0,112.0,2022/23,21.33,6.97
Afghanistan,12,5,6,1,0,0.8333333333333334,1926,12,212.0,111.0,2023/24,21.4,8.23
Afghanistan,3,0,3,0,0,0.0,349,3,146.0,93.0,2017,13.42,6.52
Afghanistan,2,2,0,0,0,2.0,279,2,158.0,0.0,2017/18,19.92,8.04
Afghanistan,13,7,6,0,0,1.1666666666666667,1813,13,189.0,0.0,2022,24.83,7.74
Afghanistan,5,2,2,0,1,1.0,614,5,154.0,116.0,2023,17.54,6.69
Afghanistan,6,4,1,1,0,4.0,896,6,184.0,0.0,2019/20,22.4,7.79
Afghanistan,5,5,0,0,0,5.0,767,5,167.0,0.0,2018,23.24,7.92
Afghanistan,3,3,0,0,0,3.0,624,3,278.0,0.0,2018/19,41.6,10.51
Afghanistan,10,10,0,0,0,10.0,1619,10,233.0,0.0,2016/17,33.72,8.92
Afghanistan,4,2,2,0,0,1.0,654,4,197.0,0.0,2019,25.15,8.17
Afghanistan,8,5,3,0,0,1.6666666666666667,1010,8,183.0,56.0,2024,18.36,7.04
Afghanistan,6,5,1,0,0,5.0,959,6,210.0,0.0,2015,31.96,8.37
Afghanistan,17,12,5,0,0,2.4,2784,17,215.0,160.0,2015/16,24.85,8.27
