Team,Mat,Won,Lost,Tied,NR,W/L,Runs,Inns,HS,LS,Season,AveRPW,AveRPO
Namibia,9,5,4,0,0,1.25,1235,9,191.0,96.0,2019/20,19.0,7.36
Namibia,7,7,0,0,0,7.0,1002,7,240.0,0.0,2019,40.08,9.46
Namibia,3,1,2,0,0,0.5,425,3,163.0,0.0,2022/23,20.23,7.08
Namibia,8,5,3,0,0,1.6666666666666667,1176,8,185.0,0.0,2022,29.4,7.5
Namibia,18,12,5,0,1,2.4,2502,18,207.0,101.0,2023/24,29.09,7.84
Namibia,11,6,5,0,0,1.2,1459,11,174.0,96.0,2021/22,20.84,6.82
Myanmar,6,1,5,0,0,0.2,400,6,132.0,45.0,2024,8.51,3.48
Myanmar,3,1,2,0,0,0.5,229,3,82.0,0.0,2023/24,8.8,3.84
Myanmar,4,0,4,0,0,0.0,225,4,77.0,35.0,2023,6.08,3.13
Mozambique,5,3,2,0,0,1.5,520,5,158.0,56.0,2024/25,17.33,6.25
Mozambique,3,1,2,0,0,0.5,282,3,132.0,0.0,2023,14.1,4.7
Mozambique,7,1,5,0,1,0.2,913,7,169.0,104.0,2019/20,16.3,6.72
Mozambique,3,1,2,0,0,0.5,314,3,110.0,98.0,2023/24,14.27,5.76
Mozambique,4,1,3,0,0,0.3333333333333333,560,4,209.0,100.0,2021/22,16.96,7.01
Mozambique,7,5,2,0,0,2.5,775,7,151.0,0.0,2022/23,29.8,6.46
Mozambique,9,6,3,0,0,2.0,1152,9,207.0,93.0,2022,25.04,7.52
Mongolia,2,0,2,0,0,0.0,101,2,60.0,41.0,2023,5.31,3.04
Mongolia,13,0,12,0,1,0.0,481,13,75.0,10.0,2024,4.04,2.52
Mexico,5,2,3,0,0,0.6666666666666666,478,5,132.0,0.0,2019/20,12.57,5.55
Mexico,5,3,2,0,0,1.5,460,5,106.0,78.0,2024,11.5,4.75
Mexico,2,1,1,0,0,1.0,198,2,124.0,0.0,2023/24,18.0,5.94
Mexico,3,1,2,0,0,0.5,357,3,134.0,0.0,2019,16.22,6.01
Mexico,2,0,2,0,0,0.0,226,2,125.0,125.0,2024/25,13.29,5.65
Malta,2,0,2,0,0,0.0,195,2,98.0,97.0,2019,10.26,4.89
Malta,13,5,8,0,0,0.625,1731,13,197.0,50.0,2021,19.44,7.31
Malta,2,0,2,0,0,0.0,258,2,136.0,122.0,2019/20,12.9,7.55
Malta,21,8,13,0,0,0.6153846153846154,2967,21,187.0,63.0,2023,19.26,7.71
Malta,3,2,0,0,1,2.0,401,2,216.0,0.0,2020,40.1,10.32
Malta,5,3,1,1,0,3.0,829,5,213.0,145.0,2021/22,23.68,8.63
Malta,9,1,8,0,0,0.125,1227,9,211.0,84.0,2024,17.52,7.01
Malta,13,7,6,0,0,1.1666666666666667,1935,13,206.0,40.0,2022,20.8,7.92
Mali,7,0,5,0,2,0.0,309,6,107.0,30.0,2022/23,6.05,4.05
Mali,5,0,5,0,0,0.0,178,5,57.0,18.0,2024,3.56,2.67
Mali,3,0,3,0,0,0.0,188,3,112.0,37.0,2023/24,6.71,3.81
Maldives,4,1,2,0,1,0.5,397,3,153.0,113.0,2019,16.54,7.02
Maldives,6,2,4,0,0,0.5,584,6,136.0,97.0,2022,12.97,5.55
Maldives,6,1,5,0,0,0.2,631,6,129.0,0.0,2019/20,15.02,5.47
Maldives,4,2,2,0,0,1.0,420,4,123.0,0.0,2024/25,30.0,5.98
Maldives,14,2,12,0,0,0.16666666666666666,1629,14,159.0,76.0,2023/24,15.22,6.09
Maldives,2,1,1,0,0,1.0,136,2,74.0,74.0,2023,12.36,5.16
Maldives,6,2,4,0,0,0.5,631,6,178.0,0.0,2024,17.05,5.98
Maldives,4,0,4,0,0,0.0,516,4,141.0,102.0,2018/19,17.2,6.55
Maldives,4,0,4,0,0,0.0,345,4,103.0,56.0,2021/22,9.07,4.37
Malaysia,14,7,7,0,0,1.0,1814,14,203.0,124.0,2024,22.39,7.43
Malaysia,4,1,3,0,0,0.3333333333333333,628,4,196.0,138.0,2021/22,23.25,7.86
Malaysia,10,5,5,0,0,1.0,1283,10,198.0,0.0,2023/24,20.36,6.81
Malaysia,14,9,5,0,0,1.8,1994,14,206.0,111.0,2019/20,22.4,7.63
Malaysia,10,9,1,0,0,9.0,1245,10,230.0,0.0,2022,31.92,9.17
Malaysia,11,7,3,0,1,2.3333333333333335,1715,11,223.0,95.0,2022/23,27.22,8.76
Malaysia,10,4,5,0,1,0.8,1328,10,186.0,92.0,2019,18.97,7.55
Malaysia,4,0,3,1,0,0.0,524,4,176.0,109.0,2021,16.37,7.93
Malaysia,14,10,4,0,0,2.5,2060,14,268.0,81.0,2023,23.14,8.37
Malawi,7,4,1,0,2,4.0,641,6,185.0,0.0,2022/23,32.05,7.67
Malawi,7,5,1,0,1,5.0,788,6,170.0,0.0,2019/20,23.87,7.41
Malawi,3,2,1,0,0,2.0,286,3,155.0,69.0,2023,17.87,5.66
Malawi,5,2,3,0,0,0.6666666666666666,479,5,135.0,0.0,2023/24,18.42,5.72
Malawi,10,6,4,0,0,1.5,1076,10,176.0,100.0,2024,26.9,7.11
Malawi,5,2,3,0,0,0.6666666666666666,567,5,141.0,88.0,2024/25,13.82,5.85
Malawi,6,4,2,0,0,2.0,696,6,142.0,0.0,2021/22,27.84,6.46
Malawi,3,1,2,0,0,0.5,312,3,126.0,0.0,2022,22.28,5.86
Luxembourg,11,4,7,0,0,0.5714285714285714,1605,11,191.0,110.0,2023,19.1,7.47
Luxembourg,11,4,7,0,0,0.5714285714285714,1326,11,173.0,80.0,2022,15.97,6.54
Luxembourg,4,1,3,0,0,0.3333333333333333,539,4,164.0,112.0,2020,19.25,6.83
Luxembourg,5,1,4,0,0,0.25,631,5,172.0,91.0,2024,16.17,6.67
Luxembourg,4,1,3,0,0,0.3333333333333333,405,4,145.0,127.0,2019,16.87,6.42
Luxembourg,2,1,1,0,0,1.0,313,2,165.0,165.0,2023/24,17.38,7.82
Luxembourg,8,5,3,0,0,1.6666666666666667,1234,8,187.0,0.0,2021,28.04,7.81
Lesotho,5,1,4,0,0,0.25,391,5,148.0,47.0,2024,7.97,4.91
Lesotho,5,2,3,0,0,0.6666666666666666,575,5,127.0,114.0,2023/24,16.91,6.58
Lesotho,7,2,4,0,1,0.5,600,6,153.0,67.0,2022/23,12.24,6.26
Lesotho,6,0,6,0,0,0.0,601,6,140.0,26.0,2021/22,11.55,6.35
Kuwait,5,3,2,0,0,1.5,669,5,210.0,139.0,2019/20,27.87,8.24
Kuwait,8,6,1,1,0,6.0,1315,8,209.0,0.0,2022,22.67,9.14
Kuwait,14,9,5,0,0,1.8,1715,14,175.0,87.0,2023/24,21.43,7.55
Kuwait,4,2,1,1,0,2.0,582,4,189.0,0.0,2018/19,27.71,8.35
Kuwait,4,1,3,0,0,0.3333333333333333,600,4,158.0,0.0,2022/23,20.0,7.67
Kuwait,4,2,2,0,0,1.0,508,4,146.0,0.0,2021/22,19.53,8.0
Kuwait,5,2,3,0,0,0.6666666666666666,673,5,155.0,155.0,2023,19.79,7.28
Kuwait,15,10,4,0,1,2.5,2128,15,226.0,70.0,2024,24.74,8.97
Kuwait,6,2,3,1,0,0.6666666666666666,930,6,203.0,120.0,2019,22.14,8.12
Kenya,3,3,0,0,0,3.0,392,3,145.0,0.0,2019,30.15,7.49
Kenya,7,3,3,0,1,1.0,765,6,162.0,123.0,2021,19.61,7.16
Kenya,6,2,4,0,0,0.5,739,6,159.0,73.0,2019/20,17.18,6.35
Kenya,9,4,5,0,0,0.8,1134,9,161.0,101.0,2022,20.61,7.02
Kenya,6,5,1,0,0,5.0,857,6,224.0,102.0,2024/25,24.48,8.18
Kenya,7,5,0,0,2,5.0,822,7,237.0,0.0,2022/23,48.35,9.96
Kenya,17,11,6,0,0,1.8333333333333333,1849,17,182.0,95.0,2023/24,20.77,7.02
Kenya,10,6,4,0,0,1.5,1237,10,185.0,115.0,2023,22.9,7.0
Kenya,10,8,2,0,0,4.0,1553,10,219.0,0.0,2024,27.24,8.66
Kenya,6,4,2,0,0,2.0,830,6,168.0,138.0,2021/22,28.62,7.91
Jersey,9,3,6,0,0,0.5,1237,9,184.0,105.0,2019/20,17.92,6.98
Jersey,8,6,1,1,0,6.0,1146,8,171.0,0.0,2019,25.46,7.42
Jersey,11,8,3,0,0,2.6666666666666665,1819,11,233.0,141.0,2024,29.33,9.55
Jersey,6,6,0,0,0,6.0,691,6,139.0,94.0,2021/22,19.19,6.07
Jersey,8,5,3,0,0,1.6666666666666667,1208,8,185.0,0.0,2022,25.7,7.76
Jersey,8,5,3,0,0,1.6666666666666667,1113,8,190.0,158.0,2023,20.61,7.74
Japan,7,5,2,0,0,2.5,901,7,218.0,79.0,2022/23,19.17,8.16
Japan,8,4,4,0,0,1.0,1006,8,166.0,127.0,2023,14.57,6.42
Japan,15,14,0,0,1,14.0,2326,15,253.0,0.0,2024,30.2,8.96
Japan,10,4,6,0,0,0.6666666666666666,1663,10,258.0,128.0,2023/24,25.19,8.38
Italy,6,3,3,0,0,1.0,660,6,141.0,98.0,2021/22,16.09,5.68
Italy,5,3,2,0,0,1.5,721,5,183.0,90.0,2023,17.58,7.87
Italy,8,5,2,0,1,2.5,740,7,138.0,76.0,2019,17.2,6.79
Italy,4,1,3,0,0,0.3333333333333333,574,4,161.0,107.0,2022/23,24.95,7.17
Italy,5,5,0,0,0,5.0,694,5,210.0,0.0,2022,33.04,8.74
Italy,5,5,0,0,0,5.0,705,5,244.0,0.0,2024,35.25,8.32
Israel,4,1,3,0,0,0.3333333333333333,508,4,166.0,0.0,2022,18.14,6.35
Israel,5,2,3,0,0,0.6666666666666666,648,5,175.0,0.0,2024,16.2,6.49
Isle of Man,6,0,5,0,1,0.0,420,5,132.0,10.0,2022/23,9.13,5.17
Isle of Man,1,0,1,0,0,0.0,100,1,100.0,0.0,2020,11.11,5.0
Isle of Man,5,2,3,0,0,0.6666666666666666,640,5,182.0,85.0,2024,15.6,6.98
Isle of Man,4,4,0,0,0,4.0,438,4,151.0,0.0,2021/22,29.2,7.91
Isle of Man,3,2,0,0,1,2.0,361,3,150.0,0.0,2023,25.78,7.22
Isle of Man,5,4,1,0,0,4.0,680,5,171.0,0.0,2022,24.28,7.83
Ireland,13,5,8,0,0,0.625,1782,13,180.0,114.0,2022/23,19.58,7.68
Ireland,8,3,5,0,0,0.6,1127,8,178.0,117.0,2021,20.12,7.13
Ireland,8,1,6,1,0,0.16666666666666666,1113,8,205.0,70.0,2018,17.66,7.64
Ireland,18,9,7,1,1,1.2857142857142858,2680,18,208.0,125.0,2019/20,22.71,8.13
Ireland,2,1,1,0,0,1.0,366,2,195.0,0.0,2024/25,26.14,9.15
Ireland,8,3,4,0,1,0.75,761,7,154.0,105.0,2015/16,15.53,7.02
Ireland,16,8,8,0,0,1.0,2176,16,165.0,101.0,2021/22,20.33,7.24
Ireland,12,3,9,0,0,0.3333333333333333,1688,12,221.0,91.0,2022,20.09,8.46
Ireland,7,2,5,0,0,0.4,1030,7,211.0,71.0,2016/17,19.8,8.32
Ireland,9,4,5,0,0,0.8,1350,9,193.0,96.0,2024,21.09,7.69
Ireland,6,3,3,0,0,1.0,843,6,166.0,98.0,2023/24,20.07,7.28
Ireland,5,3,2,0,0,1.5,866,5,194.0,0.0,2019,27.06,9.78
Ireland,8,1,5,0,2,0.2,741,6,166.0,128.0,2015,18.52,6.87
Ireland,1,0,1,0,0,0.0,129,1,129.0,129.0,2016,12.9,6.61
Ireland,6,2,4,0,0,0.5,1026,6,194.0,0.0,2018/19,25.02,8.55
Ireland,7,4,3,0,0,1.3333333333333333,1083,7,226.0,0.0,2023,28.5,8.67
Iran,3,0,3,0,0,0.0,241,3,108.0,0.0,2019/20,9.64,4.01
Indonesia,7,4,3,0,0,1.3333333333333333,680,7,130.0,83.0,2022/23,13.6,5.73
Indonesia,3,1,2,0,0,0.5,366,3,147.0,0.0,2023,18.3,6.1
Indonesia,16,7,8,1,0,0.875,2042,15,192.0,119.0,2023/24,20.83,7.22
Indonesia,5,0,5,0,0,0.0,454,5,105.0,80.0,2024/25,10.08,4.57
Indonesia,12,5,7,0,0,0.7142857142857143,1201,12,141.0,29.0,2024,14.46,5.56
India,23,15,7,0,1,2.142857142857143,3902,23,225.0,138.0,2022,30.72,9.32
India,2,1,1,0,0,1.0,313,2,178.0,0.0,2015,22.35,7.82
India,17,11,5,1,0,2.2,2871,17,237.0,178.0,2022/23,30.54,8.86
India,5,4,1,0,0,4.0,933,5,213.0,0.0,2018,49.1,9.61
India,8,5,3,0,0,1.6666666666666667,1385,8,224.0,0.0,2020/21,31.47,8.79
India,3,1,2,0,0,0.5,377,3,164.0,0.0,2021,20.94,6.28
India,16,12,4,0,0,3.0,2545,16,260.0,118.0,2017/18,33.05,8.8
India,16,14,1,1,0,14.0,2528,16,234.0,102.0,2024,28.72,8.67
India,10,7,2,1,0,3.5,1925,10,235.0,0.0,2023/24,33.18,10.0
India,16,10,3,2,1,3.3333333333333335,2571,15,240.0,0.0,2019/20,36.21,8.94
India,5,2,2,0,1,1.0,668,5,244.0,0.0,2016,41.75,8.88
India,18,13,5,0,0,2.6,2538,18,200.0,79.0,2015/16,29.17,7.88
India,11,5,5,0,1,1.0,1649,10,208.0,139.0,2018/19,31.71,8.55
India,10,6,3,0,1,2.0,1336,9,202.0,0.0,2023,32.58,8.84
India,3,2,1,0,0,2.0,493,3,202.0,0.0,2016/17,23.47,8.21
India,3,3,0,0,0,3.0,415,3,167.0,0.0,2019,29.64,7.34
India,2,1,1,0,0,1.0,364,2,190.0,0.0,2017,40.44,9.25
India,14,12,2,0,0,6.0,2266,14,210.0,0.0,2021/22,39.75,9.0
India,3,3,0,0,0,3.0,650,3,297.0,0.0,2024/25,36.11,12.54
ICC World XI,1,0,1,0,0,0.0,127,1,127.0,127.0,2018,14.11,7.62
Hungary,4,2,2,0,0,1.0,700,4,187.0,187.0,2021,25.92,8.95
Hungary,13,4,8,0,1,0.5,1831,13,197.0,89.0,2022,18.49,7.51
Hungary,5,2,2,1,0,1.0,703,5,209.0,138.0,2023,18.5,8.11
Hungary,4,1,3,0,0,0.3333333333333333,538,4,173.0,110.0,2024,16.3,6.92
Hong Kong,3,1,2,0,0,0.5,435,3,183.0,87.0,2016/17,21.75,7.43
Hong Kong,7,2,5,0,0,0.4,735,7,141.0,79.0,2023,14.41,6.0
Hong Kong,20,6,14,0,0,0.42857142857142855,2530,20,171.0,102.0,2019/20,18.33,6.99
Hong Kong,12,3,9,0,0,0.3333333333333333,1570,12,175.0,112.0,2015/16,19.38,7.13
Hong Kong,1,1,0,0,0,1.0,73,1,73.0,0.0,2014/15,9.12,3.68
Hong Kong,4,3,1,0,0,3.0,517,4,162.0,116.0,2015,18.46,6.55
Hong Kong,18,9,7,1,1,1.2857142857142858,2698,18,219.0,94.0,2023/24,23.66,8.27
Hong Kong,10,5,5,0,0,1.0,1274,10,186.0,38.0,2022,19.3,6.91
Hong Kong,4,4,0,0,0,4.0,594,4,182.0,0.0,2022/23,23.76,7.5
Hong Kong,17,9,7,0,1,1.2857142857142858,2226,17,201.0,114.0,2024,21.61,7.94
Hong Kong,1,1,0,0,0,1.0,169,1,169.0,0.0,2016,33.8,8.45
Guernsey,12,6,6,0,0,1.0,1425,12,153.0,78.0,2022,21.59,6.52
Guernsey,9,2,5,1,1,0.4,895,8,128.0,95.0,2019,13.98,5.79
Guernsey,5,2,3,0,0,0.6666666666666666,720,5,172.0,98.0,2023,21.17,7.2
Guernsey,12,7,5,0,0,1.4,1698,12,197.0,86.0,2024,25.34,8.5
Guernsey,1,1,0,0,0,1.0,101,1,101.0,0.0,2020,50.5,8.78
Greece,4,0,4,0,0,0.0,357,4,146.0,43.0,2022,9.91,5.04
Greece,4,1,2,0,1,0.5,470,4,157.0,133.0,2021,18.8,8.51
Greece,3,2,1,0,0,2.0,270,3,117.0,0.0,2019/20,30.0,7.6
Greece,4,0,4,0,0,0.0,414,4,134.0,84.0,2024,11.5,5.42
Gibraltar,5,1,3,1,0,0.3333333333333333,736,5,217.0,0.0,2021/22,28.3,8.42
Gibraltar,10,2,8,0,0,0.25,1525,10,213.0,141.0,2022,23.46,7.64
Gibraltar,4,0,4,0,0,0.0,570,4,193.0,108.0,2021,22.8,7.26
Gibraltar,11,3,8,0,0,0.375,1556,11,176.0,84.0,2023,18.74,7.25
Gibraltar,8,4,4,0,0,1.0,1062,8,175.0,0.0,2024,24.13,7.6
Gibraltar,4,3,1,0,0,3.0,517,4,172.0,0.0,2023/24,23.5,7.58
Gibraltar,4,0,4,0,0,0.0,413,4,113.0,95.0,2019/20,14.24,5.17
Ghana,4,0,4,0,0,0.0,399,4,113.0,88.0,2019,12.87,5.14
Ghana,5,3,2,0,0,1.5,700,5,166.0,79.0,2021,21.87,7.73
Ghana,5,3,2,0,0,1.5,373,5,133.0,88.0,2024,15.54,5.36
Ghana,7,3,4,0,0,0.75,1068,7,215.0,111.0,2022/23,25.42,7.72
Ghana,6,5,1,0,0,5.0,760,6,239.0,97.0,2021/22,28.14,8.26
Ghana,17,5,11,1,0,0.45454545454545453,1646,17,185.0,54.0,2023/24,11.19,5.42
Ghana,3,1,2,0,0,0.5,422,3,154.0,135.0,2022,16.23,7.03
Germany,10,7,3,0,0,2.3333333333333335,1194,10,149.0,53.0,2019,20.23,6.98
Germany,8,5,3,0,0,1.6666666666666667,937,8,164.0,0.0,2021,19.93,6.62
Germany,5,4,1,0,0,4.0,609,5,151.0,103.0,2022,16.02,6.41
Germany,11,4,7,0,0,0.5714285714285714,1295,11,167.0,85.0,2021/22,18.76,6.27
Germany,4,3,1,0,0,3.0,516,4,149.0,0.0,2022/23,34.4,7.25
Germany,4,3,1,0,0,3.0,654,4,220.0,151.0,2024,25.15,9.83
Germany,2,1,1,0,0,1.0,319,2,180.0,0.0,2019/20,31.9,7.97
Germany,14,9,5,0,0,1.8,1893,14,181.0,141.0,2023,26.66,8.15
Gambia,2,0,2,0,0,0.0,144,2,87.0,57.0,2023/24,8.47,4.01
Gambia,7,1,6,0,0,0.16666666666666666,558,7,122.0,42.0,2022/23,8.32,4.75
Gambia,3,0,3,0,0,0.0,242,3,142.0,46.0,2024/25,10.08,5.11
France,4,1,3,0,0,0.3333333333333333,451,4,128.0,0.0,2021,14.54,5.81
France,5,3,2,0,0,1.5,748,5,183.0,97.0,2022,20.77,7.55
France,9,5,4,0,0,1.25,1283,9,191.0,78.0,2023,23.32,7.66
France,10,6,3,1,0,2.0,1400,10,170.0,116.0,2024,18.42,7.31
Finland,4,2,2,0,0,1.0,567,4,145.0,0.0,2021,21.8,7.39
Finland,6,1,4,1,0,0.25,600,6,106.0,92.0,2023,10.52,5.33
Finland,8,3,5,0,0,0.6,982,8,199.0,74.0,2024,15.1,6.83
Finland,10,7,3,0,0,2.3333333333333335,1290,10,183.0,33.0,2022,16.97,6.97
Finland,5,1,4,0,0,0.25,680,5,185.0,86.0,2019,16.58,6.91
Fiji,6,3,3,0,0,1.0,770,6,173.0,62.0,2024,15.4,7.04
Fiji,4,2,2,0,0,1.0,604,4,205.0,121.0,2022/23,20.13,7.92
Fiji,6,3,3,0,0,1.0,848,6,149.0,147.0,2022,16.3,7.28
Eswatini,5,3,2,0,0,1.5,665,5,182.0,116.0,2023/24,16.62,7.4
Eswatini,3,0,3,0,0,0.0,327,3,127.0,98.0,2023,11.67,5.94
Eswatini,7,1,5,0,1,0.2,807,7,151.0,0.0,2022/23,19.21,6.99
Eswatini,6,0,6,0,0,0.0,572,6,123.0,59.0,2022,10.21,5.37
Estonia,2,1,1,0,0,1.0,309,2,160.0,0.0,2023,38.62,8.5
Estonia,6,0,6,0,0,0.0,650,6,130.0,71.0,2021/22,13.82,5.6
Estonia,6,0,6,0,0,0.0,747,6,171.0,101.0,2022,18.67,6.51
Estonia,11,8,3,0,0,2.6666666666666665,1639,11,196.0,144.0,2024,27.31,8.06
England,12,7,4,0,1,1.75,1762,12,208.0,117.0,2022/23,27.53,8.03
England,5,2,3,0,0,0.6666666666666666,962,5,267.0,132.0,2023/24,29.15,9.73
England,2,2,0,0,0,2.0,373,2,191.0,0.0,2015,31.08,9.32
England,4,2,2,0,0,1.0,650,4,181.0,155.0,2017,26.0,8.78
England,11,6,4,1,0,1.5,1830,11,230.0,171.0,2015/16,24.07,8.45
England,4,4,0,0,0,4.0,602,4,187.0,0.0,2018/19,27.36,8.68
England,13,6,7,0,0,0.8571428571428571,2229,13,234.0,101.0,2022,25.62,9.17
England,12,7,4,0,1,1.75,1580,11,194.0,103.0,2024,27.24,9.24
England,4,2,2,0,0,1.0,727,4,221.0,0.0,2018,26.92,9.12
England,8,4,3,1,0,1.3333333333333333,1468,8,241.0,155.0,2019/20,28.78,9.88
England,1,1,0,0,0,1.0,175,1,175.0,0.0,2019,58.33,9.05
England,6,3,2,0,1,1.5,980,6,199.0,0.0,2020,27.22,8.58
England,8,5,3,0,0,1.6666666666666667,1339,8,192.0,0.0,2020/21,35.23,8.88
England,6,5,1,0,0,5.0,974,6,201.0,200.0,2021,24.35,8.68
England,4,1,3,0,0,0.3333333333333333,670,4,194.0,0.0,2017/18,20.93,8.37
England,3,1,2,0,0,0.5,414,3,148.0,127.0,2016/17,21.78,7.57
England,2,1,1,0,0,1.0,279,2,144.0,0.0,2016,31.0,7.44
England,4,2,2,0,0,1.0,644,4,198.0,128.0,2023,25.76,8.88
England,11,6,5,0,0,1.2,1649,11,204.0,103.0,2021/22,24.61,8.51
Denmark,9,4,3,0,2,1.3333333333333333,974,8,158.0,117.0,2019,14.11,6.3
Denmark,6,3,3,0,0,1.0,975,6,225.0,102.0,2024,21.66,8.22
Denmark,6,0,6,0,0,0.0,668,6,132.0,89.0,2021/22,13.63,5.58
Denmark,10,4,6,0,0,0.6666666666666666,1203,10,175.0,109.0,2023,19.4,6.9
Denmark,3,2,1,0,0,2.0,372,3,135.0,111.0,2021,20.66,6.3
Denmark,8,6,2,0,0,3.0,1329,8,256.0,0.0,2022,30.9,8.67
Czech Rep.,4,1,3,0,0,0.3333333333333333,429,4,151.0,0.0,2020,14.79,5.66
Czech Rep.,15,10,5,0,0,2.0,2428,15,258.0,66.0,2022,26.68,8.51
Czech Rep.,5,3,2,0,0,1.5,830,5,278.0,163.0,2019,28.62,9.02
Czech Rep.,5,2,3,0,0,0.6666666666666666,622,5,178.0,110.0,2024,17.27,6.34
Czech Rep.,7,2,5,0,0,0.4,1005,7,176.0,84.0,2021,24.51,7.77
Czech Rep.,3,2,0,1,0,2.0,436,3,169.0,128.0,2023,20.76,7.53
Czech Rep.,2,2,0,0,0,2.0,352,2,204.0,0.0,2019/20,39.11,8.8
Cyprus,5,2,3,0,0,0.6666666666666666,730,5,183.0,120.0,2022,16.97,7.41
Cyprus,11,4,7,0,0,0.5714285714285714,1475,11,195.0,67.0,2024,17.15,7.22
Cyprus,6,4,2,0,0,2.0,824,6,187.0,92.0,2021/22,19.61,7.37
Croatia,5,2,3,0,0,0.6666666666666666,396,5,104.0,69.0,2022,10.42,4.02
Croatia,6,0,5,0,1,0.0,361,5,83.0,63.0,2023,7.52,4.32
Croatia,9,2,7,0,0,0.2857142857142857,803,9,140.0,47.0,2024,10.29,5.09
Costa Rica,5,2,3,0,0,0.6666666666666666,381,5,120.0,35.0,2024,9.29,4.73
Costa Rica,3,0,3,0,0,0.0,334,3,133.0,89.0,2019,15.18,5.61
Cook Islands,6,3,3,0,0,1.0,811,6,158.0,123.0,2022,19.78,7.41
Cook Islands,6,4,2,0,0,2.0,783,6,186.0,0.0,2024,29.0,7.37
China,7,1,6,0,0,0.16666666666666666,506,7,129.0,37.0,2023/24,8.43,4.06
China,4,1,3,0,0,0.3333333333333333,175,4,78.0,23.0,2023,5.0,3.42
Chile,2,0,2,0,0,0.0,124,2,72.0,52.0,2023/24,7.29,3.12
Chile,4,1,3,0,0,0.3333333333333333,332,4,104.0,93.0,2019/20,11.06,5.31
Cayman,4,1,3,0,0,0.3333333333333333,327,4,123.0,30.0,2023/24,10.54,5.17
Cayman,5,5,0,0,0,5.0,701,5,180.0,0.0,2022,33.38,8.27
Cayman,6,0,6,0,0,0.0,567,6,116.0,114.0,2019,11.34,4.75
Cayman,4,3,1,0,0,3.0,466,4,138.0,125.0,2022/23,14.12,5.84
Canada,15,5,9,0,1,0.5555555555555556,2134,15,199.0,106.0,2024,20.32,7.27
Canada,5,4,1,0,0,4.0,847,5,230.0,95.0,2023/24,29.2,8.91
Canada,6,5,0,0,1,5.0,769,6,196.0,0.0,2019,32.04,8.68
Canada,11,8,2,1,0,4.0,1828,11,245.0,80.0,2021/22,41.54,9.22
Canada,6,3,3,0,0,1.0,893,6,176.0,0.0,2019/20,22.32,7.44
Canada,7,6,1,0,0,6.0,1224,7,199.0,0.0,2022/23,36.0,9.19
Cameroon,3,0,3,0,0,0.0,201,3,77.0,48.0,2022,6.7,3.81
Cameroon,7,0,6,0,1,0.0,527,6,146.0,34.0,2022/23,9.08,5.25
Cameroon,4,0,4,0,0,0.0,240,4,89.0,38.0,2021/22,6.15,3.84
Cameroon,3,1,2,0,0,0.5,227,3,144.0,35.0,2023/24,9.08,5.42
Cameroon,5,2,3,0,0,0.6666666666666666,213,5,58.0,30.0,2024,6.08,4.08
Cambodia,5,3,2,0,0,1.5,701,5,182.0,70.0,2023,18.44,7.12
Cambodia,13,7,6,0,0,1.1666666666666667,1616,13,174.0,104.0,2023/24,23.76,6.96
Cambodia,4,0,4,0,0,0.0,391,4,141.0,76.0,2024,12.21,5.8
Bulgaria,4,2,1,0,1,2.0,391,3,166.0,0.0,2023,35.54,9.23
Bulgaria,4,1,3,0,0,0.3333333333333333,459,4,175.0,60.0,2020/21,17.0,6.6
Bulgaria,3,2,1,0,0,2.0,390,3,161.0,0.0,2019/20,19.5,6.72
Bulgaria,7,0,7,0,0,0.0,821,7,174.0,79.0,2024,13.24,5.99
Bulgaria,3,0,2,0,1,0.0,349,3,184.0,0.0,2020,24.92,8.61
Bulgaria,8,2,5,0,1,0.4,1191,8,208.0,125.0,2021,20.53,7.51
Bulgaria,18,7,11,0,0,0.6363636363636364,2788,18,246.0,48.0,2022,23.82,8.51
Bulgaria,4,1,3,0,0,0.3333333333333333,589,4,180.0,81.0,2021/22,23.56,7.4
Brazil,4,1,3,0,0,0.3333333333333333,321,4,96.0,76.0,2019/20,9.72,5.39
Brazil,1,1,0,0,0,1.0,132,1,132.0,132.0,2024/25,13.2,6.94
Botswana,12,5,7,0,0,0.7142857142857143,1499,12,205.0,64.0,2023,18.5,6.52
Botswana,5,2,3,0,0,0.6666666666666666,528,5,153.0,62.0,2023/24,13.2,5.28
Botswana,4,3,1,0,0,3.0,503,4,157.0,0.0,2021/22,27.94,7.75
Botswana,4,2,2,0,0,1.0,580,4,185.0,0.0,2022,19.33,7.25
Botswana,7,3,3,0,1,1.0,780,7,165.0,106.0,2022/23,23.63,7.21
Botswana,7,0,7,0,0,0.0,641,7,116.0,46.0,2019,11.87,4.99
Bhutan,4,2,2,0,0,1.0,454,4,161.0,83.0,2023,14.18,5.79
Bhutan,5,3,2,0,0,1.5,579,5,144.0,94.0,2024/25,16.08,5.95
Bhutan,7,4,3,0,0,1.3333333333333333,618,7,135.0,73.0,2022,11.44,4.8
Bhutan,8,1,7,0,0,0.14285714285714285,855,8,164.0,55.0,2023/24,12.57,5.75
Bhutan,2,0,2,0,0,0.0,212,2,117.0,0.0,2019/20,16.3,5.3
Bermuda,6,6,0,0,0,6.0,967,6,226.0,0.0,2022/23,64.46,9.37
Bermuda,5,4,1,0,0,4.0,630,5,181.0,93.0,2023/24,19.09,7.89
Bermuda,6,4,2,0,0,2.0,932,6,239.0,0.0,2021/22,25.18,8.68
