match_id,flip,gender,Mat,Won,Lost,Tied,NR,W/L,Inns,HS,LS,AveRPW,AveRPO,Mat_team2,Won_team2,Lost_team2,Tied_team2,NR_team2,W/L_team2,Inns_team2,HS_team2,LS_team2,AveRPW_team2,AveRPO_team2
682929,0,1,7,6,1,0,0,6.0,7,202,0.0,39.59,7.88,12,6,6,0,0,1.0,12,179,0.0,23.13,7.26
682929,1,1,12,6,6,0,0,1.0,12,179,0.0,23.13,7.26,7,6,1,0,0,6.0,7,202,0.0,39.59,7.88
682931,0,1,8,5,3,0,0,1.6666666666666667,8,204,60.0,25.11,8.13,11,6,5,0,0,1.2,11,196,0.0,28.47,8.05
682931,1,1,11,6,5,0,0,1.2,11,196,0.0,28.47,8.05,8,5,3,0,0,1.6666666666666667,8,204,60.0,25.11,8.13
682933,0,1,11,6,5,0,0,1.2,11,193,39.0,24.46,7.62,11,9,2,0,0,4.5,11,211,119.0,28.51,7.98
682933,1,1,11,9,2,0,0,4.5,11,211,119.0,28.51,7.98,11,6,5,0,0,1.2,11,193,39.0,24.46,7.62
682935,0,1,10,2,8,0,0,0.25,10,189,98.0,19.44,7.22,12,6,6,0,0,1.0,12,179,0.0,23.13,7.26
682935,1,1,12,6,6,0,0,1.0,12,179,0.0,23.13,7.26,10,2,8,0,0,0.25,10,189,98.0,19.44,7.22
682937,0,1,11,6,5,0,0,1.2,11,193,39.0,24.46,7.62,11,6,5,0,0,1.2,11,196,0.0,28.47,8.05
682937,1,1,11,6,5,0,0,1.2,11,196,0.0,28.47,8.05,11,6,5,0,0,1.2,11,193,39.0,24.46,7.62
682939,0,1,10,2,8,0,0,0.25,10,200,88.0,20.05,7.94,11,9,2,0,0,4.5,11,211,119.0,28.51,7.98
682939,1,1,11,9,2,0,0,4.5,11,211,119.0,28.51,7.98,10,2,8,0,0,0.25,10,200,88.0,20.05,7.94
682941,0,1,10,6,4,0,0,1.5,10,213,86.0,26.22,9.08,12,6,6,0,0,1.0,12,179,0.0,23.13,7.26
682941,1,1,12,6,6,0,0,1.0,12,179,0.0,23.13,7.26,10,6,4,0,0,1.5,10,213,86.0,26.22,9.08
682943,0,1,10,2,8,0,0,0.25,10,189,98.0,19.44,7.22,7,6,1,0,0,6.0,7,202,0.0,39.59,7.88
682943,1,1,7,6,1,0,0,6.0,7,202,0.0,39.59,7.88,10,2,8,0,0,0.25,10,189,98.0,19.44,7.22
682945,0,1,11,6,5,0,0,1.2,11,193,39.0,24.46,7.62,8,5,3,0,0,1.6666666666666667,8,204,60.0,25.11,8.13
682945,1,1,8,5,3,0,0,1.6666666666666667,8,204,60.0,25.11,8.13,11,6,5,0,0,1.2,11,193,39.0,24.46,7.62
682947,0,1,10,2,8,0,0,0.25,10,200,88.0,20.05,7.94,11,6,5,0,0,1.2,11,196,0.0,28.47,8.05
682947,1,1,11,6,5,0,0,1.2,11,196,0.0,28.47,8.05,10,2,8,0,0,0.25,10,200,88.0,20.05,7.94
682949,0,1,10,2,8,0,0,0.25,10,189,98.0,19.44,7.22,11,5,6,0,0,0.8333333333333334,11,191,82.0,21.41,7.5
682949,1,1,11,5,6,0,0,0.8333333333333334,11,191,82.0,21.41,7.5,10,2,8,0,0,0.25,10,189,98.0,19.44,7.22
682951,0,1,10,6,4,0,0,1.5,10,213,86.0,26.22,9.08,7,6,1,0,0,6.0,7,202,0.0,39.59,7.88
682951,1,1,7,6,1,0,0,6.0,7,202,0.0,39.59,7.88,10,6,4,0,0,1.5,10,213,86.0,26.22,9.08
682953,0,1,10,2,8,0,0,0.25,10,200,88.0,20.05,7.94,11,6,5,0,0,1.2,11,193,39.0,24.46,7.62
682953,1,1,11,6,5,0,0,1.2,11,193,39.0,24.46,7.62,10,2,8,0,0,0.25,10,200,88.0,20.05,7.94
682955,0,1,8,5,3,0,0,1.6666666666666667,8,204,60.0,25.11,8.13,11,9,2,0,0,4.5,11,211,119.0,28.51,7.98
682955,1,1,11,9,2,0,0,4.5,11,211,119.0,28.51,7.98,8,5,3,0,0,1.6666666666666667,8,204,60.0,25.11,8.13
682957,0,1,10,2,8,0,0,0.25,10,189,98.0,19.44,7.22,10,6,4,0,0,1.5,10,213,86.0,26.22,9.08
682957,1,1,10,6,4,0,0,1.5,10,213,86.0,26.22,9.08,10,2,8,0,0,0.25,10,189,98.0,19.44,7.22
682959,0,1,11,5,6,0,0,0.8333333333333334,11,191,82.0,21.41,7.5,12,6,6,0,0,1.0,12,179,0.0,23.13,7.26
682959,1,1,12,6,6,0,0,1.0,12,179,0.0,23.13,7.26,11,5,6,0,0,0.8333333333333334,11,191,82.0,21.41,7.5
682961,0,1,11,9,2,0,0,4.5,11,211,119.0,28.51,7.98,12,6,6,0,0,1.0,12,179,0.0,23.13,7.26
682961,1,1,12,6,6,0,0,1.0,12,179,0.0,23.13,7.26,11,9,2,0,0,4.5,11,211,119.0,28.51,7.98
682963,0,1,7,6,1,0,0,6.0,7,202,0.0,39.59,7.88,11,6,5,0,0,1.2,11,196,0.0,28.47,8.05
682963,1,1,11,6,5,0,0,1.2,11,196,0.0,28.47,8.05,7,6,1,0,0,6.0,7,202,0.0,39.59,7.88
682965,0,1,7,6,1,0,0,6.0,7,202,0.0,39.59,7.88,11,9,2,0,0,4.5,11,211,119.0,28.51,7.98
682965,1,1,11,9,2,0,0,4.5,11,211,119.0,28.51,7.98,7,6,1,0,0,6.0,7,202,0.0,39.59,7.88
685727,0,1,11,6,5,0,0,1.2,11,196,0.0,28.47,8.05,11,5,6,0,0,0.8333333333333334,11,191,82.0,21.41,7.5
685727,1,1,11,5,6,0,0,0.8333333333333334,11,191,82.0,21.41,7.5,11,6,5,0,0,1.2,11,196,0.0,28.47,8.05
685729,0,1,11,6,5,0,0,1.2,11,196,0.0,28.47,8.05,11,5,6,0,0,0.8333333333333334,11,191,82.0,21.41,7.5
685729,1,1,11,5,6,0,0,0.8333333333333334,11,191,82.0,21.41,7.5,11,6,5,0,0,1.2,11,196,0.0,28.47,8.05
690351,0,1,10,2,8,0,0,0.25,10,189,98.0,19.44,7.22,11,9,2,0,0,4.5,11,211,119.0,28.51,7.98
690351,1,1,11,9,2,0,0,4.5,11,211,119.0,28.51,7.98,10,2,8,0,0,0.25,10,189,98.0,19.44,7.22
690353,0,1,10,2,8,0,0,0.25,10,189,98.0,19.44,7.22,11,9,2,0,0,4.5,11,211,119.0,28.51,7.98
690353,1,1,11,9,2,0,0,4.5,11,211,119.0,28.51,7.98,10,2,8,0,0,0.25,10,189,98.0,19.44,7.22
702141,0,1,12,6,6,0,0,1.0,12,179,0.0,23.13,7.26,7,5,2,0,0,2.5,7,225,0.0,27.65,7.87
702141,1,1,7,5,2,0,0,2.5,7,225,0.0,27.65,7.87,12,6,6,0,0,1.0,12,179,0.0,23.13,7.26
702143,0,1,12,6,6,0,0,1.0,12,179,0.0,23.13,7.26,7,5,2,0,0,2.5,7,225,0.0,27.65,7.87
702143,1,1,7,5,2,0,0,2.5,7,225,0.0,27.65,7.87,12,6,6,0,0,1.0,12,179,0.0,23.13,7.26
722335,0,1,6,2,4,0,0,0.5,6,231,0.0,32.73,8.25,3,2,1,0,0,2.0,3,236,126.0,24.09,9.19
722335,1,1,3,2,1,0,0,2.0,3,236,126.0,24.09,9.19,6,2,4,0,0,0.5,6,231,0.0,32.73,8.25
722337,0,1,6,2,4,0,0,0.5,6,231,0.0,32.73,8.25,3,2,1,0,0,2.0,3,236,126.0,24.09,9.19
722337,1,1,3,2,1,0,0,2.0,3,236,126.0,24.09,9.19,6,2,4,0,0,0.5,6,231,0.0,32.73,8.25
727917,0,1,4,3,1,0,0,3.0,4,146,0.0,23.28,7.35,3,1,2,0,0,0.5,3,140,127.0,16.5,6.25
727917,1,1,3,1,2,0,0,0.5,3,140,127.0,16.5,6.25,4,3,1,0,0,3.0,4,146,0.0,23.28,7.35
730283,0,1,3,1,1,0,1,1.0,2,165,0.0,21.21,7.81,2,1,1,0,0,1.0,2,126,126.0,17.35,7.11
730283,1,1,2,1,1,0,0,1.0,2,126,126.0,17.35,7.11,3,1,1,0,1,1.0,2,165,0.0,21.21,7.81
730285,0,1,3,1,1,0,1,1.0,2,165,0.0,21.21,7.81,2,1,1,0,0,1.0,2,126,126.0,17.35,7.11
730285,1,1,2,1,1,0,0,1.0,2,126,126.0,17.35,7.11,3,1,1,0,1,1.0,2,165,0.0,21.21,7.81
736063,0,1,6,2,4,0,0,0.5,6,231,0.0,32.73,8.25,3,2,1,0,0,2.0,3,236,126.0,24.09,9.19
736063,1,1,3,2,1,0,0,2.0,3,236,126.0,24.09,9.19,6,2,4,0,0,0.5,6,231,0.0,32.73,8.25
743953,0,1,2,2,0,0,0,2.0,2,191,0.0,31.08,9.32,4,2,2,0,0,1.0,4,198,135.0,22.03,8.65
743953,1,1,4,2,2,0,0,1.0,4,198,135.0,22.03,8.65,2,2,0,0,0,2.0,2,191,0.0,31.08,9.32
743975,0,1,2,2,0,0,0,2.0,2,191,0.0,31.08,9.32,1,0,1,0,0,0.0,1,177,0.0,22.12,8.85
743975,1,1,1,0,1,0,0,0.0,1,177,0.0,22.12,8.85,2,2,0,0,0,2.0,2,191,0.0,31.08,9.32
754717,0,1,4,3,1,0,0,3.0,4,146,0.0,23.28,7.35,6,2,4,0,0,0.5,6,231,0.0,32.73,8.25
754717,1,1,6,2,4,0,0,0.5,6,231,0.0,32.73,8.25,4,3,1,0,0,3.0,4,146,0.0,23.28,7.35
754719,0,1,4,3,1,0,0,3.0,4,146,0.0,23.28,7.35,6,2,4,0,0,0.5,6,231,0.0,32.73,8.25
754719,1,1,6,2,4,0,0,0.5,6,231,0.0,32.73,8.25,4,3,1,0,0,3.0,4,146,0.0,23.28,7.35
754721,0,1,4,3,1,0,0,3.0,4,146,0.0,23.28,7.35,6,2,4,0,0,0.5,6,231,0.0,32.73,8.25
754721,1,1,6,2,4,0,0,0.5,6,231,0.0,32.73,8.25,4,3,1,0,0,3.0,4,146,0.0,23.28,7.35
800479,0,1,11,7,4,0,0,1.75,11,229,0.0,35.09,8.75,11,6,4,1,0,1.5,11,230,171.0,24.07,8.45
800479,1,1,11,6,4,1,0,1.5,11,230,171.0,24.07,8.45,11,7,4,0,0,1.75,11,229,0.0,35.09,8.75
800481,0,1,11,7,4,0,0,1.75,11,229,0.0,35.09,8.75,11,6,4,1,0,1.5,11,230,171.0,24.07,8.45
800481,1,1,11,6,4,1,0,1.5,11,230,171.0,24.07,8.45,11,7,4,0,0,1.75,11,229,0.0,35.09,8.75
802327,0,1,1,1,0,0,0,1.0,1,73,0.0,9.12,3.68,1,0,1,0,0,0.0,1,72,72.0,7.2,3.6
802327,1,1,1,0,1,0,0,0.0,1,72,72.0,7.2,3.6,1,1,0,0,0,1.0,1,73,0.0,9.12,3.68
848839,0,1,4,3,1,0,0,3.0,4,169,0.0,30.7,7.88,4,2,2,0,0,1.0,4,198,135.0,22.03,8.65
848839,1,1,4,2,2,0,0,1.0,4,198,135.0,22.03,8.65,4,3,1,0,0,3.0,4,169,0.0,30.7,7.88
848841,0,1,4,3,1,0,0,3.0,4,169,0.0,30.7,7.88,4,2,2,0,0,1.0,4,198,135.0,22.03,8.65
848841,1,1,4,2,2,0,0,1.0,4,198,135.0,22.03,8.65,4,3,1,0,0,3.0,4,169,0.0,30.7,7.88
860279,0,1,2,0,2,0,0,0.0,2,172,0.0,22.71,7.95,5,4,1,0,0,4.0,5,176,0.0,26.21,8.51
860279,1,1,5,4,1,0,0,4.0,5,176,0.0,26.21,8.51,2,0,2,0,0,0.0,2,172,0.0,22.71,7.95
860281,0,1,2,0,2,0,0,0.0,2,172,0.0,22.71,7.95,5,4,1,0,0,4.0,5,176,0.0,26.21,8.51
860281,1,1,5,4,1,0,0,4.0,5,176,0.0,26.21,8.51,2,0,2,0,0,0.0,2,172,0.0,22.71,7.95
868725,0,1,5,4,1,0,0,4.0,5,176,0.0,26.21,8.51,5,1,4,0,0,0.25,5,175,0.0,23.67,7.34
868725,1,1,5,1,4,0,0,0.25,5,175,0.0,23.67,7.34,5,4,1,0,0,4.0,5,176,0.0,26.21,8.51
875471,0,1,8,4,2,0,2,2.0,6,173,159.0,25.76,9.14,8,6,2,0,0,3.0,8,191,130.0,25.41,7.54
875471,1,1,8,6,2,0,0,3.0,8,191,130.0,25.41,7.54,8,4,2,0,2,2.0,6,173,159.0,25.76,9.14
875491,0,1,7,1,6,0,0,0.16666666666666666,7,141,53.0,11.3,5.41,8,1,5,0,2,0.2,6,166,128.0,18.52,6.87
875491,1,1,8,1,5,0,2,0.2,6,166,128.0,18.52,6.87,7,1,6,0,0,0.16666666666666666,7,141,53.0,11.3,5.41
875501,0,1,8,1,5,0,2,0.2,6,166,128.0,18.52,6.87,3,2,1,0,0,2.0,3,127,0.0,21.87,6.6
875501,1,1,3,2,1,0,0,2.0,3,127,0.0,21.87,6.6,8,1,5,0,2,0.2,6,166,128.0,18.52,6.87
875507,0,1,4,3,1,0,0,3.0,4,162,116.0,18.46,6.55,7,1,6,0,0,0.16666666666666666,7,141,53.0,11.3,5.41
875507,1,1,7,1,6,0,0,0.16666666666666666,7,141,53.0,11.3,5.41,4,3,1,0,0,3.0,4,162,116.0,18.46,6.55
875513,0,1,7,1,6,0,0,0.16666666666666666,7,141,53.0,11.3,5.41,3,2,1,0,0,2.0,3,127,0.0,21.87,6.6
875513,1,1,3,2,1,0,0,2.0,3,127,0.0,21.87,6.6,7,1,6,0,0,0.16666666666666666,7,141,53.0,11.3,5.41
875521,0,1,8,1,5,0,2,0.2,6,166,128.0,18.52,6.87,4,3,1,0,0,3.0,4,162,116.0,18.46,6.55
875521,1,1,4,3,1,0,0,3.0,4,162,116.0,18.46,6.55,8,1,5,0,2,0.2,6,166,128.0,18.52,6.87
875549,0,1,4,3,1,0,0,3.0,4,162,116.0,18.46,6.55,8,4,2,0,2,2.0,6,173,159.0,25.76,9.14
875549,1,1,8,4,2,0,2,2.0,6,173,159.0,25.76,9.14,4,3,1,0,0,3.0,4,162,116.0,18.46,6.55
875553,0,1,8,1,5,0,2,0.2,6,166,128.0,18.52,6.87,8,6,2,0,0,3.0,8,191,130.0,25.41,7.54
875553,1,1,8,6,2,0,0,3.0,8,191,130.0,25.41,7.54,8,1,5,0,2,0.2,6,166,128.0,18.52,6.87
883343,0,1,8,6,2,0,0,3.0,8,191,130.0,25.41,7.54,7,1,6,0,0,0.16666666666666666,7,141,53.0,11.3,5.41
883343,1,1,7,1,6,0,0,0.16666666666666666,7,141,53.0,11.3,5.41,8,6,2,0,0,3.0,8,191,130.0,25.41,7.54
883345,0,1,8,6,2,0,0,3.0,8,191,130.0,25.41,7.54,7,1,6,0,0,0.16666666666666666,7,141,53.0,11.3,5.41
883345,1,1,7,1,6,0,0,0.16666666666666666,7,141,53.0,11.3,5.41,8,6,2,0,0,3.0,8,191,130.0,25.41,7.54
884347,0,1,11,7,4,0,0,1.75,11,229,0.0,35.09,8.75,10,4,6,0,0,0.6666666666666666,10,205,151.0,25.25,8.57
884347,1,1,10,4,6,0,0,0.6666666666666666,10,205,151.0,25.25,8.57,11,7,4,0,0,1.75,11,229,0.0,35.09,8.75
884349,0,1,11,7,4,0,0,1.75,11,229,0.0,35.09,8.75,10,4,6,0,0,0.6666666666666666,10,205,151.0,25.25,8.57
884349,1,1,10,4,6,0,0,0.6666666666666666,10,205,151.0,25.25,8.57,11,7,4,0,0,1.75,11,229,0.0,35.09,8.75
884351,0,1,11,7,4,0,0,1.75,11,229,0.0,35.09,8.75,10,4,6,0,0,0.6666666666666666,10,205,151.0,25.25,8.57
884351,1,1,10,4,6,0,0,0.6666666666666666,10,205,151.0,25.25,8.57,11,7,4,0,0,1.75,11,229,0.0,35.09,8.75
885969,0,1,5,1,4,0,0,0.25,5,175,0.0,23.67,7.34,2,1,1,0,0,1.0,2,178,0.0,22.35,7.82
885969,1,1,2,1,1,0,0,1.0,2,178,0.0,22.35,7.82,5,1,4,0,0,0.25,5,175,0.0,23.67,7.34
885971,0,1,5,1,4,0,0,0.25,5,175,0.0,23.67,7.34,2,1,1,0,0,1.0,2,178,0.0,22.35,7.82
885971,1,1,2,1,1,0,0,1.0,2,178,0.0,22.35,7.82,5,1,4,0,0,0.25,5,175,0.0,23.67,7.34
889463,0,1,8,1,5,0,2,0.2,6,166,128.0,18.52,6.87,8,4,2,0,2,2.0,6,173,159.0,25.76,9.14
889463,1,1,8,4,2,0,2,2.0,6,173,159.0,25.76,9.14,8,1,5,0,2,0.2,6,166,128.0,18.52,6.87
894293,0,1,5,1,4,0,0,0.25,5,175,0.0,23.67,7.34,4,2,2,0,0,1.0,4,198,135.0,22.03,8.65
894293,1,1,4,2,2,0,0,1.0,4,198,135.0,22.03,8.65,5,1,4,0,0,0.25,5,175,0.0,23.67,7.34
895817,0,1,10,4,6,0,0,0.6666666666666666,10,205,151.0,25.25,8.57,18,13,5,0,0,2.6,18,200,79.0,29.17,7.88
895817,1,1,18,13,5,0,0,2.6,18,200,79.0,29.17,7.88,10,4,6,0,0,0.6666666666666666,10,205,151.0,25.25,8.57
895819,0,1,10,4,6,0,0,0.6666666666666666,10,205,151.0,25.25,8.57,18,13,5,0,0,2.6,18,200,79.0,29.17,7.88
895819,1,1,18,13,5,0,0,2.6,18,200,79.0,29.17,7.88,10,4,6,0,0,0.6666666666666666,10,205,151.0,25.25,8.57
895821,0,1,10,4,6,0,0,0.6666666666666666,10,205,151.0,25.25,8.57,18,13,5,0,0,2.6,18,200,79.0,29.17,7.88
895821,1,1,18,13,5,0,0,2.6,18,200,79.0,29.17,7.88,10,4,6,0,0,0.6666666666666666,10,205,151.0,25.25,8.57
903587,0,1,18,13,5,0,0,2.6,18,200,79.0,29.17,7.88,11,7,4,0,0,1.75,11,229,0.0,35.09,8.75
903587,1,1,11,7,4,0,0,1.75,11,229,0.0,35.09,8.75,18,13,5,0,0,2.6,18,200,79.0,29.17,7.88
903589,0,1,18,13,5,0,0,2.6,18,200,79.0,29.17,7.88,11,7,4,0,0,1.75,11,229,0.0,35.09,8.75
903589,1,1,11,7,4,0,0,1.75,11,229,0.0,35.09,8.75,18,13,5,0,0,2.6,18,200,79.0,29.17,7.88
913633,0,1,2,1,1,0,0,1.0,2,144,0.0,31.0,7.44,3,0,3,0,0,0.0,3,178,140.0,15.92,7.43
913633,1,1,3,0,3,0,0,0.0,3,178,140.0,15.92,7.43,2,1,1,0,0,1.0,2,144,0.0,31.0,7.44
914217,0,1,10,8,2,0,0,4.0,10,196,155.0,28.51,8.5,15,4,11,0,0,0.36363636363636365,15,215,82.0,18.31,7.09
914217,1,1,15,4,11,0,0,0.36363636363636365,15,215,82.0,18.31,7.09,10,8,2,0,0,4.0,10,196,155.0,28.51,8.5
914219,0,1,10,8,2,0,0,4.0,10,196,155.0,28.51,8.5,15,4,11,0,0,0.36363636363636365,15,215,82.0,18.31,7.09
914219,1,1,15,4,11,0,0,0.36363636363636365,15,215,82.0,18.31,7.09,10,8,2,0,0,4.0,10,196,155.0,28.51,8.5
915783,0,1,15,4,11,0,0,0.36363636363636365,15,215,82.0,18.31,7.09,8,6,2,0,0,3.0,8,196,185.0,26.68,8.07
915783,1,1,8,6,2,0,0,3.0,8,196,185.0,26.68,8.07,15,4,11,0,0,0.36363636363636365,15,215,82.0,18.31,7.09
915785,0,1,15,4,11,0,0,0.36363636363636365,15,215,82.0,18.31,7.09,8,6,2,0,0,3.0,8,196,185.0,26.68,8.07
915785,1,1,8,6,2,0,0,3.0,8,196,185.0,26.68,8.07,15,4,11,0,0,0.36363636363636365,15,215,82.0,18.31,7.09
930577,0,1,12,3,9,0,0,0.3333333333333333,12,175,112.0,19.38,7.13,12,4,7,0,1,0.5714285714285714,11,180,132.0,19.83,7.04
930577,1,1,12,4,7,0,1,0.5714285714285714,11,180,132.0,19.83,7.04,12,3,9,0,0,0.3333333333333333,12,175,112.0,19.38,7.13
931398,0,1,18,8,9,0,1,0.8888888888888888,18,180,70.0,22.28,7.55,15,5,10,0,0,0.5,15,190,127.0,20.15,7.59
931398,1,1,15,5,10,0,0,0.5,15,190,127.0,20.15,7.59,18,8,9,0,1,0.8888888888888888,18,180,70.0,22.28,7.55
936153,0,1,4,2,2,0,0,1.0,4,185,113.0,22.8,8.53,8,5,3,0,0,1.6666666666666667,8,176,131.0,21.43,8.16
936153,1,1,8,5,3,0,0,1.6666666666666667,8,176,131.0,21.43,8.16,4,2,2,0,0,1.0,4,185,113.0,22.8,8.53
936155,0,1,4,2,2,0,0,1.0,4,185,113.0,22.8,8.53,8,5,3,0,0,1.6666666666666667,8,176,131.0,21.43,8.16
936155,1,1,8,5,3,0,0,1.6666666666666667,8,176,131.0,21.43,8.16,4,2,2,0,0,1.0,4,185,113.0,22.8,8.53
936157,0,1,4,2,2,0,0,1.0,4,185,113.0,22.8,8.53,8,5,3,0,0,1.6666666666666667,8,176,131.0,21.43,8.16
936157,1,1,8,5,3,0,0,1.6666666666666667,8,176,131.0,21.43,8.16,4,2,2,0,0,1.0,4,185,113.0,22.8,8.53
951305,0,1,12,3,9,0,0,0.3333333333333333,12,175,112.0,19.38,7.13,15,5,10,0,0,0.5,15,190,127.0,20.15,7.59
951305,1,1,15,5,10,0,0,0.5,15,190,127.0,20.15,7.59,12,3,9,0,0,0.3333333333333333,12,175,112.0,19.38,7.13
951309,0,1,18,8,9,0,1,0.8888888888888888,18,180,70.0,22.28,7.55,5,2,2,0,1,1.0,4,157,103.0,17.18,7.21
951309,1,1,5,2,2,0,1,1.0,4,157,103.0,17.18,7.21,18,8,9,0,1,0.8888888888888888,18,180,70.0,22.28,7.55
951311,0,1,8,3,4,0,1,0.75,7,154,105.0,15.53,7.02,12,4,7,0,1,0.5714285714285714,11,180,132.0,19.83,7.04
951311,1,1,12,4,7,0,1,0.5714285714285714,11,180,132.0,19.83,7.04,8,3,4,0,1,0.75,7,154,105.0,15.53,7.02
951313,0,1,7,3,4,0,0,0.75,7,161,136.0,18.63,7.44,15,5,10,0,0,0.5,15,190,127.0,20.15,7.59
951313,1,1,15,5,10,0,0,0.5,15,190,127.0,20.15,7.59,7,3,4,0,0,0.75,7,161,136.0,18.63,7.44
951323,0,1,12,3,9,0,0,0.3333333333333333,12,175,112.0,19.38,7.13,7,3,4,0,0,0.75,7,161,136.0,18.63,7.44
951323,1,1,7,3,4,0,0,0.75,7,161,136.0,18.63,7.44,12,3,9,0,0,0.3333333333333333,12,175,112.0,19.38,7.13
951325,0,1,8,3,4,0,1,0.75,7,154,105.0,15.53,7.02,5,2,2,0,1,1.0,4,157,103.0,17.18,7.21
951325,1,1,5,2,2,0,1,1.0,4,157,103.0,17.18,7.21,8,3,4,0,1,0.75,7,154,105.0,15.53,7.02
951327,0,1,18,8,9,0,1,0.8888888888888888,18,180,70.0,22.28,7.55,12,4,7,0,1,0.5714285714285714,11,180,132.0,19.83,7.04
951327,1,1,12,4,7,0,1,0.5714285714285714,11,180,132.0,19.83,7.04,18,8,9,0,1,0.8888888888888888,18,180,70.0,22.28,7.55
951329,0,1,18,13,5,0,0,2.6,18,200,79.0,29.17,7.88,10,8,2,0,0,4.0,10,196,155.0,28.51,8.5
951329,1,1,10,8,2,0,0,4.0,10,196,155.0,28.51,8.5,18,13,5,0,0,2.6,18,200,79.0,29.17,7.88
951331,0,1,11,6,4,1,0,1.5,11,230,171.0,24.07,8.45,8,6,2,0,0,3.0,8,196,185.0,26.68,8.07
951331,1,1,8,6,2,0,0,3.0,8,196,185.0,26.68,8.07,11,6,4,1,0,1.5,11,230,171.0,24.07,8.45
951337,0,1,10,4,6,0,0,0.6666666666666666,10,205,151.0,25.25,8.57,10,8,2,0,0,4.0,10,196,155.0,28.51,8.5
951337,1,1,10,8,2,0,0,4.0,10,196,155.0,28.51,8.5,10,4,6,0,0,0.6666666666666666,10,205,151.0,25.25,8.57
951339,0,1,11,6,4,1,0,1.5,11,230,171.0,24.07,8.45,11,7,4,0,0,1.75,11,229,0.0,35.09,8.75
951339,1,1,11,7,4,0,0,1.75,11,229,0.0,35.09,8.75,11,6,4,1,0,1.5,11,230,171.0,24.07,8.45
951345,0,1,15,4,11,0,0,0.36363636363636365,15,215,82.0,18.31,7.09,8,6,2,0,0,3.0,8,196,185.0,26.68,8.07
951345,1,1,8,6,2,0,0,3.0,8,196,185.0,26.68,8.07,15,4,11,0,0,0.36363636363636365,15,215,82.0,18.31,7.09
951347,0,1,10,4,6,0,0,0.6666666666666666,10,205,151.0,25.25,8.57,18,8,9,0,1,0.8888888888888888,18,180,70.0,22.28,7.55
951347,1,1,18,8,9,0,1,0.8888888888888888,18,180,70.0,22.28,7.55,10,4,6,0,0,0.6666666666666666,10,205,151.0,25.25,8.57
951353,0,1,18,13,5,0,0,2.6,18,200,79.0,29.17,7.88,18,8,9,0,1,0.8888888888888888,18,180,70.0,22.28,7.55
951353,1,1,18,8,9,0,1,0.8888888888888888,18,180,70.0,22.28,7.55,18,13,5,0,0,2.6,18,200,79.0,29.17,7.88
951357,0,1,11,7,4,0,0,1.75,11,229,0.0,35.09,8.75,8,6,2,0,0,3.0,8,196,185.0,26.68,8.07
951357,1,1,8,6,2,0,0,3.0,8,196,185.0,26.68,8.07,11,7,4,0,0,1.75,11,229,0.0,35.09,8.75
951359,0,1,18,8,9,0,1,0.8888888888888888,18,180,70.0,22.28,7.55,10,8,2,0,0,4.0,10,196,155.0,28.51,8.5
951359,1,1,10,8,2,0,0,4.0,10,196,155.0,28.51,8.5,18,8,9,0,1,0.8888888888888888,18,180,70.0,22.28,7.55
951361,0,1,11,6,4,1,0,1.5,11,230,171.0,24.07,8.45,15,4,11,0,0,0.36363636363636365,15,215,82.0,18.31,7.09
951361,1,1,15,4,11,0,0,0.36363636363636365,15,215,82.0,18.31,7.09,11,6,4,1,0,1.5,11,230,171.0,24.07,8.45
951363,0,1,18,13,5,0,0,2.6,18,200,79.0,29.17,7.88,10,4,6,0,0,0.6666666666666666,10,205,151.0,25.25,8.57
951363,1,1,10,4,6,0,0,0.6666666666666666,10,205,151.0,25.25,8.57,18,13,5,0,0,2.6,18,200,79.0,29.17,7.88
951367,0,1,11,7,4,0,0,1.75,11,229,0.0,35.09,8.75,15,4,11,0,0,0.36363636363636365,15,215,82.0,18.31,7.09
951367,1,1,15,4,11,0,0,0.36363636363636365,15,215,82.0,18.31,7.09,11,7,4,0,0,1.75,11,229,0.0,35.09,8.75
951369,0,1,11,6,4,1,0,1.5,11,230,171.0,24.07,8.45,10,8,2,0,0,4.0,10,196,155.0,28.51,8.5
951369,1,1,10,8,2,0,0,4.0,10,196,155.0,28.51,8.5,11,6,4,1,0,1.5,11,230,171.0,24.07,8.45
951371,0,1,18,13,5,0,0,2.6,18,200,79.0,29.17,7.88,8,6,2,0,0,3.0,8,196,185.0,26.68,8.07
951371,1,1,8,6,2,0,0,3.0,8,196,185.0,26.68,8.07,18,13,5,0,0,2.6,18,200,79.0,29.17,7.88
951373,0,1,11,6,4,1,0,1.5,11,230,171.0,24.07,8.45,8,6,2,0,0,3.0,8,196,185.0,26.68,8.07
951373,1,1,8,6,2,0,0,3.0,8,196,185.0,26.68,8.07,11,6,4,1,0,1.5,11,230,171.0,24.07,8.45
953103,0,1,12,3,9,0,0,0.3333333333333333,12,175,112.0,19.38,7.13,7,3,4,0,0,0.75,7,161,136.0,18.63,7.44
953103,1,1,7,3,4,0,0,0.75,7,161,136.0,18.63,7.44,12,3,9,0,0,0.3333333333333333,12,175,112.0,19.38,7.13
953105,0,1,12,3,9,0,0,0.3333333333333333,12,175,112.0,19.38,7.13,7,3,4,0,0,0.75,7,161,136.0,18.63,7.44
953105,1,1,7,3,4,0,0,0.75,7,161,136.0,18.63,7.44,12,3,9,0,0,0.3333333333333333,12,175,112.0,19.38,7.13
