Player,Season,Mat,Inns,Batting Runs,SR,Ave,Country,Cum batting Ave,Cum battings Runs Total,Cum Inns Total,Cum SR,player_id
PR Stirling,2021/22,16,16.0,375.0,114.32,25.0,Ireland,31.15,2776.0,101.0,125.58,cf494ffe
PR Stirling,2022,12,12.0,235.0,136.62,19.58,Ireland,29.92,3011.0,113.0,126.23,cf494ffe
PR Stirling,2022/23,10,10.0,264.0,149.15,29.33,Ireland,29.87,3275.0,123.0,127.5,cf494ffe
PR Stirling,2023,7,7.0,133.0,134.34,26.6,Ireland,29.7,3408.0,130.0,127.86,cf494ffe
PR Stirling,2023/24,6,6.0,83.0,113.69,13.83,Ireland,29.0,3491.0,136.0,127.15,cf494ffe
PR Stirling,2024,8,8.0,110.0,118.27,13.75,Ireland,28.15,3601.0,144.0,126.73,cf494ffe
PR Stirling,2024/25,2,2.0,54.0,154.28,27.0,Ireland,28.14,3655.0,146.0,127.98,cf494ffe
PR Surve,2022/23,7,7.0,165.0,97.63,23.57,Indonesia,23.57,165.0,7.0,97.63,206efeb1
PR Surve,2023/24,10,9.0,253.0,139.01,36.14,Indonesia,30.64,418.0,16.0,118.32,206efeb1
PR Surve,2024,10,10.0,245.0,100.82,61.25,Indonesia,42.41,663.0,26.0,112.49,206efeb1
PRP Boissevain,2019,4,2.0,7.0,100.0,7.0,Netherlands,7.0,7.0,2.0,100.0,a300e810
PRP Boissevain,2021,3,1.0,7.0,58.33,7.0,Netherlands,7.0,14.0,3.0,79.16,a300e810
PS Airee,2015,7,7.0,59.0,111.32,8.42,Nepal,8.42,59.0,7.0,111.32,cc18ba92
PS Airee,2018/19,2,2.0,8.0,88.88,4.0,Nepal,7.44,67.0,9.0,100.1,cc18ba92
PS Airee,2019,2,2.0,20.0,64.51,10.0,Nepal,7.9,87.0,11.0,88.24,cc18ba92
PS Airee,2021/22,1,1.0,4.0,28.57,4.0,Nepal,7.58,91.0,12.0,73.32,cc18ba92
PS Athavale,2023/24,7,7.0,150.0,115.38,25.0,Oman,25.0,150.0,7.0,115.38,c2f12310
PS Athavale,2024,14,10.0,214.0,135.44,21.4,Oman,22.88,364.0,17.0,125.41,c2f12310
PS Roberts,2024,4,4.0,59.0,105.35,29.5,Croatia,29.5,59.0,4.0,105.35,fd43bb69
PSP Handscomb,2018/19,2,2.0,33.0,100.0,33.0,Australia,33.0,33.0,2.0,100.0,ada15e88
PV Naringrekar,2024,1,1.0,0.0,0.0,0.0,Costa Rica,0.0,0.0,1.0,0.0,b0ff13d6
PV Vuniwaqa,2022,6,6.0,252.0,164.7,50.4,Fiji,50.4,252.0,6.0,164.7,653a7fa8
PV Vuniwaqa,2022/23,4,4.0,71.0,131.48,17.75,Fiji,37.34,323.0,10.0,148.09,653a7fa8
PV Vuniwaqa,2024,6,6.0,182.0,151.66,30.33,Fiji,34.71,505.0,16.0,149.28,653a7fa8
PVD Chameera,2015/16,13,7.0,16.0,80.0,16.0,Sri Lanka,16.0,16.0,7.0,80.0,327b58d3
PVD Chameera,2017/18,6,3.0,15.0,75.0,5.0,Sri Lanka,12.7,31.0,10.0,77.5,327b58d3
PVD Chameera,2020/21,3,1.0,2.0,100.0,2.0,Sri Lanka,11.73,33.0,11.0,85.0,327b58d3
PVD Chameera,2021,9,4.0,5.0,41.66,1.66,Sri Lanka,9.04,38.0,15.0,74.16,327b58d3
PVD Chameera,2021/22,16,8.0,47.0,134.28,11.75,Sri Lanka,9.98,85.0,23.0,86.19,327b58d3
PVD Chameera,2022,3,2.0,1.0,16.66,0.5,Sri Lanka,9.23,86.0,25.0,74.6,327b58d3
PVD Chameera,2022/23,2,2.0,9.0,56.25,9.0,Sri Lanka,9.21,95.0,27.0,71.98,327b58d3
PVD Chameera,2023/24,3,1.0,6.0,300.0,6.0,Sri Lanka,9.09,101.0,28.0,100.48,327b58d3
PW Borren,2008,4,3.0,54.0,98.18,54.0,Netherlands,54.0,54.0,3.0,98.18,91052c96
PW Borren,2009,2,2.0,32.0,110.34,16.0,Netherlands,38.8,86.0,5.0,104.26,91052c96
PW Borren,2009/10,4,3.0,21.0,80.76,7.0,Netherlands,26.88,107.0,8.0,96.43,91052c96
PW Borren,2011/12,4,4.0,38.0,90.47,9.5,Netherlands,21.08,145.0,12.0,94.94,91052c96
PW Borren,2012,2,2.0,28.0,87.5,14.0,Netherlands,20.07,173.0,14.0,93.45,91052c96
PW Borren,2013/14,11,10.0,167.0,135.77,18.55,Netherlands,19.44,340.0,24.0,100.5,91052c96
PW Borren,2015,8,7.0,187.0,146.09,37.4,Netherlands,23.49,527.0,31.0,107.02,91052c96
PW Borren,2015/16,5,4.0,91.0,130.0,22.75,Netherlands,23.41,618.0,35.0,109.89,91052c96
PW Borren,2016/17,3,3.0,20.0,105.26,6.66,Netherlands,22.09,638.0,38.0,109.37,91052c96
PWA Mulder,2021,5,3.0,51.0,115.9,25.5,South Africa,25.5,51.0,3.0,115.9,c96f6ac5
PWA Mulder,2024,4,4.0,46.0,112.19,15.33,South Africa,19.69,97.0,7.0,114.05,c96f6ac5
PWA Mulder,2024/25,2,1.0,8.0,160.0,8.0,South Africa,18.23,105.0,8.0,129.36,c96f6ac5
Paing Danu,2023,4,4.0,8.0,36.36,2.0,Myanmar,2.0,8.0,4.0,36.36,1eb5affb
Paing Danu,2023/24,3,3.0,38.0,69.09,12.66,Myanmar,6.57,46.0,7.0,52.73,1eb5affb
Paing Danu,2024,6,6.0,43.0,53.08,7.16,Myanmar,6.84,89.0,13.0,52.84,1eb5affb
Pargat Singh,2022/23,7,6.0,122.0,110.9,24.4,Canada,24.4,122.0,6.0,110.9,d2e67105
Pargat Singh,2023/24,5,5.0,103.0,106.18,20.6,Canada,22.67,225.0,11.0,108.54,d2e67105
Pargat Singh,2024,7,7.0,87.0,92.55,12.42,Canada,18.69,312.0,18.0,103.21,d2e67105
Parveen Kumar,2024,8,4.0,27.0,84.37,6.75,Canada,6.75,27.0,4.0,84.37,e6b3c3cc
Parveen Kumar,2022,1,0.0,0.0,0.0,0.0,Finland,0.0,0.0,0.0,0.0,babc65d3
Parveen Kumar,2023,3,3.0,14.0,60.86,4.66,Finland,4.66,14.0,3.0,30.43,babc65d3
Parveen Kumar,2024,3,2.0,1.0,8.33,1.0,Finland,3.2,15.0,5.0,23.06,babc65d3
Parvez Hossain Emon,2022,1,1.0,2.0,33.33,2.0,Bangladesh,2.0,2.0,1.0,33.33,489aaf0a
Parvez Hossain Emon,2023,2,2.0,23.0,57.5,11.5,Bangladesh,8.33,25.0,3.0,45.42,489aaf0a
Parvez Hossain Emon,2024/25,3,3.0,24.0,109.09,8.0,Bangladesh,8.17,49.0,6.0,66.64,489aaf0a
Parvez Rasool,2016/17,1,1.0,5.0,83.33,5.0,India,5.0,5.0,1.0,83.33,9170ff49
Parvindar Kumar,2023,4,3.0,45.0,140.62,22.5,Kuwait,22.5,45.0,3.0,140.62,7a27bee5
Parvindar Kumar,2023/24,6,2.0,4.0,50.0,2.0,Kuwait,14.3,49.0,5.0,95.31,7a27bee5
Parvindar Kumar,2024,1,0.0,0.0,0.0,0.0,Kuwait,14.3,49.0,5.0,63.54,7a27bee5
Pavandeep Singh,2019,5,3.0,2.0,40.0,2.0,Malaysia,2.0,2.0,3.0,40.0,78fcc740
Pavandeep Singh,2019/20,14,3.0,3.0,100.0,1.0,Malaysia,1.5,5.0,6.0,70.0,78fcc740
Pavandeep Singh,2021,3,1.0,0.0,0.0,0.0,Malaysia,1.29,5.0,7.0,46.67,78fcc740
Pavandeep Singh,2021/22,4,2.0,5.0,41.66,2.5,Malaysia,1.56,10.0,9.0,45.42,78fcc740
Pavandeep Singh,2022,7,0.0,0.0,0.0,0.0,Malaysia,1.56,10.0,9.0,36.33,78fcc740
Pavandeep Singh,2023,8,1.0,0.0,0.0,0.0,Malaysia,1.4,10.0,10.0,30.28,78fcc740
Pavandeep Singh,2023/24,10,2.0,4.0,28.57,2.0,Malaysia,1.5,14.0,12.0,30.03,78fcc740
Pavandeep Singh,2024,14,2.0,3.0,100.0,1.5,Malaysia,1.5,17.0,14.0,38.78,78fcc740
Phon Bunthean,2023,2,1.0,0.0,0.0,0.0,Cambodia,0.0,0.0,1.0,0.0,8981deb8
Phon Bunthean,2023/24,5,0.0,0.0,0.0,0.0,Cambodia,0.0,0.0,1.0,0.0,8981deb8
Phon Bunthean,2024,1,0.0,0.0,0.0,0.0,Cambodia,0.0,0.0,1.0,0.0,8981deb8
Prashant Shukla,2023,4,2.0,9.0,128.57,4.5,Sweden,4.5,9.0,2.0,128.57,0a15f357
Prashant Shukla,2024,2,0.0,0.0,0.0,0.0,Sweden,4.5,9.0,2.0,64.29,0a15f357
Pratis GC,2023/24,9,5.0,7.0,63.63,3.5,Nepal,3.5,7.0,5.0,63.63,c1077ba3
Pratis GC,2024,1,0.0,0.0,0.0,0.0,Nepal,3.5,7.0,5.0,31.82,c1077ba3
Pyae Phyo Wai,2023,4,4.0,32.0,54.23,8.0,Myanmar,8.0,32.0,4.0,54.23,09e86895
Pyae Phyo Wai,2023/24,3,3.0,27.0,93.1,9.0,Myanmar,8.43,59.0,7.0,73.66,09e86895
Pyae Phyo Wai,2024,6,6.0,98.0,61.63,16.33,Myanmar,12.08,157.0,13.0,69.65,09e86895
Q de Kock,2012/13,3,3.0,30.0,111.11,30.0,South Africa,30.0,30.0,3.0,111.11,372455c4
Q de Kock,2013,3,3.0,40.0,81.63,13.33,South Africa,21.67,70.0,6.0,96.37,372455c4
Q de Kock,2013/14,11,11.0,293.0,122.59,32.55,South Africa,28.71,363.0,17.0,105.11,372455c4
Q de Kock,2014/15,3,3.0,94.0,138.23,31.33,South Africa,29.1,457.0,20.0,113.39,372455c4
Q de Kock,2015,2,2.0,56.0,143.58,28.0,South Africa,29.0,513.0,22.0,119.43,372455c4
Q de Kock,2015/16,7,7.0,229.0,146.79,32.71,South Africa,29.9,742.0,29.0,123.99,372455c4
Q de Kock,2016/17,1,1.0,0.0,0.0,0.0,South Africa,28.9,742.0,30.0,106.28,372455c4
Q de Kock,2017/18,1,1.0,59.0,134.09,59.0,South Africa,29.87,801.0,31.0,109.75,372455c4
Q de Kock,2018,1,1.0,20.0,181.81,20.0,South Africa,29.56,821.0,32.0,117.76,372455c4
Q de Kock,2018/19,4,4.0,66.0,108.19,16.5,South Africa,28.11,887.0,36.0,116.8,372455c4
Q de Kock,2019/20,8,8.0,339.0,166.99,48.42,South Africa,31.8,1226.0,44.0,121.36,372455c4
Q de Kock,2020/21,3,3.0,77.0,145.28,25.66,South Africa,31.41,1303.0,47.0,123.36,372455c4
Q de Kock,2021,10,10.0,455.0,135.82,56.87,South Africa,35.88,1758.0,57.0,124.32,372455c4
Q de Kock,2021/22,4,4.0,69.0,107.81,17.25,South Africa,34.66,1827.0,61.0,123.14,372455c4
Q de Kock,2022,8,7.0,67.0,100.0,9.57,South Africa,32.07,1894.0,68.0,121.59,372455c4
Q de Kock,2022/23,11,11.0,383.0,160.92,42.55,South Africa,33.53,2277.0,79.0,124.05,372455c4
Q de Kock,2024,12,12.0,307.0,146.19,25.58,South Africa,32.48,2584.0,91.0,125.35,372455c4
Qadeer Ahmed,2015/16,8,4.0,7.0,58.33,7.0,United Arab Emirates,7.0,7.0,4.0,58.33,9ac1dc9f
Qadeer Ahmed,2019,2,0.0,0.0,0.0,0.0,United Arab Emirates,7.0,7.0,4.0,29.17,9ac1dc9f
Qais Ahmad,2019/20,1,1.0,0.0,0.0,0.0,Afghanistan,0.0,0.0,1.0,0.0,8d5d991e
Qais Ahmad,2021/22,1,1.0,8.0,88.88,8.0,Afghanistan,4.0,8.0,2.0,44.44,8d5d991e
Qais Ahmad,2023,3,1.0,0.0,0.0,0.0,Afghanistan,2.67,8.0,3.0,29.63,8d5d991e
Qais Ahmad,2023/24,6,2.0,25.0,147.05,12.5,Afghanistan,6.6,33.0,5.0,58.98,8d5d991e
Qalandar Khan,2019,2,2.0,28.0,133.33,14.0,Qatar,14.0,28.0,2.0,133.33,7fa79e6a
Qalandar Khan,2019/20,2,1.0,20.0,90.9,20.0,Qatar,16.0,48.0,3.0,112.12,7fa79e6a
Qamar Mushtaque,2022,5,4.0,28.0,155.55,7.0,Norway,7.0,28.0,4.0,155.55,fc362c5d
Qamar Mushtaque,2023,5,3.0,11.0,137.5,5.5,Norway,6.36,39.0,7.0,146.53,fc362c5d
Qamar Mushtaque,2024,8,3.0,33.0,122.22,11.0,Norway,7.75,72.0,10.0,138.42,fc362c5d
Qasim Akram,2023,3,2.0,21.0,70.0,10.5,Pakistan,10.5,21.0,2.0,70.0,b6359668
Qasim Anwar,2021/22,4,2.0,7.0,140.0,3.5,Cyprus,3.5,7.0,2.0,140.0,3852600a
Qudratullah Mir Afzail,2021,6,5.0,24.0,114.28,8.0,Sweden,8.0,24.0,5.0,114.28,bd021695
R Abdulkareem,2021/22,7,4.0,31.0,96.87,15.5,Nigeria,15.5,31.0,4.0,96.87,b9e07e44
R Abdulkareem,2022/23,7,1.0,0.0,0.0,0.0,Nigeria,12.4,31.0,5.0,48.44,b9e07e44
R Abdulkareem,2023/24,18,13.0,138.0,82.14,13.8,Nigeria,13.41,169.0,18.0,59.67,b9e07e44
R Agamiire,2021/22,2,0.0,0.0,0.0,0.0,Uganda,0.0,0.0,0.0,0.0,43ae7b1c
R Ankad,2019,3,2.0,47.0,100.0,47.0,Mexico,47.0,47.0,2.0,100.0,5995707a
R Ankad,2019/20,5,5.0,21.0,84.0,7.0,Mexico,18.43,68.0,7.0,92.0,5995707a
R Ankad,2024,5,5.0,50.0,68.49,12.5,Mexico,15.96,118.0,12.0,84.16,5995707a
R Ankad,2024/25,2,1.0,3.0,42.85,3.0,Mexico,14.96,121.0,13.0,73.84,5995707a
R Ashwin,2010,2,0.0,0.0,0.0,0.0,India,0.0,0.0,0.0,0.0,495d42a5
R Ashwin,2010/11,1,0.0,0.0,0.0,0.0,India,0.0,0.0,0.0,0.0,495d42a5
R Ashwin,2011,2,1.0,4.0,200.0,4.0,India,4.0,4.0,1.0,66.67,495d42a5
R Ashwin,2011/12,4,2.0,32.0,118.51,16.0,India,12.0,36.0,3.0,79.63,495d42a5
R Ashwin,2012,2,0.0,0.0,0.0,0.0,India,12.0,36.0,3.0,63.7,495d42a5
R Ashwin,2012/13,7,2.0,17.0,113.33,17.0,India,14.0,53.0,5.0,71.97,495d42a5
R Ashwin,2013/14,7,1.0,2.0,66.66,2.0,India,12.0,55.0,6.0,71.21,495d42a5
R Ashwin,2014,1,0.0,0.0,0.0,0.0,India,12.0,55.0,6.0,62.31,495d42a5
R Ashwin,2015/16,17,4.0,57.0,93.44,28.5,India,18.6,112.0,10.0,65.77,495d42a5
R Ashwin,2016,2,0.0,0.0,0.0,0.0,India,18.6,112.0,10.0,59.19,495d42a5
R Ashwin,2017,1,1.0,11.0,157.14,11.0,India,17.91,123.0,11.0,68.1,495d42a5
R Ashwin,2021/22,5,0.0,0.0,0.0,0.0,India,17.91,123.0,11.0,62.42,495d42a5
R Ashwin,2022,5,3.0,38.0,165.21,38.0,India,22.21,161.0,14.0,70.33,495d42a5
R Ashwin,2022/23,9,5.0,23.0,104.54,11.5,India,19.39,184.0,19.0,72.77,495d42a5
R Athapaththu,2023,4,3.0,17.0,106.25,5.67,Romania,5.67,17.0,3.0,106.25,3465e307
R Athapaththu,2024,3,2.0,30.0,200.0,15.0,Romania,9.4,47.0,5.0,153.13,3465e307
R Baaleri,2021/22,2,1.0,1.0,12.5,1.0,Ghana,1.0,1.0,1.0,12.5,26c9b5be
R Baaleri,2022,2,2.0,3.0,37.5,1.5,Ghana,1.33,4.0,3.0,25.0,26c9b5be
R Baaleri,2022/23,7,4.0,66.0,70.21,33.0,Ghana,19.43,70.0,7.0,40.07,26c9b5be
R Baaleri,2023/24,7,7.0,124.0,83.78,20.66,Ghana,20.04,194.0,14.0,51.0,26c9b5be
R Baaleri,2024,5,5.0,78.0,86.66,26.0,Ghana,21.61,272.0,19.0,58.13,26c9b5be
R Bakum,2019,4,4.0,45.0,100.0,11.25,Ghana,11.25,45.0,4.0,100.0,c74c583b
R Bakum,2021,5,5.0,69.0,115.0,13.8,Ghana,12.67,114.0,9.0,107.5,c74c583b
R Bakum,2021/22,6,5.0,131.0,161.72,32.75,Ghana,19.84,245.0,14.0,125.57,c74c583b
R Bakum,2022,3,3.0,85.0,202.38,28.33,Ghana,21.34,330.0,17.0,144.78,c74c583b
R Bakum,2022/23,7,7.0,151.0,142.45,30.2,Ghana,23.92,481.0,24.0,144.31,c74c583b
R Bakum,2023/24,17,17.0,225.0,81.81,14.06,Ghana,19.83,706.0,41.0,133.89,c74c583b
R Brar,2021/22,1,1.0,0.0,0.0,0.0,Cyprus,0.0,0.0,1.0,0.0,45d0af7e
R Brar,2024,4,2.0,3.0,60.0,3.0,Cyprus,2.0,3.0,3.0,30.0,45d0af7e
R Chopra,2023/24,3,2.0,16.0,53.33,8.0,United Arab Emirates,8.0,16.0,2.0,53.33,a71d0f89
R Chopra,2024,3,2.0,55.0,114.58,27.5,United Arab Emirates,17.75,71.0,4.0,83.96,a71d0f89
R Coker,2022/23,7,6.0,33.0,52.38,6.6,Sierra Leone,6.6,33.0,6.0,52.38,3239c8a9
R Coker,2023/24,16,10.0,44.0,48.35,5.5,Sierra Leone,5.91,77.0,16.0,50.37,3239c8a9
R Cunningham,2021,2,1.0,3.0,75.0,3.0,Gibraltar,3.0,3.0,1.0,75.0,6779e840
R Cunningham,2021/22,2,0.0,0.0,0.0,0.0,Gibraltar,3.0,3.0,1.0,37.5,6779e840
R Cunningham,2022,3,2.0,7.0,77.77,3.5,Gibraltar,3.33,10.0,3.0,50.92,6779e840
R Davson,2021/22,3,3.0,14.0,50.0,4.66,Bahamas,4.66,14.0,3.0,50.0,7804d401
R Davson,2022,3,2.0,3.0,75.0,3.0,Bahamas,4.0,17.0,5.0,62.5,7804d401
R Dhawan,2016,1,1.0,1.0,50.0,1.0,India,1.0,1.0,1.0,50.0,26a85969
R Dhiman,2022,4,3.0,17.0,100.0,8.5,Bulgaria,8.5,17.0,3.0,100.0,0d4d3cb1
R Dianish,2024,5,5.0,92.0,92.92,18.4,Malta,18.4,92.0,5.0,92.92,17e2a2d6
R Drake,2022/23,1,1.0,1.0,100.0,1.0,Japan,1.0,1.0,1.0,100.0,57b3c398
R Drake,2023,6,3.0,4.0,50.0,4.0,Japan,3.25,5.0,4.0,75.0,57b3c398
R Drake,2023/24,7,4.0,23.0,95.83,5.75,Japan,4.5,28.0,8.0,81.94,57b3c398
R Dravid,2011,1,1.0,31.0,147.61,31.0,India,31.0,31.0,1.0,147.61,0184dc35
R Escobar,2019/20,5,4.0,68.0,89.47,22.66,Argentina,22.66,68.0,4.0,89.47,9fa5496f
R Escobar,2021/22,6,5.0,128.0,96.96,42.66,Argentina,33.77,196.0,9.0,93.22,9fa5496f
R Escobar,2022/23,6,6.0,54.0,66.66,10.8,Argentina,24.58,250.0,15.0,84.36,9fa5496f
R Flannigan,2011/12,3,3.0,38.0,118.75,19.0,Scotland,19.0,38.0,3.0,118.75,c13b2833
R Flannigan,2012,1,1.0,0.0,0.0,0.0,Scotland,14.25,38.0,4.0,59.38,c13b2833
R Frylinck,2017/18,2,0.0,0.0,0.0,0.0,South Africa,0.0,0.0,0.0,0.0,8b248d88
R Frylinck,2018/19,1,0.0,0.0,0.0,0.0,South Africa,0.0,0.0,0.0,0.0,8b248d88
R Gaznavi,2019/20,5,3.0,12.0,100.0,4.0,Singapore,4.0,12.0,3.0,100.0,0079f139
R Gaznavi,2022,11,11.0,121.0,80.13,12.1,Singapore,10.36,133.0,14.0,90.07,0079f139
R Gaznavi,2023,5,5.0,50.0,86.2,12.5,Singapore,10.93,183.0,19.0,88.78,0079f139
R Gaznavi,2023/24,3,3.0,16.0,59.25,5.33,Singapore,10.16,199.0,22.0,81.4,0079f139
R Goodwin,2018/19,4,4.0,26.0,72.22,8.66,Philippines,8.66,26.0,4.0,72.22,f8648b9b
R Goodwin,2021/22,5,5.0,2.0,10.52,0.5,Philippines,4.13,28.0,9.0,41.37,f8648b9b
R Gowthaman,2021,5,5.0,78.0,82.1,15.6,Sweden,15.6,78.0,5.0,82.1,bfd93f9b
R Gunasekera,2011/12,4,4.0,66.0,86.84,16.5,Canada,16.5,66.0,4.0,86.84,9b6ad88a
R Gunasekera,2012/13,2,2.0,56.0,105.66,28.0,Canada,20.33,122.0,6.0,96.25,9b6ad88a
R Gunasekera,2013/14,2,2.0,80.0,135.59,40.0,Canada,25.25,202.0,8.0,109.36,9b6ad88a
R Hekure,2019/20,8,4.0,6.0,50.0,2.0,Papua New Guinea,2.0,6.0,4.0,50.0,c70448aa
R Hekure,2021/22,4,3.0,15.0,71.42,5.0,Papua New Guinea,3.29,21.0,7.0,60.71,c70448aa
R Hekure,2022,7,6.0,52.0,100.0,10.4,Papua New Guinea,6.57,73.0,13.0,73.81,c70448aa
R Hekure,2023,5,2.0,4.0,28.57,2.0,Papua New Guinea,5.96,77.0,15.0,62.5,c70448aa
R Heyns,2020,2,1.0,20.0,125.0,20.0,Luxembourg,20.0,20.0,1.0,125.0,8708c072
R Kalimuthu,2023/24,8,5.0,26.0,118.18,26.0,Singapore,26.0,26.0,5.0,118.18,5892ac75
R Kalimuthu,2024,6,1.0,1.0,100.0,1.0,Singapore,21.83,27.0,6.0,109.09,5892ac75
R Klein,2022,2,1.0,11.0,183.33,11.0,Netherlands,11.0,11.0,1.0,183.33,ff1ec94d
R Klein,2024,4,4.0,69.0,116.94,23.0,Netherlands,20.6,80.0,5.0,150.14,ff1ec94d
R Kumar,2019,4,3.0,37.0,137.03,18.5,Romania,18.5,37.0,3.0,137.03,2df874e6
R Kumar,2022,6,2.0,13.0,216.66,13.0,Romania,16.3,50.0,5.0,176.85,2df874e6
R Kumar,2023,4,3.0,29.0,131.81,9.66,Romania,13.81,79.0,8.0,161.83,2df874e6
R Kumar,2024,1,0.0,0.0,0.0,0.0,Romania,13.81,79.0,8.0,121.38,2df874e6
R Lutaaya,2022/23,7,6.0,124.0,137.77,20.66,Uganda,20.66,124.0,6.0,137.77,04e0cdec
R Lutaaya,2023,11,10.0,195.0,123.41,19.5,Uganda,19.94,319.0,16.0,130.59,04e0cdec
R Lutaaya,2023/24,2,2.0,4.0,57.14,2.0,Uganda,17.94,323.0,18.0,106.11,04e0cdec
R Mahajan,2018/19,3,1.0,1.0,100.0,1.0,Philippines,1.0,1.0,1.0,100.0,ea0e8ea2
R Mangal,2022,5,2.0,3.0,50.0,1.5,France,1.5,3.0,2.0,50.0,5360c9be
R Mangal,2023,7,3.0,2.0,40.0,1.0,France,1.2,5.0,5.0,45.0,5360c9be
R Mangal,2024,1,0.0,0.0,0.0,0.0,France,1.2,5.0,5.0,30.0,5360c9be
R Mazumder,2021/22,6,6.0,127.0,128.28,25.4,Cyprus,25.4,127.0,6.0,128.28,b23d3ec5
R Mazumder,2022,5,5.0,80.0,121.21,20.0,Cyprus,22.95,207.0,11.0,124.75,b23d3ec5
R Mazumder,2024,7,6.0,68.0,97.14,11.33,Cyprus,18.85,275.0,17.0,115.54,b23d3ec5
R Mbaiwa,2022/23,1,1.0,2.0,33.33,2.0,Botswana,2.0,2.0,1.0,33.33,5f789ff9
R Mbaiwa,2023,2,1.0,3.0,37.5,3.0,Botswana,2.5,5.0,2.0,35.42,5f789ff9
R McLaren,2009/10,2,1.0,1.0,100.0,1.0,South Africa,1.0,1.0,1.0,100.0,c654af19
R McLaren,2010,2,2.0,7.0,87.5,3.5,South Africa,2.67,8.0,3.0,93.75,c654af19
R McLaren,2010/11,1,0.0,0.0,0.0,0.0,South Africa,2.67,8.0,3.0,62.5,c654af19
R McLaren,2012/13,3,0.0,0.0,0.0,0.0,South Africa,2.67,8.0,3.0,46.88,c654af19
R McLaren,2013/14,2,0.0,0.0,0.0,0.0,South Africa,2.67,8.0,3.0,37.5,c654af19
R McLaren,2014/15,2,1.0,1.0,25.0,1.0,South Africa,2.25,9.0,4.0,35.42,c654af19
R Mondol,2023,3,1.0,0.0,0.0,0.0,Bangladesh,0.0,0.0,1.0,0.0,492ff0c2
R Mutumbami,2015,1,1.0,4.0,57.14,4.0,Zimbabwe,4.0,4.0,1.0,57.14,5fef85ee
R Mutumbami,2015/16,12,12.0,169.0,107.64,15.36,Zimbabwe,14.49,173.0,13.0,82.39,5fef85ee
R Mutumbami,2016,1,1.0,0.0,0.0,0.0,Zimbabwe,13.45,173.0,14.0,54.93,5fef85ee
R Mutumbami,2019,4,2.0,59.0,168.57,29.5,Zimbabwe,15.46,232.0,16.0,83.34,5fef85ee
R Mutumbami,2019/20,6,5.0,83.0,131.74,20.75,Zimbabwe,16.72,315.0,21.0,93.02,5fef85ee
R Mutumbami,2020/21,3,3.0,36.0,112.5,12.0,Zimbabwe,16.13,351.0,24.0,96.27,5fef85ee
R Mutumbami,2022,2,2.0,28.0,112.0,14.0,Zimbabwe,15.96,379.0,26.0,98.51,5fef85ee
R Nath,2022,4,4.0,40.0,51.28,10.0,Turkey,10.0,40.0,4.0,51.28,126f1e28
R Nath,2023,4,3.0,78.0,156.0,39.0,Turkey,22.43,118.0,7.0,103.64,126f1e28
R Nath,2024,4,4.0,40.0,81.63,10.0,Turkey,17.91,158.0,11.0,96.3,126f1e28
R Nehonde,2019,7,7.0,61.0,77.21,10.16,Botswana,10.16,61.0,7.0,77.21,4393e047
R Nehonde,2021/22,4,4.0,136.0,105.42,34.0,Botswana,18.83,197.0,11.0,91.32,4393e047
R Nehonde,2022,4,4.0,104.0,104.0,26.0,Botswana,20.74,301.0,15.0,95.54,4393e047
R Nehonde,2022/23,7,7.0,171.0,95.0,42.75,Botswana,27.74,472.0,22.0,95.41,4393e047
R Nehonde,2023,12,9.0,142.0,99.3,17.75,Botswana,24.84,614.0,31.0,96.19,4393e047
R Nehonde,2023/24,5,5.0,87.0,86.13,17.4,Botswana,23.81,701.0,36.0,94.51,4393e047
R Ngarava,2019/20,1,0.0,0.0,0.0,0.0,Zimbabwe,0.0,0.0,0.0,0.0,6e3f5a5c
R Ngarava,2020/21,5,1.0,0.0,0.0,0.0,Zimbabwe,0.0,0.0,1.0,0.0,6e3f5a5c
R Ngarava,2021,12,5.0,13.0,108.33,6.5,Zimbabwe,5.42,13.0,6.0,36.11,6e3f5a5c
R Ngarava,2022,5,2.0,1.0,100.0,0.5,Zimbabwe,4.19,14.0,8.0,52.08,6e3f5a5c
R Ngarava,2022/23,11,6.0,21.0,105.0,4.2,Zimbabwe,4.19,35.0,14.0,62.67,6e3f5a5c
R Ngarava,2023/24,15,5.0,14.0,127.27,3.5,Zimbabwe,4.01,49.0,19.0,73.43,6e3f5a5c
R Ngarava,2024,6,3.0,2.0,50.0,1.0,Zimbabwe,3.6,51.0,22.0,70.09,6e3f5a5c
R Ngarava,2024/25,5,1.0,8.0,160.0,8.0,Zimbabwe,3.79,59.0,23.0,81.32,6e3f5a5c
R Nil,2021/22,4,2.0,33.0,122.22,16.5,Seychelles,16.5,33.0,2.0,122.22,b0f9dac4
R Obuya,2023,8,8.0,102.0,112.08,12.75,Uganda,12.75,102.0,8.0,112.08,6bc04a3e
R Obuya,2023/24,9,7.0,164.0,138.98,32.8,Uganda,22.11,266.0,15.0,125.53,6bc04a3e
R Obuya,2024,4,4.0,21.0,58.33,5.25,Uganda,18.56,287.0,19.0,103.13,6bc04a3e
R Obuya,2024/25,2,2.0,48.0,85.71,48.0,Uganda,21.36,335.0,21.0,98.78,6bc04a3e
R Olipa,2019,2,1.0,3.0,75.0,3.0,Uganda,3.0,3.0,1.0,75.0,327fcb33
R Panchal,2019,5,4.0,143.0,124.34,47.66,Spain,47.66,143.0,4.0,124.34,91cd337c
