Player,Season,Mat,Inns,Batting Runs,SR,Ave,Country,Cum batting Ave,Cum battings Runs Total,Cum Inns Total,Cum SR,player_id
D Heyliger,2021/22,11,5.0,81.0,144.64,40.5,Canada,24.71,139.0,12.0,142.64,f8c72766
D Heyliger,2022/23,6,3.0,43.0,215.0,14.33,Canada,22.63,182.0,15.0,160.73,f8c72766
D Heyliger,2023/24,4,4.0,87.0,255.88,87.0,Canada,36.18,269.0,19.0,179.76,f8c72766
D Heyliger,2024,13,11.0,89.0,145.9,12.71,Canada,27.58,358.0,30.0,174.12,f8c72766
D Jakiel,2022,3,2.0,17.0,106.25,17.0,Malawi,17.0,17.0,2.0,106.25,8b7ce771
D Jakiel,2022/23,7,4.0,40.0,166.66,40.0,Malawi,32.33,57.0,6.0,136.45,8b7ce771
D Jakiel,2023,3,2.0,10.0,66.66,10.0,Malawi,26.75,67.0,8.0,113.19,8b7ce771
D Jakiel,2023/24,5,4.0,23.0,109.52,11.5,Malawi,21.67,90.0,12.0,112.27,8b7ce771
D Jakiel,2024,10,3.0,41.0,95.34,20.5,Malawi,21.43,131.0,15.0,108.89,8b7ce771
D Jakiel,2024/25,5,5.0,33.0,71.73,11.0,Malawi,18.83,164.0,20.0,102.69,8b7ce771
D Jakiel,2019/20,2,0.0,0.0,0.0,0.0,Zimbabwe,0.0,0.0,0.0,0.0,8b7ce771
D Jamyansuren,2023,2,2.0,25.0,40.32,12.5,Mongolia,12.5,25.0,2.0,40.32,6ad7d184
D Jamyansuren,2024,3,3.0,3.0,7.31,1.0,Mongolia,5.6,28.0,5.0,23.82,6ad7d184
D Jansen,2021/22,1,0.0,0.0,0.0,0.0,Isle of Man,0.0,0.0,0.0,0.0,c90346a0
D Jansen,2022,5,3.0,35.0,97.22,11.66,Isle of Man,11.66,35.0,3.0,48.61,c90346a0
D Jansen,2022/23,5,4.0,77.0,93.9,19.25,Isle of Man,16.0,112.0,7.0,63.71,c90346a0
D Jansen,2023,1,1.0,5.0,55.55,5.0,Isle of Man,14.62,117.0,8.0,61.67,c90346a0
D Johnson,2022,3,2.0,48.0,208.69,48.0,Cayman Islands,48.0,48.0,2.0,208.69,d406e303
D Johnson,2022/23,3,3.0,11.0,68.75,5.5,Cayman Islands,22.5,59.0,5.0,138.72,d406e303
D Kalvin,2021/22,6,5.0,55.0,67.9,18.33,Seychelles,18.33,55.0,5.0,67.9,895ae8b6
D Kalvin,2022/23,5,4.0,23.0,60.52,7.66,Seychelles,13.59,78.0,9.0,64.21,895ae8b6
D Kansonkho,2019/20,7,4.0,38.0,80.85,9.5,Malawi,9.5,38.0,4.0,80.85,45ca12a7
D Kansonkho,2021/22,6,6.0,150.0,85.22,25.0,Malawi,18.8,188.0,10.0,83.04,45ca12a7
D Kansonkho,2022,3,3.0,44.0,86.27,14.66,Malawi,17.84,232.0,13.0,84.11,45ca12a7
D Kansonkho,2022/23,7,6.0,75.0,98.68,18.75,Malawi,18.13,307.0,19.0,87.76,45ca12a7
D Kansonkho,2023,3,3.0,40.0,86.95,13.33,Malawi,17.48,347.0,22.0,87.59,45ca12a7
D Kansonkho,2023/24,5,5.0,112.0,88.18,22.4,Malawi,18.39,459.0,27.0,87.69,45ca12a7
D Kansonkho,2024,10,10.0,185.0,102.77,23.12,Malawi,19.67,644.0,37.0,89.85,45ca12a7
D Kansonkho,2024/25,5,5.0,56.0,119.14,11.2,Malawi,18.66,700.0,42.0,93.51,45ca12a7
D Kegasitswe,2019,4,2.0,5.0,45.45,2.5,Botswana,2.5,5.0,2.0,45.45,3676b91f
D Klein,2019/20,2,2.0,48.0,218.18,24.0,Germany,24.0,48.0,2.0,218.18,aeab0d4f
D Klein,2021/22,11,10.0,59.0,103.5,8.42,Germany,11.02,107.0,12.0,160.84,aeab0d4f
D Klein,2022/23,4,2.0,8.0,114.28,4.0,Germany,10.01,115.0,14.0,145.32,aeab0d4f
D Klein,2023,6,3.0,8.0,72.72,2.66,Germany,8.72,123.0,17.0,127.17,aeab0d4f
D Long Martinez,2024,2,2.0,83.0,148.21,41.5,Spain,41.5,83.0,2.0,148.21,c44ddfb9
D Madushanka,2022,6,1.0,1.0,50.0,1.0,Sri Lanka,1.0,1.0,1.0,50.0,de7d833e
D Madushanka,2022/23,5,3.0,1.0,25.0,0.33,Sri Lanka,0.5,2.0,4.0,37.5,de7d833e
D Madushanka,2023/24,3,0.0,0.0,0.0,0.0,Sri Lanka,0.5,2.0,4.0,25.0,de7d833e
D Madushanka,2024,1,1.0,0.0,0.0,0.0,Sri Lanka,0.4,2.0,5.0,18.75,de7d833e
D Maisuria,2019,6,3.0,6.0,54.54,6.0,Botswana,6.0,6.0,3.0,54.54,a96b36af
D Maisuria,2021/22,4,0.0,0.0,0.0,0.0,Botswana,6.0,6.0,3.0,27.27,a96b36af
D Maisuria,2022,4,0.0,0.0,0.0,0.0,Botswana,6.0,6.0,3.0,18.18,a96b36af
D Maisuria,2022/23,7,1.0,0.0,0.0,0.0,Botswana,4.5,6.0,4.0,13.64,a96b36af
D Maisuria,2023,12,7.0,47.0,77.04,7.83,Botswana,6.62,53.0,11.0,26.32,a96b36af
D Maisuria,2023/24,4,4.0,27.0,90.0,6.75,Botswana,6.65,80.0,15.0,36.93,a96b36af
D Marks,2019,2,2.0,11.0,91.66,5.5,Malta,5.5,11.0,2.0,91.66,0813a8b1
D Marks,2023,4,2.0,11.0,68.75,11.0,Malta,8.25,22.0,4.0,80.21,0813a8b1
D Marsic,2022,5,4.0,41.0,55.4,10.25,Croatia,10.25,41.0,4.0,55.4,16fa34cf
D Marsic,2024,4,4.0,64.0,71.11,16.0,Croatia,13.13,105.0,8.0,63.26,16fa34cf
D Mauro,2022/23,4,3.0,17.0,70.83,5.67,Argentina,5.67,17.0,3.0,70.83,5f0f398d
D Mogan,2019/20,2,0.0,0.0,0.0,0.0,Malaysia,0.0,0.0,0.0,0.0,adc96559
D Mogan,2021,1,1.0,2.0,25.0,2.0,Malaysia,2.0,2.0,1.0,12.5,adc96559
D Mongia,2006/07,1,1.0,38.0,84.44,38.0,India,38.0,38.0,1.0,84.44,99663fa5
D Muhumuza,2019,4,4.0,41.0,113.88,10.25,Uganda,10.25,41.0,4.0,113.88,7636b587
D Muhumuza,2019/20,3,3.0,73.0,125.86,36.5,Uganda,21.5,114.0,7.0,119.87,7636b587
D Muhumuza,2021,7,3.0,9.0,50.0,4.5,Uganda,16.4,123.0,10.0,96.58,7636b587
D Muhumuza,2021/22,12,7.0,124.0,112.72,41.33,Uganda,26.67,247.0,17.0,100.62,7636b587
D Muhumuza,2022,6,5.0,77.0,90.58,25.66,Uganda,26.44,324.0,22.0,98.61,7636b587
D Mullen,2023,5,2.0,12.0,92.3,12.0,Guernsey,12.0,12.0,2.0,92.3,61da7440
D Mullen,2024,5,1.0,1.0,100.0,1.0,Guernsey,8.33,13.0,3.0,96.15,61da7440
D Murphy,2012/13,2,2.0,10.0,100.0,5.0,Scotland,5.0,10.0,2.0,100.0,a5544576
D Murphy,2013/14,2,2.0,25.0,100.0,25.0,Scotland,15.0,35.0,4.0,100.0,a5544576
D Mutu,2022,1,1.0,0.0,0.0,0.0,Turkey,0.0,0.0,1.0,0.0,fdd87c7c
D Myers,2021,8,8.0,139.0,119.82,17.37,Zimbabwe,17.37,139.0,8.0,119.82,d96165b5
D Myers,2024,5,5.0,134.0,114.52,33.5,Zimbabwe,23.57,273.0,13.0,117.17,d96165b5
D Myers,2024/25,5,5.0,135.0,201.49,33.75,Zimbabwe,26.4,408.0,18.0,145.28,d96165b5
D Nath,2021/22,4,3.0,15.0,136.36,7.5,Nepal,7.5,15.0,3.0,136.36,d019608b
D Ndikubwimana,2021,2,2.0,15.0,36.58,7.5,Rwanda,7.5,15.0,2.0,36.58,3cbedf51
D Ndikubwimana,2021/22,3,3.0,28.0,96.55,14.0,Rwanda,11.4,43.0,5.0,66.57,3cbedf51
D Ndikubwimana,2022/23,17,14.0,95.0,60.5,8.63,Rwanda,9.36,138.0,19.0,64.54,3cbedf51
D Ndikubwimana,2023,15,15.0,296.0,96.41,19.73,Rwanda,13.93,434.0,34.0,72.51,3cbedf51
D Ndikubwimana,2023/24,21,18.0,180.0,58.06,10.0,Rwanda,12.57,614.0,52.0,69.62,3cbedf51
D Ndikubwimana,2024,6,6.0,176.0,101.73,35.2,Rwanda,14.91,790.0,58.0,74.97,3cbedf51
D Ndikubwimana,2024/25,9,9.0,177.0,78.31,22.12,Rwanda,15.88,967.0,67.0,75.45,3cbedf51
D Nikolov,2019/20,3,2.0,18.0,54.54,9.0,Bulgaria,9.0,18.0,2.0,54.54,9c3a8776
D Nikolov,2020/21,4,2.0,4.0,28.57,4.0,Bulgaria,6.5,22.0,4.0,41.56,9c3a8776
D Nikolov,2021,8,6.0,21.0,61.76,4.2,Bulgaria,5.12,43.0,10.0,48.29,9c3a8776
D Nikolov,2022,5,3.0,7.0,70.0,2.33,Bulgaria,4.48,50.0,13.0,53.72,9c3a8776
D Nikolov,2023,4,1.0,11.0,110.0,11.0,Bulgaria,4.94,61.0,14.0,64.97,9c3a8776
D Nikolov,2024,6,6.0,55.0,103.77,9.16,Bulgaria,6.21,116.0,20.0,71.44,9c3a8776
D Padikkal,2021,2,2.0,38.0,100.0,19.0,India,19.0,38.0,2.0,100.0,2c25d4f5
D Parashar,2023/24,2,2.0,0.0,0.0,0.0,United Arab Emirates,0.0,0.0,2.0,0.0,395179e8
D Paterson,2016/17,2,0.0,0.0,0.0,0.0,South Africa,0.0,0.0,0.0,0.0,462d7c62
D Paterson,2017,2,1.0,4.0,400.0,4.0,South Africa,4.0,4.0,1.0,200.0,462d7c62
D Paterson,2017/18,3,1.0,1.0,100.0,1.0,South Africa,2.5,5.0,2.0,166.67,462d7c62
D Paterson,2018/19,1,0.0,0.0,0.0,0.0,South Africa,2.5,5.0,2.0,125.0,462d7c62
D Polpitiya,2022/23,6,1.0,0.0,0.0,0.0,Eswatini,0.0,0.0,1.0,0.0,b7062209
D Pretorius,2017,1,0.0,0.0,0.0,0.0,South Africa,0.0,0.0,0.0,0.0,11614d87
D Pretorius,2017/18,1,0.0,0.0,0.0,0.0,South Africa,0.0,0.0,0.0,0.0,11614d87
D Pretorius,2018/19,2,1.0,77.0,183.33,77.0,South Africa,77.0,77.0,1.0,61.11,11614d87
D Pretorius,2019/20,7,5.0,58.0,152.63,14.5,South Africa,24.92,135.0,6.0,83.99,11614d87
D Pretorius,2020/21,3,2.0,24.0,150.0,24.0,South Africa,24.69,159.0,8.0,97.19,11614d87
D Pretorius,2021,3,1.0,10.0,166.66,10.0,South Africa,23.06,169.0,9.0,108.77,11614d87
D Pretorius,2021/22,5,2.0,1.0,33.33,0.5,South Africa,18.95,170.0,11.0,97.99,11614d87
D Pretorius,2022,7,6.0,91.0,168.51,18.2,South Africa,18.69,261.0,17.0,106.81,11614d87
D Pretorius,2022/23,1,0.0,0.0,0.0,0.0,South Africa,18.69,261.0,17.0,94.94,11614d87
D Ramdin,2005/06,1,1.0,9.0,225.0,9.0,West Indies,9.0,9.0,1.0,225.0,d1523761
D Ramdin,2007,2,2.0,34.0,161.9,17.0,West Indies,14.33,43.0,3.0,193.45,d1523761
D Ramdin,2007/08,4,4.0,39.0,86.66,19.5,West Indies,17.29,82.0,7.0,157.85,d1523761
D Ramdin,2008,1,1.0,8.0,133.33,8.0,West Indies,16.13,90.0,8.0,151.72,d1523761
D Ramdin,2008/09,2,1.0,30.0,142.85,30.0,West Indies,17.67,120.0,9.0,149.95,d1523761
D Ramdin,2009,6,2.0,17.0,141.66,8.5,West Indies,16.0,137.0,11.0,148.57,d1523761
D Ramdin,2009/10,3,3.0,76.0,102.7,38.0,West Indies,20.71,213.0,14.0,142.01,d1523761
D Ramdin,2010,3,3.0,6.0,100.0,3.0,West Indies,17.59,219.0,17.0,136.76,d1523761
D Ramdin,2011/12,1,1.0,10.0,111.11,10.0,West Indies,17.17,229.0,18.0,133.91,d1523761
D Ramdin,2012,3,0.0,0.0,0.0,0.0,West Indies,17.17,229.0,18.0,120.52,d1523761
D Ramdin,2012/13,9,4.0,8.0,88.88,2.66,West Indies,14.53,237.0,22.0,117.64,d1523761
D Ramdin,2013/14,11,7.0,102.0,143.66,20.4,West Indies,15.95,339.0,29.0,119.81,d1523761
D Ramdin,2014,3,2.0,3.0,100.0,3.0,West Indies,15.11,342.0,31.0,118.29,d1523761
D Ramdin,2014/15,2,2.0,9.0,100.0,9.0,West Indies,14.74,351.0,33.0,116.98,d1523761
D Ramdin,2015/16,7,5.0,70.0,94.59,23.33,West Indies,15.87,421.0,38.0,115.49,d1523761
D Ramdin,2018,7,6.0,133.0,137.11,33.25,West Indies,18.24,554.0,44.0,116.84,d1523761
D Ramdin,2018/19,3,3.0,27.0,72.97,9.0,West Indies,17.65,581.0,47.0,114.26,d1523761
D Ramdin,2019/20,3,3.0,55.0,103.77,55.0,West Indies,19.89,636.0,50.0,113.68,d1523761
D Ravu,2018/19,4,0.0,0.0,0.0,0.0,Papua New Guinea,0.0,0.0,0.0,0.0,053f3ce3
D Ravu,2019,5,2.0,7.0,140.0,3.5,Papua New Guinea,3.5,7.0,2.0,70.0,053f3ce3
D Ravu,2019/20,8,2.0,3.0,75.0,3.0,Papua New Guinea,3.25,10.0,4.0,71.67,053f3ce3
D Ravu,2021/22,3,2.0,6.0,66.66,3.0,Papua New Guinea,3.17,16.0,6.0,70.41,053f3ce3
D Ravu,2022,4,3.0,13.0,108.33,13.0,Papua New Guinea,6.44,29.0,9.0,78.0,053f3ce3
D Rawat,2024,5,5.0,40.0,85.1,8.0,Costa Rica,8.0,40.0,5.0,85.1,cda3625c
D Robson,2023,2,1.0,0.0,0.0,0.0,Estonia,0.0,0.0,1.0,0.0,fa39ad19
D Robson,2024,11,4.0,29.0,69.04,9.66,Estonia,7.73,29.0,5.0,34.52,fa39ad19
D Sabir,2021/22,3,2.0,14.0,107.69,7.0,Bermuda,7.0,14.0,2.0,107.69,04bc296f
D Sabir,2022/23,6,0.0,0.0,0.0,0.0,Bermuda,7.0,14.0,2.0,53.85,04bc296f
D Sabir,2023/24,5,5.0,22.0,88.0,5.5,Bermuda,5.93,36.0,7.0,65.23,04bc296f
D Samarawickrama,2022/23,3,3.0,15.0,55.55,5.0,Italy,5.0,15.0,3.0,55.55,3a592d0d
D Samarawickrama,2022/23,3,3.0,15.0,55.55,5.0,Italy,5.0,15.0,3.0,55.55,6d4c2087
D Sheeli,2018/19,3,3.0,31.0,96.87,10.33,Kuwait,10.33,31.0,3.0,96.87,d5e5f96b
D Sheeli,2019/20,2,2.0,10.0,90.9,5.0,Kuwait,8.2,41.0,5.0,93.89,d5e5f96b
D Sheeli,2023/24,2,2.0,23.0,135.29,11.5,Kuwait,9.14,64.0,7.0,107.69,d5e5f96b
D Simpson,2022,3,2.0,6.0,75.0,3.0,Cook Islands,3.0,6.0,2.0,75.0,5d36377e
D Siva Kumar,2022,1,1.0,7.0,53.84,7.0,United States of America,7.0,7.0,1.0,53.84,06adaa46
D Suzuki,2022/23,7,5.0,46.0,97.87,11.5,Japan,11.5,46.0,5.0,97.87,64c81abf
D Suzuki,2023,8,8.0,102.0,93.57,20.4,Japan,16.98,148.0,13.0,95.72,64c81abf
D Suzuki,2023/24,10,8.0,143.0,136.19,23.83,Japan,19.59,291.0,21.0,109.21,64c81abf
D Suzuki,2024,12,10.0,71.0,104.41,14.2,Japan,17.85,362.0,31.0,108.01,64c81abf
D Teinaki,2022,4,4.0,36.0,94.73,9.0,Cook Islands,9.0,36.0,4.0,94.73,a2c03e90
D Traore,2022/23,6,4.0,10.0,41.66,5.0,Mali,5.0,10.0,4.0,41.66,273be75a
D Traore,2023/24,1,1.0,0.0,0.0,0.0,Mali,4.0,10.0,5.0,20.83,273be75a
D Tresac,2023/24,1,0.0,0.0,0.0,0.0,Serbia,0.0,0.0,0.0,0.0,6d9aa10a
D Uwimana,2021,3,2.0,21.0,116.66,21.0,Rwanda,21.0,21.0,2.0,116.66,1f8e97d7
D Uwimana,2021/22,3,3.0,26.0,50.98,26.0,Rwanda,24.0,47.0,5.0,83.82,1f8e97d7
D Visser,2024,6,6.0,265.0,194.85,53.0,Samoa,53.0,265.0,6.0,194.85,bb4da4d3
D Wabwire,2023,7,2.0,0.0,0.0,0.0,Uganda,0.0,0.0,2.0,0.0,a628a5c8
D Weston,2019,6,6.0,47.0,87.03,7.83,Germany,7.83,47.0,6.0,87.03,92256e66
D Wheatley,2022,5,5.0,33.0,113.79,8.25,Bahamas,8.25,33.0,5.0,113.79,04539335
D Wheatley,2022/23,4,4.0,20.0,71.42,10.0,Bahamas,9.03,53.0,9.0,92.61,04539335
D Wiese,2021/22,11,11.0,247.0,126.66,30.87,Namibia,30.87,247.0,11.0,126.66,aa8d28ae
D Wiese,2022,5,5.0,48.0,100.0,16.0,Namibia,26.22,295.0,16.0,113.33,aa8d28ae
D Wiese,2022/23,3,3.0,66.0,157.14,33.0,Namibia,27.29,361.0,19.0,127.93,aa8d28ae
D Wiese,2023/24,6,1.0,1.0,33.33,1.0,Namibia,25.98,362.0,20.0,104.28,aa8d28ae
D Wiese,2024,9,9.0,170.0,136.0,34.0,Namibia,28.47,532.0,29.0,110.63,aa8d28ae
D Wiese,2013,3,2.0,10.0,100.0,5.0,South Africa,5.0,10.0,2.0,100.0,aa8d28ae
D Wiese,2013/14,1,0.0,0.0,0.0,0.0,South Africa,5.0,10.0,2.0,50.0,aa8d28ae
D Wiese,2014/15,4,3.0,27.0,142.1,9.0,South Africa,7.4,37.0,5.0,80.7,aa8d28ae
D Wiese,2015,4,1.0,2.0,50.0,2.0,South Africa,6.5,39.0,6.0,73.03,aa8d28ae
D Wiese,2015/16,8,5.0,53.0,126.19,17.66,South Africa,11.57,92.0,11.0,83.66,aa8d28ae
D Wotu,2022,5,1.0,0.0,0.0,0.0,Vanuatu,0.0,0.0,1.0,0.0,9585854d
D Wotu,2022/23,1,1.0,3.0,100.0,3.0,Vanuatu,1.5,3.0,2.0,50.0,9585854d
D Wotu,2023,4,2.0,9.0,128.57,9.0,Vanuatu,5.25,12.0,4.0,76.19,9585854d
D Wotu,2023/24,1,0.0,0.0,0.0,0.0,Vanuatu,5.25,12.0,4.0,57.14,9585854d
D Wotu,2024,6,3.0,10.0,125.0,3.33,Vanuatu,4.43,22.0,7.0,70.71,9585854d
D la Cock,2022,3,3.0,89.0,121.91,29.66,Namibia,29.66,89.0,3.0,121.91,48301a4b
D la Cock,2022/23,2,2.0,9.0,81.81,4.5,Namibia,19.6,98.0,5.0,101.86,48301a4b
DA Blignaut,2021,5,5.0,88.0,104.76,22.0,Germany,22.0,88.0,5.0,104.76,cfcf189f
DA Blignaut,2021/22,11,10.0,125.0,80.12,13.88,Germany,16.59,213.0,15.0,92.44,cfcf189f
DA Blignaut,2022,3,3.0,54.0,100.0,18.0,Germany,16.82,267.0,18.0,94.96,cfcf189f
DA Blignaut,2022/23,4,2.0,51.0,98.07,25.5,Germany,17.69,318.0,20.0,95.74,cfcf189f
DA Blignaut,2023,6,5.0,44.0,93.61,22.0,Germany,18.55,362.0,25.0,95.31,cfcf189f
DA Mehta,2022/23,2,1.0,12.0,133.33,12.0,Tanzania,12.0,12.0,1.0,133.33,61a7d6e9
DA Mehta,2023,2,1.0,7.0,70.0,7.0,Tanzania,9.5,19.0,2.0,101.67,61a7d6e9
DA Miller,2010,1,1.0,33.0,126.92,33.0,South Africa,33.0,33.0,1.0,126.92,d67d5f00
DA Miller,2010/11,5,5.0,90.0,136.36,45.0,South Africa,43.0,123.0,6.0,131.64,d67d5f00
DA Miller,2011/12,2,2.0,30.0,93.75,15.0,South Africa,36.0,153.0,8.0,119.01,d67d5f00
DA Miller,2012/13,4,3.0,70.0,145.83,23.33,South Africa,32.54,223.0,11.0,125.72,d67d5f00
DA Miller,2013,3,2.0,61.0,135.55,30.5,South Africa,32.23,284.0,13.0,127.68,d67d5f00
DA Miller,2013/14,11,9.0,131.0,128.43,21.83,South Africa,27.98,415.0,22.0,127.81,d67d5f00
DA Miller,2014/15,5,5.0,125.0,127.55,41.66,South Africa,30.51,540.0,27.0,127.77,d67d5f00
DA Miller,2015,4,4.0,62.0,114.81,31.0,South Africa,30.57,602.0,31.0,126.15,d67d5f00
DA Miller,2015/16,11,8.0,187.0,170.0,37.4,South Africa,31.97,789.0,39.0,131.02,d67d5f00
DA Miller,2016/17,3,3.0,52.0,144.44,17.33,South Africa,30.93,841.0,42.0,132.36,d67d5f00
DA Miller,2017,3,3.0,24.0,104.34,8.0,South Africa,29.4,865.0,45.0,129.82,d67d5f00
DA Miller,2018,1,1.0,14.0,87.5,14.0,South Africa,29.06,879.0,46.0,126.29,d67d5f00
DA Miller,2018/19,9,8.0,207.0,148.92,41.4,South Africa,30.89,1086.0,54.0,128.03,d67d5f00
DA Miller,2019/20,8,7.0,118.0,120.4,23.6,South Africa,30.05,1204.0,61.0,127.49,d67d5f00
DA Miller,2020/21,3,3.0,116.0,156.75,116.0,South Africa,34.08,1320.0,64.0,129.44,d67d5f00
DA Miller,2021,9,9.0,217.0,149.65,36.16,South Africa,34.34,1537.0,73.0,130.7,d67d5f00
DA Miller,2021/22,5,3.0,44.0,133.33,44.0,South Africa,34.72,1581.0,76.0,130.85,d67d5f00
DA Miller,2022,9,7.0,158.0,159.59,39.5,South Africa,35.12,1739.0,83.0,132.45,d67d5f00
DA Miller,2022/23,10,9.0,272.0,166.87,54.4,South Africa,37.01,2011.0,92.0,134.26,d67d5f00
DA Miller,2023/24,2,2.0,52.0,140.54,26.0,South Africa,36.78,2063.0,94.0,134.58,d67d5f00
DA Miller,2024,9,8.0,169.0,102.42,28.16,South Africa,36.1,2232.0,102.0,133.05,d67d5f00
DA Rankin,2015,1,1.0,34.0,91.89,34.0,Ireland,34.0,34.0,1.0,91.89,ab859427
DA Rankin,2016,1,1.0,15.0,88.23,15.0,Ireland,24.5,49.0,2.0,90.06,ab859427
DA Warner,2008/09,5,5.0,177.0,155.26,35.4,Australia,35.4,177.0,5.0,155.26,dcce6f09
DA Warner,2009,3,3.0,96.0,117.07,32.0,Australia,34.13,273.0,8.0,136.17,dcce6f09
DA Warner,2009/10,5,5.0,179.0,188.42,35.8,Australia,34.77,452.0,13.0,153.58,dcce6f09
DA Warner,2010,9,9.0,192.0,142.22,21.33,Australia,29.27,644.0,22.0,150.74,dcce6f09
DA Warner,2010/11,3,3.0,62.0,100.0,20.66,Australia,28.24,706.0,25.0,140.59,dcce6f09
DA Warner,2011,2,2.0,69.0,140.81,34.5,Australia,28.7,775.0,27.0,140.63,dcce6f09
DA Warner,2011/12,6,6.0,91.0,113.75,15.16,Australia,26.24,866.0,33.0,136.79,dcce6f09
DA Warner,2012,3,3.0,112.0,143.58,37.33,Australia,27.16,978.0,36.0,137.64,dcce6f09
DA Warner,2012/13,8,8.0,228.0,133.33,38.0,Australia,29.13,1206.0,44.0,137.16,dcce6f09
DA Warner,2013,2,2.0,54.0,114.89,27.0,Australia,29.04,1260.0,46.0,134.93,dcce6f09
DA Warner,2013/14,5,5.0,131.0,148.86,26.2,Australia,28.76,1391.0,51.0,136.2,dcce6f09
DA Warner,2014/15,1,1.0,53.0,135.89,53.0,Australia,29.23,1444.0,52.0,136.17,dcce6f09
DA Warner,2015,1,1.0,4.0,66.66,4.0,Australia,28.75,1448.0,53.0,130.83,dcce6f09
DA Warner,2015/16,8,8.0,185.0,151.63,23.12,Australia,28.01,1633.0,61.0,132.31,dcce6f09
DA Warner,2016,2,2.0,53.0,132.5,26.5,Australia,27.97,1686.0,63.0,132.32,dcce6f09
DA Warner,2017/18,7,7.0,106.0,149.29,15.14,Australia,26.68,1792.0,70.0,133.39,dcce6f09
DA Warner,2019/20,9,9.0,415.0,142.12,138.33,Australia,39.4,2207.0,79.0,133.9,dcce6f09
DA Warner,2020,2,2.0,58.0,116.0,29.0,Australia,39.15,2265.0,81.0,132.9,dcce6f09
DA Warner,2021/22,7,7.0,289.0,146.7,48.16,Australia,39.86,2554.0,88.0,133.63,dcce6f09
DA Warner,2022,3,3.0,130.0,149.42,65.0,Australia,40.69,2684.0,91.0,134.42,dcce6f09
DA Warner,2022/23,8,8.0,210.0,146.85,26.25,Australia,39.52,2894.0,99.0,135.01,dcce6f09
DA Warner,2023/24,4,4.0,205.0,165.32,51.25,Australia,39.98,3099.0,103.0,136.39,dcce6f09
DA Warner,2024,7,7.0,178.0,139.06,29.66,Australia,39.32,3277.0,110.0,136.51,dcce6f09
DAJ Bracewell,2011/12,6,1.0,0.0,0.0,0.0,New Zealand,0.0,0.0,1.0,0.0,2e9fdf9b
DAJ Bracewell,2012,2,2.0,31.0,193.75,31.0,New Zealand,20.67,31.0,3.0,96.88,2e9fdf9b
DAJ Bracewell,2012/13,5,4.0,39.0,108.33,39.0,New Zealand,31.14,70.0,7.0,100.69,2e9fdf9b
DAJ Bracewell,2015,1,1.0,7.0,350.0,7.0,New Zealand,28.13,77.0,8.0,163.02,2e9fdf9b
DAJ Bracewell,2017/18,3,1.0,0.0,0.0,0.0,New Zealand,25.0,77.0,9.0,130.42,2e9fdf9b
DAJ Bracewell,2018/19,1,1.0,44.0,169.23,44.0,New Zealand,26.9,121.0,10.0,136.89,2e9fdf9b
DAJ Bracewell,2021,2,1.0,5.0,71.42,5.0,New Zealand,24.91,126.0,11.0,127.53,2e9fdf9b
DAP Darrell,2019,6,5.0,49.0,98.0,12.25,Bermuda,12.25,49.0,5.0,98.0,56f53516
DAP Darrell,2019/20,5,5.0,31.0,68.88,6.2,Bermuda,9.23,80.0,10.0,83.44,56f53516
DAS Gunaratne,2015/16,1,1.0,4.0,33.33,4.0,Sri Lanka,4.0,4.0,1.0,33.33,770494eb
DAS Gunaratne,2016/17,8,8.0,181.0,145.96,36.2,Sri Lanka,32.62,185.0,9.0,89.65,770494eb
DAS Gunaratne,2017/18,3,3.0,40.0,95.23,13.33,Sri Lanka,27.8,225.0,12.0,91.51,770494eb
DBL Powell,2007,2,0.0,0.0,0.0,0.0,West Indies,0.0,0.0,0.0,0.0,83904270
DBL Powell,2007/08,3,1.0,1.0,100.0,1.0,West Indies,1.0,1.0,1.0,50.0,83904270
DC Delany,2019,3,1.0,7.0,140.0,7.0,Ireland,7.0,7.0,1.0,140.0,0f9c9d1d
DC Delany,2019/20,5,1.0,0.0,0.0,0.0,Ireland,3.5,7.0,2.0,70.0,0f9c9d1d
DC Drakes,2021/22,5,3.0,9.0,90.0,3.0,West Indies,3.0,9.0,3.0,90.0,34b332d3
DC Drakes,2022,5,2.0,6.0,66.66,3.0,West Indies,3.0,15.0,5.0,78.33,34b332d3
DC Smith,2018/19,4,4.0,49.0,92.45,16.33,Philippines,16.33,49.0,4.0,92.45,a968d39b
DC Smith,2021/22,5,5.0,97.0,96.03,19.4,Philippines,18.04,146.0,9.0,94.24,a968d39b
DC Smith,2023,8,8.0,166.0,107.09,20.75,Philippines,19.31,312.0,17.0,98.52,a968d39b
DC Smith,2023/24,6,5.0,38.0,84.44,9.5,Philippines,17.08,350.0,22.0,95.0,a968d39b
DC Smith,2024,7,7.0,131.0,127.18,18.71,Philippines,17.48,481.0,29.0,101.44,a968d39b
DC Stovell,2019,1,1.0,18.0,112.5,18.0,Bermuda,18.0,18.0,1.0,112.5,7f6c2dae
DC Stovell,2019/20,5,5.0,24.0,70.58,4.8,Bermuda,7.0,42.0,6.0,91.54,7f6c2dae
DC Stovell,2021/22,6,5.0,33.0,100.0,11.0,Bermuda,8.82,75.0,11.0,94.36,7f6c2dae
DC Thomas,2009,1,0.0,0.0,0.0,0.0,West Indies,0.0,0.0,0.0,0.0,08a4f9ad
DC Thomas,2012/13,2,0.0,0.0,0.0,0.0,West Indies,0.0,0.0,0.0,0.0,08a4f9ad
