Player,Mat,Inns,Dis,Ct,St,D/I,Season,Country,Country_right,player_id
KD Karthik,1,1.0,0.0,0.0,0.0,0.0,2017,IND,ICC World XI,c03f1114
KD Karthik,1,1.0,0.0,0.0,0.0,0.0,2017,IND,India,c03f1114
KD Karthik,9,9.0,6.0,4.0,2.0,0.6,2017/18,IND,ICC World XI,c03f1114
KD Karthik,9,9.0,6.0,4.0,2.0,0.6,2017/18,IND,India,c03f1114
KD Karthik,11,11.0,11.0,9.0,2.0,0.5238095238095238,2018/19,IND,ICC World XI,c03f1114
KD Karthik,11,11.0,11.0,9.0,2.0,0.5238095238095238,2018/19,IND,India,c03f1114
KD Karthik,21,20.0,25.0,20.0,5.0,0.6097560975609756,2022,IND,ICC World XI,c03f1114
KD Karthik,21,20.0,25.0,20.0,5.0,0.6097560975609756,2022,IND,India,c03f1114
KD Karthik,7,7.0,30.0,25.0,5.0,0.625,2022/23,IND,ICC World XI,c03f1114
KD Karthik,7,7.0,30.0,25.0,5.0,0.625,2022/23,IND,India,c03f1114
KD Mehta,3,3.0,1.0,1.0,0.0,0.3333333333333333,2021,CZK-R,Czech Republic,a18461a2
KD Mills,1,1.0,0.0,0.0,0.0,0.0,2014/15,NZ,New Zealand,7fb32e5b
KD Shah,1,1.0,0.0,0.0,0.0,0.0,2014/15,HKG,Hong Kong,d5ae21a2
KD Shah,4,4.0,2.0,2.0,0.0,0.4,2015,HKG,Hong Kong,d5ae21a2
KD Shah,10,10.0,3.0,3.0,0.0,0.2,2015/16,HKG,Hong Kong,d5ae21a2
KD Shah,20,20.0,11.0,11.0,0.0,0.3142857142857143,2019/20,HKG,Hong Kong,d5ae21a2
KD Shah,10,10.0,15.0,15.0,0.0,0.3333333333333333,2022,HKG,Hong Kong,d5ae21a2
KD Shah,4,4.0,16.0,16.0,0.0,0.32653061224489793,2022/23,HKG,Hong Kong,d5ae21a2
KDA Lukies,8,8.0,4.0,4.0,0.0,0.5,2023,PHI,Philippines,14af45c4
KDA Lukies,6,6.0,5.0,5.0,0.0,0.35714285714285715,2023/24,PHI,Philippines,14af45c4
KDA Lukies,7,7.0,6.0,6.0,0.0,0.2857142857142857,2024,PHI,Philippines,14af45c4
KDACK Gunarathne,3,3.0,0.0,0.0,0.0,0.0,2024,CAM,Cambodia,78ec6ff1
KDK Vithanage,1,1.0,1.0,1.0,0.0,1.0,2015,SL,Sri Lanka,f3bde2b3
KDK Vithanage,1,1.0,1.0,1.0,0.0,0.5,2015/16,SL,Sri Lanka,f3bde2b3
KF Bakiweyem,3,3.0,1.0,1.0,0.0,0.3333333333333333,2021,GHA,Ghana,49fd9963
KH Abe,9,9.0,2.0,2.0,0.0,0.2222222222222222,2023/24,JPN,Japan,f22d2247
KH Abe,12,12.0,3.0,3.0,0.0,0.14285714285714285,2024,JPN,Japan,f22d2247
KH Pandya,11,11.0,4.0,4.0,0.0,0.36363636363636365,2018/19,IND,India,5b8c830e
KH Pandya,3,3.0,6.0,6.0,0.0,0.42857142857142855,2019,IND,India,5b8c830e
KH Pandya,4,4.0,7.0,7.0,0.0,0.3888888888888889,2019/20,IND,India,5b8c830e
KH Pandya,1,1.0,8.0,8.0,0.0,0.42105263157894735,2021,IND,India,5b8c830e
KH Prajapati,11,11.0,6.0,6.0,0.0,0.5454545454545454,2021/22,OMA,Oman,c4e73ff1
KH Prajapati,7,7.0,7.0,7.0,0.0,0.3888888888888889,2022/23,OMA,Oman,c4e73ff1
KH Prajapati,6,6.0,10.0,10.0,0.0,0.4166666666666667,2023,OMA,Oman,c4e73ff1
KH Prajapati,8,8.0,12.0,12.0,0.0,0.375,2023/24,OMA,Oman,c4e73ff1
KH Prajapati,15,15.0,22.0,22.0,0.0,0.46808510638297873,2024,OMA,Oman,c4e73ff1
KIC Asalanka,3,3.0,1.0,1.0,0.0,0.3333333333333333,2021,SL,Sri Lanka,732c038e
KIC Asalanka,14,14.0,3.0,3.0,0.0,0.17647058823529413,2021/22,SL,Sri Lanka,732c038e
KIC Asalanka,7,7.0,4.0,4.0,0.0,0.16666666666666666,2022,SL,Sri Lanka,732c038e
KIC Asalanka,13,13.0,7.0,7.0,0.0,0.1891891891891892,2022/23,SL,Sri Lanka,732c038e
KIC Asalanka,7,7.0,11.0,11.0,0.0,0.25,2023/24,SL,Sri Lanka,732c038e
KIC Asalanka,6,6.0,15.0,15.0,0.0,0.3,2024,SL,Sri Lanka,732c038e
KIC Asalanka,3,3.0,15.0,15.0,0.0,0.2830188679245283,2024/25,SL,Sri Lanka,732c038e
KJ Abbott,6,6.0,5.0,5.0,0.0,0.8333333333333334,2014/15,SA,South Africa,a9da7784
KJ Abbott,4,4.0,6.0,6.0,0.0,0.6,2015,SA,South Africa,a9da7784
KJ Abbott,9,9.0,6.0,6.0,0.0,0.3157894736842105,2015/16,SA,South Africa,a9da7784
KJ Coetzer,8,6.0,0.0,0.0,0.0,0.0,2015,SCOT,Scotland,85d8110a
KJ Coetzer,7,7.0,3.0,3.0,0.0,0.23076923076923078,2015/16,SCOT,Scotland,85d8110a
KJ Coetzer,4,4.0,5.0,5.0,0.0,0.29411764705882354,2016/17,SCOT,Scotland,85d8110a
KJ Coetzer,6,6.0,6.0,6.0,0.0,0.2608695652173913,2018,SCOT,Scotland,85d8110a
KJ Coetzer,3,3.0,7.0,7.0,0.0,0.2692307692307692,2018/19,SCOT,Scotland,85d8110a
KJ Coetzer,3,3.0,8.0,8.0,0.0,0.27586206896551724,2019,SCOT,Scotland,85d8110a
KJ Coetzer,7,7.0,9.0,9.0,0.0,0.25,2019/20,SCOT,Scotland,85d8110a
KJ Coetzer,3,3.0,10.0,10.0,0.0,0.2564102564102564,2021,SCOT,Scotland,85d8110a
KJ Coetzer,9,9.0,12.0,12.0,0.0,0.25,2021/22,SCOT,Scotland,85d8110a
KJ Ferrary,1,1.0,3.0,3.0,0.0,3.0,2021/22,GIBR,Gibraltar,81898acc
KJ Ferrary,4,4.0,5.0,5.0,0.0,1.0,2022,GIBR,Gibraltar,81898acc
KJ Ferrary,4,4.0,6.0,6.0,0.0,0.6666666666666666,2024,GIBR,Gibraltar,81898acc
KJ O'Brien,8,6.0,2.0,2.0,0.0,0.3333333333333333,2015,IRE,Ireland,243431b5
KJ O'Brien,6,6.0,2.0,2.0,0.0,0.16666666666666666,2015/16,IRE,Ireland,243431b5
KJ O'Brien,1,1.0,2.0,2.0,0.0,0.15384615384615385,2016,IRE,Ireland,243431b5
KJ O'Brien,7,7.0,3.0,3.0,0.0,0.15,2016/17,IRE,Ireland,243431b5
KJ O'Brien,8,8.0,6.0,6.0,0.0,0.21428571428571427,2018,IRE,Ireland,243431b5
KJ O'Brien,6,6.0,9.0,9.0,0.0,0.2647058823529412,2018/19,IRE,Ireland,243431b5
KJ O'Brien,5,5.0,10.0,10.0,0.0,0.2564102564102564,2019,IRE,Ireland,243431b5
KJ O'Brien,18,18.0,21.0,21.0,0.0,0.3684210526315789,2019/20,IRE,Ireland,243431b5
KJ O'Brien,8,8.0,22.0,22.0,0.0,0.3384615384615385,2021,IRE,Ireland,243431b5
KJ O'Brien,6,6.0,26.0,26.0,0.0,0.36619718309859156,2021/22,IRE,Ireland,243431b5
KJ Patel,6,6.0,0.0,0.0,0.0,0.0,2021/22,SEY,Seychelles,d6b4e3e2
KJ Stagno,4,4.0,0.0,0.0,0.0,0.0,2022,GIBR,Gibraltar,46ad7e01
KJ Stagno,11,11.0,9.0,7.0,2.0,0.6,2023,GIBR,Gibraltar,46ad7e01
KJ Stagno,4,4.0,11.0,9.0,2.0,0.5789473684210527,2023/24,GIBR,Gibraltar,46ad7e01
KJ Stagno,6,6.0,12.0,10.0,2.0,0.48,2024,GIBR,Gibraltar,46ad7e01
KJ Young,3,3.0,3.0,3.0,0.0,1.0,2019,Blz,Belize,8bba9ec2
KJ Young,6,6.0,7.0,7.0,0.0,0.7777777777777778,2021/22,Blz,Belize,8bba9ec2
KK Ahmed,9,9.0,2.0,2.0,0.0,0.2222222222222222,2018/19,IND,India,a2f46292
KK Ahmed,2,2.0,3.0,3.0,0.0,0.2727272727272727,2019,IND,India,a2f46292
KK Ahmed,3,3.0,3.0,3.0,0.0,0.21428571428571427,2019/20,IND,India,a2f46292
KK Ahmed,4,4.0,4.0,4.0,0.0,0.2222222222222222,2024,IND,India,a2f46292
KK Dobell,3,3.0,0.0,0.0,0.0,0.0,2022/23,JPN,Japan,d792374d
KK Lin Thu,4,4.0,2.0,2.0,0.0,0.5,2023,MYAN,Myanmar,6cf75582
KK Lin Thu,3,3.0,2.0,2.0,0.0,0.2857142857142857,2023/24,MYAN,Myanmar,6cf75582
KK Lin Thu,6,6.0,4.0,4.0,0.0,0.3076923076923077,2024,MYAN,Myanmar,6cf75582
KK Tillett,5,5.0,0.0,0.0,0.0,0.0,2021/22,Blz,Belize,55fedd51
KL Rahul,5,5.0,1.0,1.0,0.0,0.2,2016,IND,India,b17e2f24
KL Rahul,3,3.0,1.0,1.0,0.0,0.125,2016/17,IND,India,b17e2f24
KL Rahul,1,1.0,1.0,1.0,0.0,0.1111111111111111,2017,IND,India,b17e2f24
KL Rahul,6,6.0,5.0,5.0,0.0,0.3333333333333333,2017/18,IND,India,b17e2f24
KL Rahul,4,4.0,6.0,6.0,0.0,0.3157894736842105,2018,IND,India,b17e2f24
KL Rahul,8,8.0,8.0,8.0,0.0,0.2962962962962963,2018/19,IND,India,b17e2f24
KL Rahul,1,1.0,8.0,8.0,0.0,0.2857142857142857,2019,IND,India,b17e2f24
KL Rahul,14,13.0,17.0,16.0,1.0,0.4146341463414634,2019/20,IND,India,b17e2f24
KL Rahul,7,7.0,19.0,18.0,1.0,0.3958333333333333,2020/21,IND,India,b17e2f24
KL Rahul,7,7.0,21.0,20.0,1.0,0.38181818181818183,2021/22,IND,India,b17e2f24
KL Rahul,8,8.0,23.0,22.0,1.0,0.36507936507936506,2022,IND,India,b17e2f24
KL Rahul,8,8.0,24.0,23.0,1.0,0.3380281690140845,2022/23,IND,India,b17e2f24
KM Awala,2,2.0,0.0,0.0,0.0,0.0,2022,GHA,Ghana,c6c7d01b
KM Awala,15,15.0,1.0,1.0,0.0,0.058823529411764705,2023/24,GHA,Ghana,c6c7d01b
KM Jadhav,2,2.0,1.0,1.0,0.0,0.5,2015,IND,India,99d63244
KM Jadhav,3,3.0,1.0,1.0,0.0,0.2,2016,IND,India,99d63244
KM Jadhav,2,2.0,1.0,1.0,0.0,0.14285714285714285,2017,IND,India,99d63244
KM Jadhav,2,2.0,1.0,1.0,0.0,0.1111111111111111,2017/18,IND,India,99d63244
KM Jarvis,2,2.0,1.0,1.0,0.0,0.5,2017/18,ZIM,Zimbabwe,59792462
KM Jarvis,1,1.0,1.0,1.0,0.0,0.3333333333333333,2018,ZIM,Zimbabwe,59792462
KM Jarvis,2,2.0,1.0,1.0,0.0,0.2,2018/19,ZIM,Zimbabwe,59792462
KM Jarvis,8,8.0,5.0,5.0,0.0,0.38461538461538464,2019,ZIM,Zimbabwe,59792462
KMA Paul,7,7.0,1.0,1.0,0.0,0.14285714285714285,2018,WI,West Indies,75224f22
KMA Paul,6,6.0,1.0,1.0,0.0,0.07692307692307693,2018/19,WI,West Indies,75224f22
KMA Paul,3,3.0,1.0,1.0,0.0,0.0625,2019,WI,West Indies,75224f22
KMA Paul,2,2.0,2.0,2.0,0.0,0.1111111111111111,2019/20,WI,West Indies,75224f22
KMA Paul,2,2.0,2.0,2.0,0.0,0.1,2020/21,WI,West Indies,75224f22
KMA Paul,3,3.0,3.0,3.0,0.0,0.13043478260869565,2022,WI,West Indies,75224f22
KMC Bandara,1,1.0,0.0,0.0,0.0,0.0,2016,SL,Sri Lanka,2c997ad3
KMDN Kulasekara,9,9.0,4.0,4.0,0.0,0.4444444444444444,2015/16,SL,Sri Lanka,469ea22b
KMDN Kulasekara,8,8.0,4.0,4.0,0.0,0.23529411764705882,2016/17,SL,Sri Lanka,469ea22b
KNA Bandara,3,3.0,1.0,1.0,0.0,0.3333333333333333,2020/21,SL,Sri Lanka,585dda5d
KNA Bandara,1,1.0,2.0,2.0,0.0,0.5,2021,SL,Sri Lanka,585dda5d
KNA Bandara,1,1.0,2.0,2.0,0.0,0.4,2022/23,SL,Sri Lanka,585dda5d
KNA Bandara,1,1.0,2.0,2.0,0.0,0.3333333333333333,2023,SL,Sri Lanka,585dda5d
KO Altamirano,1,1.0,0.0,0.0,0.0,0.0,2024,CRC,Costa Rica,d5f4f4e4
KOK Williams,1,1.0,0.0,0.0,0.0,0.0,2016/17,WI,West Indies,78cb83f3
KOK Williams,9,9.0,3.0,3.0,0.0,0.3,2017,WI,West Indies,78cb83f3
KOK Williams,2,2.0,3.0,3.0,0.0,0.25,2017/18,WI,West Indies,78cb83f3
KOK Williams,6,6.0,6.0,6.0,0.0,0.3333333333333333,2018,WI,West Indies,78cb83f3
KOK Williams,7,7.0,8.0,8.0,0.0,0.32,2019/20,WI,West Indies,78cb83f3
KOK Williams,1,1.0,8.0,8.0,0.0,0.3076923076923077,2020/21,WI,West Indies,78cb83f3
KP Meiyappan,7,7.0,2.0,2.0,0.0,0.2857142857142857,2021/22,UAE,United Arab Emirates,b91f2a31
KP Meiyappan,4,4.0,4.0,4.0,0.0,0.36363636363636365,2022,UAE,United Arab Emirates,b91f2a31
KP Meiyappan,3,3.0,4.0,4.0,0.0,0.2857142857142857,2022/23,UAE,United Arab Emirates,b91f2a31
KP Meiyappan,1,1.0,4.0,4.0,0.0,0.26666666666666666,2023/24,UAE,United Arab Emirates,b91f2a31
KR Ebanks,5,5.0,0.0,0.0,0.0,0.0,2019,CAY,Cayman Islands,e52eb657
KR Mayers,2,1.0,0.0,0.0,0.0,0.0,2020/21,WI,West Indies,73c18486
KR Mayers,5,5.0,5.0,5.0,0.0,0.8333333333333334,2021/22,WI,West Indies,73c18486
KR Mayers,9,9.0,6.0,6.0,0.0,0.4,2022,WI,West Indies,73c18486
KR Mayers,8,8.0,9.0,9.0,0.0,0.391304347826087,2022/23,WI,West Indies,73c18486
KR Mayers,5,5.0,9.0,9.0,0.0,0.32142857142857145,2023,WI,West Indies,73c18486
KR Mayers,5,5.0,10.0,10.0,0.0,0.30303030303030304,2023/24,WI,West Indies,73c18486
KR Mayers,4,4.0,15.0,15.0,0.0,0.40540540540540543,2024,WI,West Indies,73c18486
KRP Silva,2,2.0,1.0,1.0,0.0,0.5,2018/19,USA,United States of America,99ffb3d3
KS Airee,2,2.0,0.0,0.0,0.0,0.0,2021,NEP,Nepal,548d4188
KS Airee,8,8.0,0.0,0.0,0.0,0.0,2021/22,NEP,Nepal,548d4188
KS Bagabena,4,4.0,1.0,1.0,0.0,0.25,2019,GHA,Ghana,1ce4f664
KS Bagabena,5,5.0,5.0,5.0,0.0,0.5555555555555556,2021,GHA,Ghana,1ce4f664
KS Bagabena,6,6.0,9.0,9.0,0.0,0.6,2021/22,GHA,Ghana,1ce4f664
KS Bagabena,3,3.0,10.0,10.0,0.0,0.5555555555555556,2022,GHA,Ghana,1ce4f664
KS Bagabena,7,7.0,11.0,11.0,0.0,0.44,2022/23,GHA,Ghana,1ce4f664
KS Bagabena,15,15.0,14.0,14.0,0.0,0.35,2023/24,GHA,Ghana,1ce4f664
KS Bagabena,5,5.0,16.0,16.0,0.0,0.35555555555555557,2024,GHA,Ghana,1ce4f664
KS Leverock,6,6.0,2.0,2.0,0.0,0.3333333333333333,2019,BER,Bermuda,e1592949
KS Leverock,6,6.0,3.0,3.0,0.0,0.25,2019/20,BER,Bermuda,e1592949
KS Leverock,6,6.0,5.0,5.0,0.0,0.2777777777777778,2021/22,BER,Bermuda,e1592949
KS Leverock,6,6.0,8.0,8.0,0.0,0.3333333333333333,2022/23,BER,Bermuda,e1592949
KS Leverock,5,5.0,12.0,12.0,0.0,0.41379310344827586,2023/24,BER,Bermuda,e1592949
KS Williamson,2,2.0,1.0,1.0,0.0,0.5,2014/15,NZ,New Zealand,d027ba9f
KS Williamson,4,4.0,3.0,3.0,0.0,0.5,2015,NZ,New Zealand,d027ba9f
KS Williamson,10,10.0,11.0,11.0,0.0,0.6875,2015/16,NZ,New Zealand,d027ba9f
KS Williamson,4,4.0,11.0,11.0,0.0,0.55,2016/17,NZ,New Zealand,d027ba9f
KS Williamson,12,11.0,16.0,16.0,0.0,0.5161290322580645,2017/18,NZ,New Zealand,d027ba9f
KS Williamson,6,6.0,19.0,19.0,0.0,0.5135135135135135,2018/19,NZ,New Zealand,d027ba9f
KS Williamson,3,3.0,19.0,19.0,0.0,0.475,2019/20,NZ,New Zealand,d027ba9f
KS Williamson,7,7.0,24.0,24.0,0.0,0.5106382978723404,2020/21,NZ,New Zealand,d027ba9f
KS Williamson,7,7.0,26.0,26.0,0.0,0.48148148148148145,2021/22,NZ,New Zealand,d027ba9f
KS Williamson,3,3.0,27.0,27.0,0.0,0.47368421052631576,2022,NZ,New Zealand,d027ba9f
KS Williamson,10,10.0,33.0,33.0,0.0,0.4925373134328358,2022/23,NZ,New Zealand,d027ba9f
KS Williamson,2,2.0,36.0,36.0,0.0,0.5217391304347826,2023/24,NZ,New Zealand,d027ba9f
KS Williamson,4,4.0,37.0,37.0,0.0,0.5068493150684932,2024,NZ,New Zealand,d027ba9f
KT Maphaka,3,3.0,1.0,1.0,0.0,0.3333333333333333,2024,SA,South Africa,107c26fb
KTK Rodrigo,13,13.0,2.0,2.0,0.0,0.15384615384615385,2023/24,MDV,Maldives,a482add2
KV Morea,8,8.0,2.0,2.0,0.0,0.25,2021/22,PNG,Papua New Guinea,270bf7e2
KV Morea,3,3.0,2.0,2.0,0.0,0.18181818181818182,2022,PNG,Papua New Guinea,270bf7e2
KV Morea,4,4.0,2.0,2.0,0.0,0.13333333333333333,2023,PNG,Papua New Guinea,270bf7e2
KV Morea,4,4.0,4.0,4.0,0.0,0.21052631578947367,2023/24,PNG,Papua New Guinea,270bf7e2
KV Morea,2,2.0,4.0,4.0,0.0,0.19047619047619047,2024,PNG,Papua New Guinea,270bf7e2
KW Richardson,1,1.0,0.0,0.0,0.0,0.0,2014/15,AUS,Australia,dfc4d8b5
KW Richardson,1,1.0,0.0,0.0,0.0,0.0,2015/16,AUS,Australia,dfc4d8b5
KW Richardson,5,5.0,2.0,2.0,0.0,0.2857142857142857,2017/18,AUS,Australia,dfc4d8b5
KW Richardson,1,1.0,2.0,2.0,0.0,0.25,2018,AUS,Australia,dfc4d8b5
KW Richardson,9,9.0,8.0,8.0,0.0,0.47058823529411764,2019/20,AUS,Australia,dfc4d8b5
KW Richardson,3,3.0,8.0,8.0,0.0,0.4,2020,AUS,Australia,dfc4d8b5
KW Richardson,5,5.0,10.0,10.0,0.0,0.4,2020/21,AUS,Australia,dfc4d8b5
KW Richardson,4,4.0,10.0,10.0,0.0,0.3448275862068966,2021/22,AUS,Australia,dfc4d8b5
KW Richardson,3,3.0,10.0,10.0,0.0,0.3125,2022,AUS,Australia,dfc4d8b5
KW Richardson,2,2.0,12.0,12.0,0.0,0.35294117647058826,2022/23,AUS,Australia,dfc4d8b5
KW Richardson,1,1.0,12.0,12.0,0.0,0.34285714285714286,2023/24,AUS,Australia,dfc4d8b5
Kaleem Sana,5,5.0,0.0,0.0,0.0,0.0,2021/22,CAN,Canada,14810ee7
Kaleem Sana,6,6.0,1.0,1.0,0.0,0.09090909090909091,2022/23,CAN,Canada,14810ee7
Kaleem Sana,5,5.0,2.0,2.0,0.0,0.125,2023/24,CAN,Canada,14810ee7
Kaleem Sana,11,10.0,7.0,7.0,0.0,0.2692307692307692,2024,CAN,Canada,14810ee7
Kaleemullah,4,4.0,0.0,0.0,0.0,0.0,2016/17,OMA,Oman,72253b87
Kaleemullah,4,4.0,1.0,1.0,0.0,0.125,2019/20,OMA,Oman,72253b87
Kaleemullah,10,10.0,2.0,2.0,0.0,0.1111111111111111,2021/22,OMA,Oman,72253b87
Kaleemullah,7,7.0,4.0,4.0,0.0,0.16,2022/23,OMA,Oman,72253b87
Kaleemullah,3,3.0,6.0,6.0,0.0,0.21428571428571427,2023/24,OMA,Oman,72253b87
Kaleemullah,14,14.0,6.0,6.0,0.0,0.14285714285714285,2024,OMA,Oman,72253b87
Kamal Raiz,1,1.0,1.0,1.0,0.0,1.0,2024,CYP,Cyprus,b3ba0c35
Kamran Ahmadzai,9,9.0,6.0,6.0,0.0,0.6666666666666666,2024,Fran,France,afa2ebba
Kamran Akmal,4,4.0,0.0,0.0,0.0,0.0,2017,PAK,Pakistan,ff077124
Kamran Khan,5,5.0,2.0,2.0,0.0,0.4,2018/19,QAT,Qatar,922e3dcc
Kamran Khan,6,6.0,4.0,4.0,0.0,0.36363636363636365,2019,QAT,Qatar,922e3dcc
Kamran Khan,10,10.0,6.0,6.0,0.0,0.2857142857142857,2019/20,QAT,Qatar,922e3dcc
Kamran Khan,4,4.0,6.0,6.0,0.0,0.24,2021/22,QAT,Qatar,922e3dcc
Kamran Khan,7,7.0,8.0,8.0,0.0,0.25,2022/23,QAT,Qatar,922e3dcc
Kamran Khan,4,4.0,10.0,10.0,0.0,0.2777777777777778,2024,QAT,Qatar,922e3dcc
Kamran Wahid,3,3.0,0.0,0.0,0.0,0.0,2024,HUN,Hungary,5592153b
Kapil Kumar,2,2.0,0.0,0.0,0.0,0.0,2021/22,PHI,Philippines,d4e70d7c
Kapil Kumar,4,4.0,0.0,0.0,0.0,0.0,2023,PHI,Philippines,d4e70d7c
Karan KC,5,5.0,1.0,1.0,0.0,0.2,2015,NEP,Nepal,f53b3e1d
Karan KC,1,1.0,1.0,1.0,0.0,0.16666666666666666,2018,NEP,Nepal,f53b3e1d
Karan KC,3,3.0,2.0,2.0,0.0,0.2222222222222222,2018/19,NEP,Nepal,f53b3e1d
Karan KC,6,6.0,5.0,5.0,0.0,0.3333333333333333,2019,NEP,Nepal,f53b3e1d
Karan KC,13,13.0,9.0,9.0,0.0,0.32142857142857145,2019/20,NEP,Nepal,f53b3e1d
Karan KC,5,5.0,10.0,10.0,0.0,0.30303030303030304,2021,NEP,Nepal,f53b3e1d
Karan KC,5,5.0,12.0,12.0,0.0,0.3157894736842105,2021/22,NEP,Nepal,f53b3e1d
Karan KC,5,5.0,15.0,15.0,0.0,0.3488372093023256,2022,NEP,Nepal,f53b3e1d
Karan KC,2,2.0,15.0,15.0,0.0,0.3333333333333333,2023,NEP,Nepal,f53b3e1d
Karan KC,18,18.0,20.0,20.0,0.0,0.31746031746031744,2023/24,NEP,Nepal,f53b3e1d
Karan KC,10,10.0,25.0,25.0,0.0,0.3424657534246575,2024,NEP,Nepal,f53b3e1d
Karan KC,2,2.0,25.0,25.0,0.0,0.3333333333333333,2024/25,NEP,Nepal,f53b3e1d
Karanbir Singh,9,9.0,4.0,4.0,0.0,0.4444444444444444,2024,Aut,Austria,6a97c7a4
Karim Janat,8,8.0,4.0,4.0,0.0,0.5,2016/17,AFG,Afghanistan,62175638
Karim Janat,3,3.0,4.0,4.0,0.0,0.36363636363636365,2017,AFG,Afghanistan,62175638
Karim Janat,3,3.0,4.0,4.0,0.0,0.2857142857142857,2018,AFG,Afghanistan,62175638
Karim Janat,2,2.0,5.0,5.0,0.0,0.3125,2018/19,AFG,Afghanistan,62175638
Karim Janat,3,3.0,5.0,5.0,0.0,0.2631578947368421,2019,AFG,Afghanistan,62175638
Karim Janat,5,5.0,6.0,6.0,0.0,0.25,2019/20,AFG,Afghanistan,62175638
Karim Janat,3,3.0,6.0,6.0,0.0,0.2222222222222222,2020/21,AFG,Afghanistan,62175638
Karim Janat,7,7.0,6.0,6.0,0.0,0.17647058823529413,2021/22,AFG,Afghanistan,62175638
Karim Janat,7,7.0,8.0,8.0,0.0,0.1951219512195122,2022,AFG,Afghanistan,62175638
Karim Janat,6,6.0,9.0,9.0,0.0,0.19148936170212766,2022/23,AFG,Afghanistan,62175638
Karim Janat,5,4.0,12.0,12.0,0.0,0.23529411764705882,2023,AFG,Afghanistan,62175638
Karim Janat,7,7.0,12.0,12.0,0.0,0.20689655172413793,2023/24,AFG,Afghanistan,62175638
Karim Janat,7,7.0,14.0,14.0,0.0,0.2153846153846154,2024,AFG,Afghanistan,62175638
Karim Sadiq,11,11.0,2.0,2.0,0.0,0.18181818181818182,2015/16,AFG,Afghanistan,13e5908b
Karim Sadiq,2,2.0,3.0,3.0,0.0,0.23076923076923078,2017/18,AFG,Afghanistan,13e5908b
Karma Dorji,4,4.0,0.0,0.0,0.0,0.0,2023,BHU,Bhutan,80058153
Karma Dorji,2,2.0,0.0,0.0,0.0,0.0,2023/24,BHU,Bhutan,80058153
Karma Dorji,3,3.0,1.0,1.0,0.0,0.1111111111111111,2024/25,BHU,Bhutan,80058153
Karthik Pillai,2,2.0,0.0,0.0,0.0,0.0,2022,BUL,Bulgaria,fa549641
Karweng NG,4,4.0,2.0,2.0,0.0,0.5,2018/19,PHI,Philippines,6af3f1e6
Kashif Abbas,3,3.0,0.0,0.0,0.0,0.0,2023,KSA,Saudi Arabia,63578359
Kashif Abbas,3,3.0,0.0,0.0,0.0,0.0,2024,KSA,Saudi Arabia,63578359
Kashif Daud,12,12.0,2.0,2.0,0.0,0.16666666666666666,2021/22,UAE,United Arab Emirates,24fcd95d
Kashif Daud,2,2.0,2.0,2.0,0.0,0.14285714285714285,2022,UAE,United Arab Emirates,24fcd95d
Kashif Daud,2,2.0,4.0,4.0,0.0,0.25,2022/23,UAE,United Arab Emirates,24fcd95d
Kashif Siddique,7,7.0,1.0,1.0,0.0,0.14285714285714285,2022/23,KSA,Saudi Arabia,2513b4fe
Kashif Siddique,4,4.0,3.0,3.0,0.0,0.2727272727272727,2023/24,KSA,Saudi Arabia,2513b4fe
Kau Qalo,2,2.0,0.0,0.0,0.0,0.0,2024,Fiji,Fiji,3d9cd1b1
Khaibar Deldar,4,4.0,1.0,1.0,0.0,0.25,2021,HUN,Hungary,032c7eab
Khaibar Deldar,11,10.0,6.0,6.0,0.0,0.42857142857142855,2022,HUN,Hungary,032c7eab
Khalander Mustafa,2,2.0,0.0,0.0,0.0,0.0,2023,KSA,Saudi Arabia,df6534ac
Khalander Mustafa,4,4.0,0.0,0.0,0.0,0.0,2023/24,KSA,Saudi Arabia,df6534ac
Khalid Ahmadi,4,4.0,0.0,0.0,0.0,0.0,2020,Belg,Belgium,cf0b9a0d
Khalid Ahmadi,5,5.0,0.0,0.0,0.0,0.0,2021,Belg,Belgium,cf0b9a0d
Khalid Ahmadi,6,6.0,1.0,1.0,0.0,0.06666666666666667,2022,Belg,Belgium,cf0b9a0d
Khalid Ahmadi,3,3.0,2.0,2.0,0.0,0.1111111111111111,2023,Belg,Belgium,cf0b9a0d
Khalid Ahmadi,16,16.0,8.0,8.0,0.0,0.23529411764705882,2024,Belg,Belgium,cf0b9a0d
Khalid Kail,3,3.0,0.0,0.0,0.0,0.0,2023/24,OMA,Oman,3ee90b67
Khalid Kail,18,18.0,1.0,1.0,0.0,0.047619047619047616,2024,OMA,Oman,3ee90b67
Khalid Latif,2,2.0,1.0,1.0,0.0,0.5,2015/16,PAK,Pakistan,5eea345c
Khalid Latif,1,1.0,2.0,2.0,0.0,0.6666666666666666,2016,PAK,Pakistan,5eea345c
Khalid Latif,3,3.0,3.0,3.0,0.0,0.5,2016/17,PAK,Pakistan,5eea345c
Khalid Shah,8,8.0,3.0,3.0,0.0,0.375,2023/24,UAE,United Arab Emirates,9e432a38
Khalid Zahid,7,7.0,2.0,2.0,0.0,0.2857142857142857,2021,SWE,Sweden,5c93efb1
Khalid Zahid,5,5.0,3.0,3.0,0.0,0.25,2022,SWE,Sweden,5c93efb1
Khalid Zahid,4,4.0,4.0,4.0,0.0,0.25,2023,SWE,Sweden,5c93efb1
Khalid Zahid,4,4.0,6.0,6.0,0.0,0.3,2024,SWE,Sweden,5c93efb1
