Player,Mat,Inns,Dis,Ct,St,D/I,Season,Country,Country_right,player_id
Fakhar Zaman,12,12.0,34.0,34.0,0.0,0.5230769230769231,2021/22,PAK,Pakistan,1777c020
Fakhar Zaman,6,6.0,36.0,36.0,0.0,0.5070422535211268,2022,PAK,Pakistan,1777c020
Fakhar Zaman,1,1.0,36.0,36.0,0.0,0.5,2022/23,PAK,Pakistan,1777c020
Fakhar Zaman,4,4.0,40.0,40.0,0.0,0.5263157894736842,2023,PAK,Pakistan,1777c020
Fakhar Zaman,5,5.0,43.0,43.0,0.0,0.5308641975308642,2023/24,PAK,Pakistan,1777c020
Fakhar Zaman,11,11.0,50.0,50.0,0.0,0.5434782608695652,2024,PAK,Pakistan,1777c020
Fakhrul Mohon,4,4.0,0.0,0.0,0.0,0.0,2019/20,PORT,Portugal,33328ec7
Fakhrul Mohon,4,4.0,1.0,1.0,0.0,0.125,2022,PORT,Portugal,33328ec7
Fanyan Mughal,20,20.0,4.0,4.0,0.0,0.2,2023,MLT,Malta,e85bb4b3
Fanyan Mughal,4,4.0,6.0,6.0,0.0,0.25,2024,MLT,Malta,e85bb4b3
Fareed Ahmad,7,7.0,1.0,1.0,0.0,0.14285714285714285,2016/17,AFG,Afghanistan,67b7bad4
Fareed Ahmad,2,2.0,1.0,1.0,0.0,0.1111111111111111,2018,AFG,Afghanistan,67b7bad4
Fareed Ahmad,2,2.0,1.0,1.0,0.0,0.09090909090909091,2018/19,AFG,Afghanistan,67b7bad4
Fareed Ahmad,2,2.0,1.0,1.0,0.0,0.07692307692307693,2019,AFG,Afghanistan,67b7bad4
Fareed Ahmad,1,1.0,1.0,1.0,0.0,0.07142857142857142,2019/20,AFG,Afghanistan,67b7bad4
Fareed Ahmad,2,2.0,1.0,1.0,0.0,0.0625,2020/21,AFG,Afghanistan,67b7bad4
Fareed Ahmad,4,4.0,3.0,3.0,0.0,0.15,2022,AFG,Afghanistan,67b7bad4
Fareed Ahmad,4,4.0,4.0,4.0,0.0,0.16666666666666666,2022/23,AFG,Afghanistan,67b7bad4
Fareed Ahmad,4,3.0,5.0,5.0,0.0,0.18518518518518517,2023,AFG,Afghanistan,67b7bad4
Fareed Ahmad,2,2.0,5.0,5.0,0.0,0.1724137931034483,2023/24,AFG,Afghanistan,67b7bad4
Farhan Ahmed,3,3.0,1.0,1.0,0.0,0.3333333333333333,2015/16,UAE,United Arab Emirates,927694f7
Fayaz Khan,6,6.0,4.0,4.0,0.0,0.6666666666666666,2021/22,GER,Germany,373954ca
Fayaz Khan,3,3.0,4.0,4.0,0.0,0.4444444444444444,2023,GER,Germany,373954ca
Fayaz Khan,4,4.0,7.0,7.0,0.0,0.5384615384615384,2024,GER,Germany,373954ca
Fayaz Mohammad,1,0.0,0.0,0.0,0.0,NaN,2020,BUL,Bulgaria,67fedcb4
Fayaz Mohammad,4,4.0,0.0,0.0,0.0,0.0,2022,BUL,Bulgaria,67fedcb4
Fayyaz Ahmed,1,1.0,1.0,1.0,0.0,1.0,2015,UAE,United Arab Emirates,5a6bb1c7
Fayyaz Butt,3,3.0,0.0,0.0,0.0,0.0,2018/19,OMA,Oman,bd9fbd51
Fayyaz Butt,11,11.0,2.0,2.0,0.0,0.14285714285714285,2019/20,OMA,Oman,bd9fbd51
Fayyaz Butt,8,8.0,5.0,5.0,0.0,0.22727272727272727,2021/22,OMA,Oman,bd9fbd51
Fayyaz Butt,1,1.0,5.0,5.0,0.0,0.21739130434782608,2022/23,OMA,Oman,bd9fbd51
Fayyaz Butt,6,6.0,7.0,7.0,0.0,0.2413793103448276,2023,OMA,Oman,bd9fbd51
Fayyaz Butt,4,4.0,7.0,7.0,0.0,0.21212121212121213,2023/24,OMA,Oman,bd9fbd51
Fayyaz Butt,14,14.0,9.0,9.0,0.0,0.19148936170212766,2024,OMA,Oman,bd9fbd51
Fazal Niazai,1,1.0,0.0,0.0,0.0,0.0,2019,AFG,Afghanistan,0dd86d5f
Fazalhaq Farooqi,1,1.0,0.0,0.0,0.0,0.0,2020/21,AFG,Afghanistan,e9c7f0d0
Fazalhaq Farooqi,2,2.0,0.0,0.0,0.0,0.0,2021/22,AFG,Afghanistan,e9c7f0d0
Fazalhaq Farooqi,11,11.0,2.0,2.0,0.0,0.14285714285714285,2022,AFG,Afghanistan,e9c7f0d0
Fazalhaq Farooqi,8,8.0,3.0,3.0,0.0,0.13636363636363635,2022/23,AFG,Afghanistan,e9c7f0d0
Fazalhaq Farooqi,2,2.0,3.0,3.0,0.0,0.125,2023,AFG,Afghanistan,e9c7f0d0
Fazalhaq Farooqi,10,10.0,4.0,4.0,0.0,0.11764705882352941,2023/24,AFG,Afghanistan,e9c7f0d0
Fazalhaq Farooqi,8,8.0,5.0,5.0,0.0,0.11904761904761904,2024,AFG,Afghanistan,e9c7f0d0
Fazil Rahman,6,6.0,1.0,1.0,0.0,0.16666666666666666,2023,MLT,Malta,d18b7f34
Festus Benn,5,5.0,2.0,2.0,0.0,0.4,2022,Bhm,Bahamas,de6b3760
Festus Benn,4,4.0,4.0,4.0,0.0,0.4444444444444444,2022/23,Bhm,Bahamas,de6b3760
Fiaz Ahmed,4,4.0,3.0,3.0,0.0,0.75,2018/19,BHR,Bahrain,df1f2f29
Fiaz Ahmed,4,4.0,7.0,7.0,0.0,0.875,2019/20,BHR,Bahrain,df1f2f29
Fiaz Ahmed,2,2.0,7.0,7.0,0.0,0.7,2021/22,BHR,Bahrain,df1f2f29
Fiaz Ahmed,2,2.0,8.0,8.0,0.0,0.6666666666666666,2023,BHR,Bahrain,df1f2f29
Fida Hussain,2,2.0,0.0,0.0,0.0,0.0,2019,ITA,Italy,0f85e75c
Firas Hussain,7,7.0,3.0,3.0,0.0,0.42857142857142855,2024,BUL,Bulgaria,261d591a
Fitri Sham,10,9.0,2.0,2.0,0.0,0.2222222222222222,2019,MAS,Malaysia,d2ec068c
Fitri Sham,12,12.0,5.0,5.0,0.0,0.23809523809523808,2019/20,MAS,Malaysia,d2ec068c
Fitri Sham,2,2.0,5.0,5.0,0.0,0.21739130434782608,2021,MAS,Malaysia,d2ec068c
Fitri Sham,4,4.0,6.0,6.0,0.0,0.2222222222222222,2022,MAS,Malaysia,d2ec068c
Fitri Sham,11,10.0,8.0,8.0,0.0,0.21621621621621623,2022/23,MAS,Malaysia,d2ec068c
Fitri Sham,2,2.0,8.0,8.0,0.0,0.20512820512820512,2023,MAS,Malaysia,d2ec068c
Fitri Sham,4,4.0,8.0,8.0,0.0,0.18604651162790697,2023/24,MAS,Malaysia,d2ec068c
G Axtell,2,2.0,3.0,3.0,0.0,1.5,2021/22,BHR,Bahrain,e6a7c6e2
G Bakiweyem,3,3.0,1.0,1.0,0.0,0.3333333333333333,2019,GHA,Ghana,5fe3709e
G Bakiweyem,5,5.0,3.0,3.0,0.0,0.375,2021,GHA,Ghana,5fe3709e
G Bakiweyem,4,4.0,4.0,4.0,0.0,0.3333333333333333,2021/22,GHA,Ghana,5fe3709e
G Bakiweyem,7,7.0,6.0,6.0,0.0,0.3157894736842105,2022/23,GHA,Ghana,5fe3709e
G Bakiweyem,17,17.0,15.0,15.0,0.0,0.4166666666666667,2023/24,GHA,Ghana,5fe3709e
G Bakiweyem,5,5.0,15.0,15.0,0.0,0.36585365853658536,2024,GHA,Ghana,5fe3709e
G Burrows,1,1.0,0.0,0.0,0.0,0.0,2020,IOM,Isle of Man,8bee668b
G Burrows,4,4.0,2.0,2.0,0.0,0.4,2021/22,IOM,Isle of Man,8bee668b
G Burrows,5,5.0,5.0,5.0,0.0,0.5,2022,IOM,Isle of Man,8bee668b
G Burrows,3,3.0,6.0,6.0,0.0,0.46153846153846156,2022/23,IOM,Isle of Man,8bee668b
G Burrows,3,2.0,8.0,8.0,0.0,0.5333333333333333,2023,IOM,Isle of Man,8bee668b
G Burrows,5,5.0,9.0,9.0,0.0,0.45,2024,IOM,Isle of Man,8bee668b
G Chaturvedi,2,2.0,0.0,0.0,0.0,0.0,2019/20,MLT,Malta,e1c92333
G Chaturvedi,3,3.0,2.0,2.0,0.0,0.4,2020,MLT,Malta,e1c92333
G Chaturvedi,5,5.0,4.0,4.0,0.0,0.4,2021,MLT,Malta,e1c92333
G Chaturvedi,1,1.0,4.0,4.0,0.0,0.36363636363636365,2021/22,MLT,Malta,e1c92333
G Chaturvedi,8,8.0,8.0,8.0,0.0,0.42105263157894735,2022,MLT,Malta,e1c92333
G Chohan,5,5.0,0.0,0.0,0.0,0.0,2021/22,PHI,Philippines,b978780e
G Chohan,5,5.0,0.0,0.0,0.0,0.0,2023,PHI,Philippines,b978780e
G Chohan,2,2.0,0.0,0.0,0.0,0.0,2023/24,PHI,Philippines,b978780e
G Chohan,2,2.0,1.0,1.0,0.0,0.07142857142857142,2024,PHI,Philippines,b978780e
G Coetzee,4,4.0,1.0,1.0,0.0,0.25,2023/24,SA,South Africa,3204c99f
G Coetzee,2,2.0,1.0,1.0,0.0,0.16666666666666666,2024,SA,South Africa,3204c99f
G Fatouros,4,4.0,2.0,2.0,0.0,0.5,2022,GRC,Greece,b388d623
G Ganbold,13,13.0,2.0,2.0,0.0,0.15384615384615385,2024,MNG,Mongolia,947346d8
G Johnson,7,6.0,3.0,3.0,0.0,0.5,2022/23,STHEL,St Helena,ceec82cd
G Kaltongga,3,3.0,0.0,0.0,0.0,0.0,2018/19,VAN,Vanuatu,edae74d8
G Kansonkho,6,6.0,4.0,4.0,0.0,0.6666666666666666,2019/20,MWI,Malawi,f3ca5af8
G Kansonkho,5,5.0,8.0,8.0,0.0,0.7272727272727273,2021/22,MWI,Malawi,f3ca5af8
G Kansonkho,3,3.0,9.0,9.0,0.0,0.6428571428571429,2022,MWI,Malawi,f3ca5af8
G Kansonkho,7,7.0,12.0,12.0,0.0,0.5714285714285714,2022/23,MWI,Malawi,f3ca5af8
G Kansonkho,3,3.0,12.0,12.0,0.0,0.5,2023,MWI,Malawi,f3ca5af8
G Kansonkho,5,5.0,12.0,12.0,0.0,0.41379310344827586,2023/24,MWI,Malawi,f3ca5af8
G Kansonkho,10,10.0,13.0,13.0,0.0,0.3333333333333333,2024,MWI,Malawi,f3ca5af8
G Kansonkho,5,5.0,14.0,14.0,0.0,0.3181818181818182,2024/25,MWI,Malawi,f3ca5af8
G Malla,1,1.0,0.0,0.0,0.0,0.0,2014/15,NEP,Nepal,b2e1d224
G Malla,7,7.0,2.0,2.0,0.0,0.25,2015,NEP,Nepal,b2e1d224
G Malla,1,1.0,2.0,2.0,0.0,0.2222222222222222,2018,NEP,Nepal,b2e1d224
G Malla,3,3.0,7.0,7.0,0.0,0.5833333333333334,2018/19,NEP,Nepal,b2e1d224
G Malla,6,6.0,11.0,11.0,0.0,0.6111111111111112,2019,NEP,Nepal,b2e1d224
G Malla,6,6.0,13.0,13.0,0.0,0.5416666666666666,2019/20,NEP,Nepal,b2e1d224
G Malla,5,5.0,15.0,15.0,0.0,0.5172413793103449,2021,NEP,Nepal,b2e1d224
G Malla,8,8.0,18.0,18.0,0.0,0.4864864864864865,2021/22,NEP,Nepal,b2e1d224
G Malla,5,5.0,22.0,22.0,0.0,0.5238095238095238,2022,NEP,Nepal,b2e1d224
G Manan,3,3.0,1.0,1.0,0.0,0.3333333333333333,2019,ROM,Romania,d7265622
G Manan,3,3.0,2.0,2.0,0.0,0.3333333333333333,2020/21,ROM,Romania,d7265622
G Manan,8,8.0,4.0,4.0,0.0,0.2857142857142857,2021,ROM,Romania,d7265622
G Manan,1,1.0,4.0,4.0,0.0,0.26666666666666666,2023,ROM,Romania,d7265622
G Mckeon,5,5.0,3.0,3.0,0.0,0.6,2022,Fran,France,31366b7e
G Mckeon,6,6.0,7.0,7.0,0.0,0.6363636363636364,2023,Fran,France,31366b7e
G Mckeon,9,9.0,10.0,10.0,0.0,0.5,2024,Fran,France,31366b7e
G Miller,2,2.0,1.0,0.0,1.0,0.5,2022,COK,Cook Islands,a877819f
G Motie,1,1.0,0.0,0.0,0.0,0.0,2021/22,WI,West Indies,97bdec3d
G Motie,4,4.0,1.0,1.0,0.0,0.2,2023/24,WI,West Indies,97bdec3d
G Motie,13,13.0,4.0,4.0,0.0,0.2222222222222222,2024,WI,West Indies,97bdec3d
G Motie,3,3.0,5.0,5.0,0.0,0.23809523809523808,2024/25,WI,West Indies,97bdec3d
G Mubiru,1,1.0,1.0,1.0,0.0,1.0,2021,UGA,Uganda,732ce0c2
G Mubiru,2,2.0,1.0,1.0,0.0,0.3333333333333333,2021/22,UGA,Uganda,732ce0c2
G Murali,3,3.0,2.0,2.0,0.0,0.6666666666666666,2019,CRC,Costa Rica,76177951
G Murali,5,5.0,2.0,2.0,0.0,0.25,2024,CRC,Costa Rica,76177951
G Raymond,2,2.0,0.0,0.0,0.0,0.0,2022,COK,Cook Islands,a9f43e60
G Richardson,1,1.0,0.0,0.0,0.0,0.0,2024,JER,Jersey,5ca0e315
G Riley,2,2.0,0.0,0.0,0.0,0.0,2022/23,GMB,Gambia,af16cd9e
G Riley,1,1.0,0.0,0.0,0.0,0.0,2024/25,GMB,Gambia,af16cd9e
G Schachat,3,3.0,1.0,1.0,0.0,0.3333333333333333,2022,ISR,Israel,ff92e604
G Sesay,10,10.0,4.0,4.0,0.0,0.4,2021/22,SLE,Sierra Leone,c556b9d2
G Sesay,7,7.0,5.0,5.0,0.0,0.29411764705882354,2022/23,SLE,Sierra Leone,c556b9d2
G Sesay,16,16.0,9.0,9.0,0.0,0.2727272727272727,2023/24,SLE,Sierra Leone,c556b9d2
G Singh,6,6.0,1.0,1.0,0.0,0.16666666666666666,2021/22,USA,United States of America,e93b6c95
G Singh,5,5.0,5.0,5.0,0.0,0.45454545454545453,2022,USA,United States of America,e93b6c95
G Singh,2,2.0,5.0,5.0,0.0,0.38461538461538464,2024,USA,United States of America,e93b6c95
G Singhdeo,5,5.0,3.0,3.0,0.0,0.6,2024,CRC,Costa Rica,4ae44aec
G Stewart,6,6.0,1.0,1.0,0.0,0.16666666666666666,2021/22,ITA,Italy,a77472dc
G Stewart,4,4.0,3.0,3.0,0.0,0.3,2022/23,ITA,Italy,a77472dc
G Stewart,4,4.0,5.0,5.0,0.0,0.35714285714285715,2023,ITA,Italy,a77472dc
G Thakur,8,8.0,1.0,1.0,0.0,0.125,2023,MLT,Malta,93720584
G Thakur,5,5.0,2.0,2.0,0.0,0.15384615384615385,2024,MLT,Malta,93720584
G Venkateswaran,3,3.0,0.0,0.0,0.0,0.0,2019,LUX,Luxembourg,a4bcaba7
G Venkateswaran,2,2.0,0.0,0.0,0.0,0.0,2021,LUX,Luxembourg,a4bcaba7
G Venkateswaran,7,7.0,3.0,3.0,0.0,0.25,2022,LUX,Luxembourg,a4bcaba7
G Venkateswaran,5,5.0,3.0,3.0,0.0,0.17647058823529413,2023,LUX,Luxembourg,a4bcaba7
GA Priandana,7,7.0,2.0,2.0,0.0,0.2857142857142857,2022/23,INA,Indonesia,2af0e3b1
GA Priandana,2,2.0,3.0,3.0,0.0,0.3333333333333333,2023,INA,Indonesia,2af0e3b1
GA Priandana,13,13.0,8.0,8.0,0.0,0.36363636363636365,2023/24,INA,Indonesia,2af0e3b1
GA Priandana,6,6.0,11.0,11.0,0.0,0.39285714285714285,2024,INA,Indonesia,2af0e3b1
GA Priandana,4,4.0,11.0,11.0,0.0,0.34375,2024/25,INA,Indonesia,2af0e3b1
GA Stuurman,1,1.0,0.0,0.0,0.0,0.0,2020/21,SA,South Africa,d4d37c31
GC Galanis,2,2.0,2.0,2.0,0.0,1.0,2019/20,GRC,Greece,db218528
GC Galanis,4,4.0,6.0,6.0,0.0,1.0,2021,GRC,Greece,db218528
GC Galanis,4,4.0,9.0,9.0,0.0,0.9,2022,GRC,Greece,db218528
GC Galanis,4,4.0,10.0,10.0,0.0,0.7142857142857143,2024,GRC,Greece,db218528
GC Murtaza,5,5.0,1.0,1.0,0.0,0.2,2023,CAM,Cambodia,6cc4d322
GC Murtaza,13,12.0,5.0,5.0,0.0,0.29411764705882354,2023/24,CAM,Cambodia,6cc4d322
GC Murtaza,3,3.0,5.0,5.0,0.0,0.25,2024,CAM,Cambodia,6cc4d322
GC Wilson,4,4.0,5.0,4.0,1.0,1.25,2015,IRE,Ireland,05de1a5a
GC Wilson,8,8.0,8.0,7.0,1.0,0.6666666666666666,2015/16,IRE,Ireland,05de1a5a
GC Wilson,7,7.0,11.0,10.0,1.0,0.5789473684210527,2016/17,IRE,Ireland,05de1a5a
GC Wilson,8,8.0,15.0,14.0,1.0,0.5555555555555556,2018,IRE,Ireland,05de1a5a
GC Wilson,5,5.0,15.0,14.0,1.0,0.46875,2019,IRE,Ireland,05de1a5a
GC Wilson,15,15.0,26.0,22.0,4.0,0.5531914893617021,2019/20,IRE,Ireland,05de1a5a
GD Arta,2,2.0,1.0,1.0,0.0,0.5,2022/23,INA,Indonesia,e969e580
GD Arta,3,3.0,3.0,3.0,0.0,0.6,2023,INA,Indonesia,e969e580
GD Arta,11,11.0,4.0,4.0,0.0,0.25,2023/24,INA,Indonesia,e969e580
GD Arta,9,9.0,6.0,6.0,0.0,0.24,2024,INA,Indonesia,e969e580
GD Arta,5,5.0,6.0,6.0,0.0,0.2,2024/25,INA,Indonesia,e969e580
GD Elliott,3,3.0,0.0,0.0,0.0,0.0,2015,NZ,ICC World XI,c03449e0
GD Elliott,3,3.0,0.0,0.0,0.0,0.0,2015,NZ,New Zealand,c03449e0
GD Elliott,10,10.0,4.0,4.0,0.0,0.3076923076923077,2015/16,NZ,ICC World XI,c03449e0
GD Elliott,10,10.0,4.0,4.0,0.0,0.3076923076923077,2015/16,NZ,New Zealand,c03449e0
GD Phillips,1,1.0,0.0,0.0,0.0,0.0,2016/17,NZ,New Zealand,9a46c4e5
GD Phillips,7,6.0,9.0,7.0,2.0,1.2857142857142858,2017/18,NZ,New Zealand,9a46c4e5
GD Phillips,3,3.0,11.0,9.0,2.0,1.1,2018/19,NZ,New Zealand,9a46c4e5
GD Phillips,14,14.0,19.0,17.0,2.0,0.7916666666666666,2020/21,NZ,New Zealand,9a46c4e5
GD Phillips,10,10.0,21.0,19.0,2.0,0.6176470588235294,2021/22,NZ,New Zealand,9a46c4e5
GD Phillips,9,9.0,33.0,31.0,2.0,0.7674418604651163,2022,NZ,New Zealand,9a46c4e5
GD Phillips,15,15.0,39.0,37.0,2.0,0.6724137931034483,2022/23,NZ,New Zealand,9a46c4e5
GD Phillips,4,4.0,41.0,39.0,2.0,0.6612903225806451,2023,NZ,New Zealand,9a46c4e5
GD Phillips,11,10.0,49.0,47.0,2.0,0.6805555555555556,2023/24,NZ,New Zealand,9a46c4e5
GD Phillips,4,4.0,52.0,50.0,2.0,0.6842105263157895,2024,NZ,New Zealand,9a46c4e5
GDR Eranga,6,6.0,2.0,2.0,0.0,0.3333333333333333,2019,CAN,Canada,95c434f7
GDR Eranga,3,3.0,2.0,2.0,0.0,0.2222222222222222,2019/20,CAN,Canada,95c434f7
GE Gutierrez Chavez,3,3.0,0.0,0.0,0.0,0.0,2024,Mex,Mexico,6ecd3d7b
GF Gomes,7,6.0,0.0,0.0,0.0,0.0,2019/20,MOZ,Mozambique,0d9d3baa
GF Gomes,8,8.0,1.0,1.0,0.0,0.07142857142857142,2022,MOZ,Mozambique,0d9d3baa
GF Linde,3,3.0,1.0,1.0,0.0,0.3333333333333333,2020/21,SA,South Africa,e5437608
GF Linde,11,11.0,6.0,6.0,0.0,0.42857142857142855,2021,SA,South Africa,e5437608
GG Alta,4,4.0,0.0,0.0,0.0,0.0,2022,TKY,Turkey,c7bb2416
GG Alta,4,4.0,1.0,1.0,0.0,0.125,2024,TKY,Turkey,c7bb2416
GG Banner,3,3.0,2.0,2.0,0.0,0.6666666666666666,2019,Blz,Belize,aeb893b4
GG Banner,6,6.0,5.0,5.0,0.0,0.5555555555555556,2021/22,Blz,Belize,aeb893b4
GH Dockrell,7,5.0,4.0,4.0,0.0,0.8,2015,IRE,Ireland,99cddc5e
GH Dockrell,6,6.0,7.0,7.0,0.0,0.6363636363636364,2015/16,IRE,Ireland,99cddc5e
GH Dockrell,7,7.0,17.0,17.0,0.0,0.9444444444444444,2016/17,IRE,Ireland,99cddc5e
GH Dockrell,8,8.0,24.0,24.0,0.0,0.9230769230769231,2018,IRE,Ireland,99cddc5e
GH Dockrell,6,6.0,26.0,26.0,0.0,0.8125,2018/19,IRE,Ireland,99cddc5e
GH Dockrell,3,3.0,26.0,26.0,0.0,0.7428571428571429,2019,IRE,Ireland,99cddc5e
GH Dockrell,14,14.0,33.0,33.0,0.0,0.673469387755102,2019/20,IRE,Ireland,99cddc5e
GH Dockrell,6,6.0,33.0,33.0,0.0,0.6,2021,IRE,Ireland,99cddc5e
GH Dockrell,10,10.0,38.0,38.0,0.0,0.5846153846153846,2021/22,IRE,Ireland,99cddc5e
GH Dockrell,12,12.0,44.0,44.0,0.0,0.5714285714285714,2022,IRE,Ireland,99cddc5e
GH Dockrell,13,13.0,50.0,50.0,0.0,0.5555555555555556,2022/23,IRE,Ireland,99cddc5e
GH Dockrell,7,7.0,54.0,54.0,0.0,0.5567010309278351,2023,IRE,Ireland,99cddc5e
GH Dockrell,5,5.0,55.0,55.0,0.0,0.5392156862745098,2023/24,IRE,Ireland,99cddc5e
GH Dockrell,9,9.0,58.0,58.0,0.0,0.5225225225225225,2024,IRE,Ireland,99cddc5e
GH Dockrell,2,2.0,58.0,58.0,0.0,0.5132743362831859,2024/25,IRE,Ireland,99cddc5e
GH O'Brien,4,4.0,0.0,0.0,0.0,0.0,2019,BER,Bermuda,7bbeac6d
GH O'Brien,4,4.0,2.0,2.0,0.0,0.25,2019/20,BER,Bermuda,7bbeac6d
GH Smit,3,3.0,0.0,0.0,0.0,0.0,2023,GUE,Guernsey,24776ac5
GH Worker,2,2.0,1.0,1.0,0.0,0.5,2015,NZ,New Zealand,51a36d3e
GHS Garton,1,1.0,0.0,0.0,0.0,0.0,2021/22,ENG,England,be869ccf
GI Hume,1,1.0,0.0,0.0,0.0,0.0,2022,IRE,Ireland,25550d06
GI Hume,3,3.0,0.0,0.0,0.0,0.0,2022/23,IRE,Ireland,25550d06
GI Hume,2,2.0,0.0,0.0,0.0,0.0,2024,IRE,Ireland,25550d06
GI Hume,1,1.0,0.0,0.0,0.0,0.0,2024/25,IRE,Ireland,25550d06
GJ Bailey,1,1.0,1.0,1.0,0.0,1.0,2016,AUS,ICC World XI,5056011d
GJ Bailey,1,1.0,1.0,1.0,0.0,1.0,2016,AUS,Australia,5056011d
GJ Delany,5,5.0,2.0,2.0,0.0,0.4,2019,IRE,Ireland,33b3d2df
GJ Delany,18,18.0,8.0,8.0,0.0,0.34782608695652173,2019/20,IRE,Ireland,33b3d2df
GJ Delany,14,14.0,14.0,14.0,0.0,0.3783783783783784,2021/22,IRE,Ireland,33b3d2df
GJ Delany,12,12.0,15.0,15.0,0.0,0.30612244897959184,2022,IRE,Ireland,33b3d2df
GJ Delany,12,12.0,20.0,20.0,0.0,0.32786885245901637,2022/23,IRE,Ireland,33b3d2df
GJ Delany,6,6.0,23.0,23.0,0.0,0.34328358208955223,2023/24,IRE,Ireland,33b3d2df
GJ Delany,8,8.0,26.0,26.0,0.0,0.3466666666666667,2024,IRE,Ireland,33b3d2df
GJ Maxwell,2,2.0,1.0,1.0,0.0,0.5,2014/15,AUS,Australia,b681e71e
GJ Maxwell,1,1.0,1.0,1.0,0.0,0.3333333333333333,2015,AUS,Australia,b681e71e
GJ Maxwell,9,9.0,6.0,6.0,0.0,0.5,2015/16,AUS,Australia,b681e71e
GJ Maxwell,2,2.0,7.0,7.0,0.0,0.5,2016,AUS,Australia,b681e71e
GJ Maxwell,7,7.0,12.0,12.0,0.0,0.5714285714285714,2017/18,AUS,Australia,b681e71e
GJ Maxwell,6,6.0,14.0,14.0,0.0,0.5185185185185185,2018,AUS,Australia,b681e71e
GJ Maxwell,10,9.0,19.0,19.0,0.0,0.5277777777777778,2018/19,AUS,Australia,b681e71e
GJ Maxwell,2,2.0,19.0,19.0,0.0,0.5,2019/20,AUS,Australia,b681e71e
GJ Maxwell,3,3.0,20.0,20.0,0.0,0.4878048780487805,2020,AUS,Australia,b681e71e
GJ Maxwell,8,8.0,24.0,24.0,0.0,0.4897959183673469,2020/21,AUS,Australia,b681e71e
GJ Maxwell,12,12.0,28.0,28.0,0.0,0.45901639344262296,2021/22,AUS,Australia,b681e71e
GJ Maxwell,6,6.0,28.0,28.0,0.0,0.417910447761194,2022,AUS,Australia,b681e71e
GJ Maxwell,8,8.0,30.0,30.0,0.0,0.4,2022/23,AUS,Australia,b681e71e
GJ Maxwell,8,8.0,34.0,34.0,0.0,0.40963855421686746,2023/24,AUS,Australia,b681e71e
GJ Maxwell,7,7.0,41.0,41.0,0.0,0.45555555555555555,2024,AUS,Australia,b681e71e
GJ McCarter,3,2.0,0.0,0.0,0.0,0.0,2015,IRE,Ireland,6232e1ed
GJ Snyman,1,1.0,1.0,1.0,0.0,1.0,2020/21,SA,South Africa,a3ae63f4
GJ Thompson,1,1.0,0.0,0.0,0.0,0.0,2016,IRE,Ireland,91f0792f
GJ Thompson,7,7.0,1.0,1.0,0.0,0.125,2016/17,IRE,Ireland,91f0792f
GJ Thompson,2,2.0,2.0,2.0,0.0,0.2,2019,IRE,Ireland,91f0792f
GJ van Rensburg,3,3.0,0.0,0.0,0.0,0.0,2023/24,NAM,Namibia,602db3d9
GJ van Rensburg,1,1.0,2.0,2.0,0.0,0.5,2024,NAM,Namibia,602db3d9
GK Berg,6,6.0,1.0,1.0,0.0,0.16666666666666666,2021/22,ITA,Italy,42151725
GK Berg,4,4.0,4.0,4.0,0.0,0.4,2022,ITA,Italy,42151725
GK Berg,5,5.0,4.0,4.0,0.0,0.26666666666666666,2023,ITA,Italy,42151725
GK Berg,4,4.0,6.0,6.0,0.0,0.3157894736842105,2024,ITA,Italy,42151725
GK Ghalley,7,7.0,5.0,5.0,0.0,0.7142857142857143,2022,BHU,Bhutan,2d1b6dee
GK Ghalley,4,4.0,6.0,6.0,0.0,0.5454545454545454,2023,BHU,Bhutan,2d1b6dee
GK Ghalley,4,4.0,9.0,9.0,0.0,0.6,2024/25,BHU,Bhutan,2d1b6dee
GL Cloete,2,2.0,0.0,0.0,0.0,0.0,2018/19,SA,South Africa,3bf40832
GM Ntambalika,3,3.0,0.0,0.0,0.0,0.0,2019/20,MWI,Malawi,8c8a3f08
GM Ntambalika,6,6.0,0.0,0.0,0.0,0.0,2021/22,MWI,Malawi,8c8a3f08
GM Ntambalika,3,3.0,0.0,0.0,0.0,0.0,2022,MWI,Malawi,8c8a3f08
GM Ntambalika,7,7.0,2.0,2.0,0.0,0.10526315789473684,2022/23,MWI,Malawi,8c8a3f08
GM Ntambalika,3,3.0,4.0,4.0,0.0,0.18181818181818182,2023,MWI,Malawi,8c8a3f08
GM Ntambalika,1,1.0,4.0,4.0,0.0,0.17391304347826086,2023/24,MWI,Malawi,8c8a3f08
GM Ntambalika,6,6.0,8.0,8.0,0.0,0.27586206896551724,2024,MWI,Malawi,8c8a3f08
GM Strydom,6,6.0,2.0,2.0,0.0,0.3333333333333333,2019,CAY,Cayman Islands,5dc19220
GO Sopinho,1,1.0,1.0,1.0,0.0,1.0,2021/22,MOZ,Mozambique,019e7a95
GP Meade,8,7.0,3.0,3.0,0.0,0.42857142857142855,2019,ITA,Italy,3957a70a
GP Meade,6,6.0,6.0,6.0,0.0,0.46153846153846156,2021/22,ITA,Italy,3957a70a
GP Meade,5,5.0,8.0,8.0,0.0,0.4444444444444444,2022,ITA,Italy,3957a70a
GP Meade,3,3.0,9.0,9.0,0.0,0.42857142857142855,2022/23,ITA,Italy,3957a70a
GP Meade,5,5.0,12.0,12.0,0.0,0.46153846153846156,2023,ITA,Italy,3957a70a
