player_id,Player,Mat,SR,Overs,Wkts,Econ,D/I
f80682f8,Ravinderpal Singh,35,145.23,1.1,2.0,12.0,0.588
31080a88,Aslam Khan,9,108.33,0.0,0.0,0.0,0.444
5aeab54c,Ihsanullah,1,142.85,0.0,0.0,0.0,0.0
a049c39b,Tariq Aziz,4,85.1,16.0,6.0,4.37,0.0
321fcf79,S Singh,1,0.0,0.0,0.0,0.0,0.0
51a60c16,CJ Boyce,7,57.14,23.0,8.0,6.6,0.0
8b5b6769,Harbhajan Singh,28,124.13,102.0,25.0,6.2,0.259
7d85b1e9,BA Viraliliu,3,122.5,0.0,0.0,0.0,0.666
d666d3a8,BA Parchment,1,166.66,0.0,0.0,0.0,0.0
69cccff3,Rashid Khan,93,128.13,353.2,152.0,6.08,0.0
9585854d,D Wotu,17,122.22,52.3,14.0,7.2,0.235
9853b404,ML Castillo,5,91.42,12.0,3.0,6.58,0.4
4ebc70ca,GT Main,16,70.58,40.2,19.0,8.47,0.214
907d6e58,Aamer Yamin,2,250.0,6.0,2.0,6.16,0.0
d4aa2ddb,R Sheshadri,4,95.45,3.0,1.0,6.66,0.25
9b8a3c39,Muhammad Musa,2,0.0,7.5,0.0,7.91,0.0
1ba16d18,Tarun Sharma,10,101.73,1.0,0.0,14.0,1.0
9219eff0,JDS Neesham,79,154.5,118.3,39.0,9.09,0.467
8d2c70ad,Kuldeep Yadav,40,77.96,143.2,69.0,6.77,0.307
e7de4f6b,RR Emrit,4,62.96,16.0,4.0,9.75,0.0
07e5bda2,L Monanthane,11,38.33,23.0,4.0,9.17,0.09
fb2d1dda,N Rana,2,55.55,0.0,0.0,0.0,0.0
b312a9c1,E Walker,5,15.78,8.0,1.0,9.37,0.0
c10747c3,Imran Arif,4,75.0,16.0,6.0,5.5,0.5
9f500ddb,L Nou,3,66.66,10.0,1.0,6.5,0.0
6c7880ff,Muhammed Shanil,1,33.33,4.0,0.0,12.25,0.0
ccda520f,Anik Ahmed,4,91.37,9.0,2.0,8.44,0.0
da3b91fd,Imran Khan,3,0.0,13.0,2.0,6.38,1.0
710e1a5c,Ravinder Singh,7,114.0,6.0,1.0,12.0,0.142
8596fe80,Mohammad Hasnain,27,92.3,101.0,25.0,8.44,0.037
f20e7aac,W Uisuk,4,27.5,4.0,0.0,11.25,0.25
17bc032c,C Munoz-Mills,41,132.23,0.0,0.0,0.0,0.65
6bd0d89e,B Mejaro,3,15.38,6.0,2.0,9.16,0.0
a4a53adf,J Albin,25,77.38,40.0,9.0,10.95,0.16
7fa6bd8e,RR Patel,81,141.03,97.5,37.0,6.01,0.604
0b60eb09,KA Maharaj,35,93.87,118.5,35.0,7.11,0.4
940255af,A Mongar,2,66.66,3.0,2.0,3.66,0.0
4289ccc9,Samader Shadab,4,68.42,8.0,3.0,10.62,0.5
46050f42,GA Rogers,2,87.5,7.5,2.0,8.55,0.0
8955b928,S Dhakal,6,0.0,20.0,2.0,8.1,0.0
e87c009a,A Gasteratos,6,43.58,0.0,0.0,0.0,0.0
5c124657,Irfan Ahmed,8,91.56,27.0,11.0,7.03,0.25
526fe472,DE Martel,6,60.86,16.2,3.0,6.48,0.166
8e9d3dc4,PF Gallagher,22,125.26,71.5,24.0,6.13,0.545
e5ecb1ef,V Ravindran,9,134.48,3.3,3.0,1.71,0.555
a8529363,S Ateak,3,93.75,0.0,0.0,0.0,0.0
66b30f71,AB Dinda,9,91.66,30.0,17.0,8.16,0.111
2e2fe3e8,DP Hyatt,5,118.51,0.0,0.0,0.0,0.8
9822fb85,Isa Zaroo,11,93.49,9.0,4.0,10.11,0.6
22860288,RJ Kirtley,1,50.0,1.0,0.0,17.0,0.0
eb7af112,Mohammad Tauqir,3,66.66,7.0,0.0,7.85,0.333
a27d06d1,Yousuf Ali,4,133.33,7.0,1.0,8.57,0.0
ce9ce42f,Muhammad Amin,9,119.84,14.0,1.0,8.42,0.111
a1bf281e,Nijat Masood,3,80.0,11.0,4.0,8.63,0.333
35205dfc,DR Smith,33,122.78,23.4,7.0,8.95,0.242
7636b587,D Muhumuza,32,105.53,42.4,14.0,6.77,0.161
98514dce,Ibrahim Nashath,22,56.25,31.0,8.0,7.32,0.363
479da8f9,JW Chilia,14,100.0,47.2,6.0,6.65,0.285
d7725664,RA Reifer,3,112.19,5.0,1.0,12.0,0.0
07687c15,Sultan Ahmed,25,95.52,82.3,22.0,5.89,0.6
fdedb37c,SM Katich,3,146.8,0.0,0.0,0.0,0.666
3758028b,JD Allan,16,88.65,0.0,0.0,0.0,0.75
85b0ccd1,Khurram Shahzad,7,58.62,1.0,0.0,8.0,0.142
922e3dcc,Kamran Khan,36,136.08,5.5,0.0,15.42,0.277
df3438ae,TW Samuels,5,74.41,5.0,0.0,10.4,0.0
67e36e53,Jassim Khan,8,129.72,0.0,0.0,0.0,0.25
321fcf79,S Singh,1,0.0,0.0,0.0,0.0,0.761
6ddaee2d,Abrar Bilal,19,114.42,0.0,0.0,0.0,1.421
e9d6a2ce,Manpreet Singh,20,90.95,0.0,0.0,0.0,0.65
ff014c34,HG Munsey,74,144.2,0.0,0.0,0.0,0.394
488b7e22,Anoop Orsu,19,117.1,5.0,1.0,10.6,0.263
4a78f962,V Zanko,7,40.62,5.3,3.0,8.0,0.333
7c4e8e13,P Sadev,4,25.0,0.0,0.0,0.0,0.5
fd8f11e9,JM How,5,83.58,0.0,0.0,0.0,0.2
fbb6d1a7,Shahzaib Jamil,6,115.66,0.0,0.0,0.0,0.666
4751caa3,CBRLS Kumara,26,90.9,90.4,33.0,8.32,0.08
b03db6fa,MJG Rippon,19,112.5,54.4,17.0,6.34,0.222
d2d4bb0a,TR Birt,4,93.93,0.0,0.0,0.0,0.25
6a63c29c,SVE Bharathi,37,43.75,125.5,46.0,5.34,0.378
e01d2dae,Ikbal Hossain,3,166.66,10.0,3.0,5.3,0.666
7b0ea09e,Raja Shoaib,10,86.53,0.0,0.0,0.0,0.4
d0b643e1,Manan Ali,24,144.23,4.0,0.0,8.5,0.5
92075cdc,M Taylor,15,112.39,29.2,11.0,7.9,0.533
f0a0204e,MS Crane,2,0.0,8.0,1.0,7.75,0.0
f3a5c378,Aritra Dutta,25,137.0,0.0,0.0,0.0,0.2
c3a96caf,Mandeep Singh,3,119.17,0.0,0.0,0.0,0.333
b75b7b09,Rakibul Hasan,8,82.35,23.0,8.0,6.39,0.666
099135ad,Aryan Lakra,10,106.54,7.0,2.0,6.57,0.5
21b67523,F Mutua,16,112.5,37.4,20.0,6.13,0.437
5b8c830e,KH Pandya,19,130.52,68.2,15.0,8.1,0.421
5faa30f7,Amir Hayat,4,50.0,14.0,6.0,7.35,0.0
27aec396,M Stoman,3,600.0,2.3,1.0,6.4,0.0
12f53be7,Abdul Rahman,10,104.25,10.0,4.0,7.2,0.4
3576e47e,S Badrinath,1,116.21,0.0,0.0,0.0,0.0
ffafcfce,Bashir Ahmad,1,125.0,2.0,0.0,18.0,0.0
84212ffb,J Liyanage,3,62.22,0.0,0.0,0.0,0.333
7ad1417c,B Vakatini,5,62.5,0.0,0.0,0.0,0.2
792805ee,M Abdulla,10,104.42,26.3,9.0,6.18,0.2
3924b2ee,NR Johns-Wickberg,19,75.78,57.3,19.0,6.83,0.111
e454c356,T Singye,2,68.0,6.0,1.0,10.83,0.0
fbc5c0c6,RDM Leverock,2,0.0,5.0,0.0,5.4,0.0
ad9c32a2,DJ Malan,62,132.49,2.0,1.0,13.5,0.36
ed031922,Arshad Iqbal,3,0.0,9.0,4.0,5.88,0.0
7c681ee9,J Smits,6,55.55,0.0,0.0,0.0,0.2
087210b1,DJ Vilas,1,0.0,0.0,0.0,0.0,0.0
e4bc45e0,T Brown,4,31.57,0.0,0.0,0.0,0.0
2278c4ca,R Sharma,11,160.67,7.2,3.0,7.63,0.909
a5bdacc3,Mohamed Miuvaan,4,0.0,11.0,1.0,7.54,0.25
3f149080,M Coetzee,28,133.59,0.0,0.0,0.0,0.333
7f8ecc51,AM Phangiso,16,65.51,57.0,20.0,7.77,0.0
8f3c6b8a,Muhammad Farooq,8,138.46,1.0,1.0,2.0,0.25
77768f72,Rakibul Hasan,3,257.14,7.0,2.0,7.85,0.0
f092b4c7,Janak Prakash,43,125.91,149.2,48.0,8.67,0.604
ac5ae4af,I Udana,35,137.63,105.1,27.0,8.7,0.117
f92c9151,TC Bruce,17,122.36,0.0,0.0,0.0,0.937
704e0160,A Nanda,31,84.28,96.2,31.0,7.61,0.419
8a00eec1,AN Hyobeom,6,52.94,11.0,4.0,7.9,0.333
5abb0f07,TAW Patterson,3,48.93,2.0,0.0,15.5,0.0
d0d32c30,Amandeep Singh,17,128.09,39.0,13.0,6.28,0.294
8e7e982c,Muhammed Turkmen,6,144.44,10.0,3.0,7.3,0.0
07687c15,Sultan Ahmed,17,125.3,0.0,0.0,0.0,0.6
da21531c,Waqar Khan,7,113.79,13.0,8.0,6.61,0.25
0d37dea9,DE Budge,8,96.77,1.0,1.0,18.0,0.5
fd43bb69,PS Roberts,4,105.35,9.0,1.0,7.0,0.75
7264b765,Mubasir Khan,1,0.0,0.0,0.0,0.0,0.0
9d6cba1d,TJ Ramphoma,4,66.66,3.4,2.0,6.0,0.0
cccdde80,RP Arnold,1,100.0,0.0,0.0,0.0,0.0
f4a2d087,Bukhar Illikkal,11,70.58,34.0,5.0,6.55,0.363
adbf0400,Basil Hameed,61,126.33,85.3,38.0,6.99,0.475
29b89ae8,WB Rankin,50,86.48,178.0,55.0,6.84,0.326
f17ac7d0,Muhammad Khan,6,76.08,0.0,0.0,0.0,0.333
2cc08c3c,Shahid Wasif,24,105.53,0.0,0.0,0.0,0.5
b34de9a6,WK Bitis,9,129.16,13.0,3.0,8.53,0.25
151e8077,CS Baugh,3,83.33,0.0,0.0,0.0,0.0
c0c411cb,Naveen-ul-Haq,45,67.69,149.2,59.0,7.87,0.177
49691d7a,CB Mpofu,32,81.39,115.4,33.0,8.94,0.156
f42064d5,CN Greaves,30,106.29,62.0,18.0,7.77,0.413
c4f8d754,L Erdenebulgan,15,18.33,45.0,18.0,9.77,0.2
4286e899,Syed Aqeel Israr,10,50.0,27.3,9.0,5.78,0.0
4e1b4323,TS Kamunhukamwe,15,105.55,0.0,0.0,0.0,0.066
fbd4f01f,AY Patel,7,50.0,26.0,11.0,4.53,0.0
68f7caf9,M Jenkinson,5,112.65,6.0,2.0,8.5,0.2
0dc00542,Shahid Afridi,7,169.76,361.2,98.0,6.63,0.303
212aeedd,N Peter,4,140.0,11.0,4.0,9.81,0.0
5748e866,TD Paine,12,106.49,0.0,0.0,0.0,1.083
2e11c706,BCJ Cutting,7,148.14,21.0,3.0,10.23,0.714
a0a32dd1,Imran Khan,3,0.0,13.0,2.0,6.38,1.0
0226b73a,Imran Haider,4,95.0,0.0,0.0,0.0,1.5
69e23303,Shahadat Hossain,6,66.66,0.0,0.0,0.0,0.0
a4799701,Danish Aziz,2,105.71,3.0,2.0,9.66,0.0
c8c9d60b,BBJL Perera,18,111.89,0.0,0.0,0.0,0.352
abbdca1a,PM Seelaar,77,111.09,188.4,58.0,6.83,0.426
dba54d8e,JA Burrows,24,108.86,70.2,31.0,7.63,0.347
086f5984,Junaid Khan,9,75.0,68.0,23.0,6.08,0.05
97f44626,NK Tiwari,17,88.99,52.5,18.0,6.75,0.352
ef503cfe,P Kumbhare,20,55.55,67.1,24.0,4.45,0.15
b681e71e,GJ Maxwell,113,154.76,163.1,43.0,8.02,0.464
1021b6e5,J Rasu,39,110.29,89.0,35.0,7.21,0.256
3f61a062,BTJ Wheal,23,90.0,77.0,22.0,8.53,0.318
af8d9fd9,Yasir Mehmood,4,105.76,12.0,4.0,6.91,0.5
5f0f398d,D Mauro,4,70.83,0.0,0.0,0.0,0.25
eaeb065e,TCW Veillard,4,64.7,16.0,4.0,5.81,0.25
7dc35884,Shakib Al Hasan,129,121.18,457.3,149.0,6.81,0.244
c83ef4d6,Sandeep Goud,13,113.4,14.0,4.0,8.0,0.321
ff1e08eb,Azam Khalil,9,119.51,31.0,9.0,5.74,0.333
bb134e5c,JJ Smit,55,143.14,125.2,46.0,6.65,0.5
97e36a0f,Mahmud Jasat,14,73.79,2.0,0.0,13.5,0.5
5365f10f,RR Bastiansz,5,103.52,0.0,0.0,0.0,1.2
d0d9790b,Nurudeen Ibrahim,1,0.0,0.0,0.0,0.0,0.0
42a01b52,Ilyas Ahmed,19,107.14,62.0,19.0,7.4,0.052
2e3c45d3,HJ Patel,2,100.0,0.0,0.0,0.0,0.5
c6b11959,A Gorawara,4,102.7,0.0,0.0,0.0,0.75
e8511411,SJ Baard,28,112.97,0.0,0.0,0.0,0.464
53597be1,BRM Taylor,45,118.22,5.0,1.0,3.4,0.488
f4ccbe6f,K Namchaikul,18,42.3,38.5,12.0,6.64,0.222
8bba9ec2,KJ Young,9,103.31,13.0,3.0,8.38,0.777
d094e7d1,Abdur Rehman,8,75.86,26.0,11.0,7.38,0.75
c8a3f688,SN Netravalkar,36,85.0,115.5,36.0,6.7,0.25
5f547c8b,Rashid Khan,93,128.13,7.0,1.0,9.57,0.387
31366b7e,G Mckeon,20,147.0,26.3,9.0,6.26,0.5
1e43a8c8,Sukhkaran Sahi,5,50.0,5.3,1.0,9.81,0.2
f771a151,EC Rainsford,2,50.0,6.0,0.0,11.16,0.0
cebbf3c9,Myat Thu Aung,9,31.37,5.0,2.0,7.2,0.222
77768f72,Rakibul Hasan,8,82.35,7.0,2.0,7.85,0.0
a671e99e,D Berthe,2,0.0,0.0,0.0,0.0,0.0
e5464794,Sazib Bhuiyan,20,134.75,50.3,25.0,8.05,0.2
2a6ccc1c,S Chandramohan,47,121.1,0.0,0.0,0.0,0.723
45c2196c,DE Bollinger,9,100.0,35.0,9.0,7.11,0.222
a8e54ef4,Aamer Jamal,6,179.59,16.5,2.0,11.1,0.166
74c6c6e0,NR Welch,7,104.3,0.0,0.0,0.0,0.0
a1e80d06,A Shukla,38,56.09,6.0,1.0,8.66,0.0
21bf71ab,T Mupariwa,4,166.66,13.0,1.0,7.23,0.0
fdc1ac0f,Hazrat Luqman,2,133.33,6.0,1.0,10.0,0.0
514628bd,I Katzarski,18,42.85,2.0,0.0,12.5,0.166
64839cb3,M Pathirana,15,58.62,42.2,23.0,8.29,0.133
d027ba9f,KS Williamson,93,123.08,19.4,6.0,8.33,0.489
c7726eec,Atif Rasheed,16,129.44,8.5,5.0,7.13,0.375
a0a32dd1,Imran Khan,3,0.0,37.0,7.0,8.59,1.0
b16ddb79,W McClintock,5,89.47,0.0,0.0,0.0,0.0
bd4ea627,Faheem Ashraf,48,129.04,128.1,36.0,7.65,0.25
9f308dfc,JP Kotze,44,118.72,0.0,0.0,0.0,0.488
42581e6d,K Kubota,16,50.0,35.0,15.0,5.25,0.062
10f7b52b,JD Baker,10,109.67,24.0,6.0,7.87,0.6
f97e4db3,D Dewald,10,70.58,35.0,10.0,7.11,0.1
c556b9d2,G Sesay,33,63.05,90.1,43.0,5.67,0.272
8ce2080b,TJG Pringle,20,95.45,64.0,16.0,6.54,0.3
9048c17e,DM Gondaria,13,127.27,1.0,1.0,5.0,0.461
69cccff3,Rashid Khan,2,60.0,353.2,152.0,6.08,0.387
4a2ce060,M Jobarteh,11,82.35,27.3,7.0,9.38,0.363
54ef649e,ST de Silva,3,42.85,1.0,0.0,10.0,0.0
2cec2a92,Abbas Afridi,10,113.88,31.5,16.0,9.26,0.2
acdc62f5,A Nortje,42,48.57,144.5,53.0,7.01,0.238
d816fc1c,JJ Huo,36,101.14,85.1,43.0,5.91,0.342
20ab5aad,PD Blignaut,4,0.0,11.0,2.0,6.81,0.25
307684f3,T Wuatai,1,29.16,0.0,0.0,0.0,0.0
e5ad357a,MD du Preez,3,106.89,0.0,0.0,0.0,0.0
63a1874a,AK Kitchen,5,118.75,6.0,2.0,7.66,0.75
44a2bb4f,U Bhagwan,4,125.0,12.0,2.0,9.91,0.0
adc96559,D Mogan,3,25.0,12.0,1.0,9.66,0.0
3fb56752,Shahid Ahmadzai,1,0.0,0.0,0.0,0.0,0.0
bafb9238,Usman Khan,10,128.57,0.0,0.0,0.0,0.1
a17a9548,H Satheedevi,4,87.5,11.0,3.0,11.54,0.5
2278c4ca,R Sharma,11,160.67,11.0,2.0,9.36,0.909
7d92277a,Mujeeb Ur Rahman,46,122.72,168.0,59.0,6.35,0.152
847b4bdd,HA Chohan,32,150.0,89.0,32.0,6.14,0.062
a843d7a8,Obed Yosef,8,33.33,21.0,5.0,7.76,0.375
c6097d68,O Thomas,21,60.0,68.0,21.0,9.38,0.1
3d29b5fc,M Beitaki,16,110.61,0.0,0.0,0.0,0.812
7ae1aad9,S Williams,11,78.57,32.0,7.0,5.25,0.09
5f789ff9,R Mbaiwa,3,35.71,0.0,0.0,0.0,2.0
3a0f6df2,Zulfiqar Babar,7,100.0,26.0,12.0,7.11,0.142
2b6e6dec,AC Gilchrist,13,141.66,0.0,0.0,0.0,1.307
7cd0a092,Haris Sohail,14,102.94,0.0,0.0,0.0,0.214
0226b73a,Imran Haider,4,95.0,31.0,7.0,8.06,0.09
5fa06777,IK Pathan,24,119.44,77.0,28.0,8.02,0.086
3b22ee4e,P Gheewala,9,130.0,27.0,8.0,8.33,0.111
12f53be7,Abdul Rahman,3,0.0,0.0,0.0,0.0,0.4
ade3660b,WT Mashinge,2,0.0,5.0,1.0,11.4,1.0
fa308279,A Paul,13,83.33,24.0,9.0,8.33,0.538
469ea22b,KMDN Kulasekara,58,116.84,205.1,66.0,7.45,0.293
267cafb0,H Upadhyay,5,40.0,0.0,0.0,0.0,0.4
6c6d83ef,S Clarke,1,0.0,1.0,0.0,11.0,0.0
1212cbec,Najibullah Zadran,107,137.8,0.0,0.0,0.0,0.411
27159c6a,RM Haq,21,66.66,75.0,28.0,6.29,0.2
98e908bd,TB Sole,9,160.46,21.0,6.0,6.52,0.555
ee9bdbc8,Zulqarnain Haider,3,76.66,28.0,8.0,5.39,0.09
7bf34437,C Pervez,5,0.0,13.0,5.0,6.76,0.2
5f547c8b,Rashid Khan,93,128.13,353.2,152.0,6.08,0.387
d18b7f34,Fazil Rahman,6,43.75,21.5,13.0,7.23,0.166
0dc00542,Shahid Afridi,99,150.0,361.2,98.0,6.63,0.303
4a370769,Gagandeep Singh,10,102.94,4.0,0.0,7.25,0.777
d019608b,D Nath,4,136.36,0.0,0.0,0.0,0.25
c03f1114,KD Karthik,60,142.61,1.0,0.0,18.0,0.655
babc65d3,Parveen Kumar,8,84.37,20.2,7.0,7.42,0.0
6798b28e,Sumit Singh,2,75.0,4.0,1.0,9.75,1.0
2a2e6343,DT Christian,23,126.88,46.3,13.0,8.55,0.26
05d74535,Saeed Ajmal,64,105.81,238.2,85.0,6.36,0.187
e6b3c3cc,Parveen Kumar,7,42.85,26.0,8.0,5.19,0.0
877ad201,Hayatullah Niazi,4,125.53,10.0,3.0,8.1,0.0
5661ef90,A Sharma,12,107.14,0.0,0.0,0.0,0.833
f46fbe60,K Shivam,2,0.0,0.0,0.0,0.0,0.0
87046e99,Gagandeep Singh,2,66.66,23.0,4.0,8.3,0.777
d3893060,FJ Mpegna,12,52.08,2.0,0.0,18.5,0.166
7a6decc8,Luqman Butt,22,138.68,62.1,17.0,8.33,0.476
c439461b,Ahmed Hassan,11,139.01,20.3,6.0,7.36,0.19
77bedcce,Hadisullah Tarakhel,5,183.33,0.0,0.0,0.0,0.2
f9c29fcd,Rahmat Shah,1,50.0,0.0,0.0,0.0,0.0
8f6dd463,Azmatullah Omarzai,44,112.39,103.4,28.0,8.49,0.272
123e663a,S Dhaniram,11,81.3,33.4,6.0,5.7,0.363
17bd7d33,N Mourikis,3,0.0,0.0,0.0,0.0,0.0
2e092d2c,Thuya Aung,13,40.27,25.4,8.0,5.92,0.23
9211d267,Rafatullah Mohmand,3,86.66,0.0,0.0,0.0,0.0
f24c6701,M Theekshana,55,61.44,205.3,54.0,6.76,0.254
00c98c78,NH Ekanayake,4,69.76,9.5,3.0,6.1,0.0
5aeab54c,Ihsanullah,1,142.85,14.5,6.0,7.28,0.0
384cebed,Abdul Majid,21,61.53,68.1,20.0,6.16,0.238
fd68e23d,P Fernando,2,0.0,1.0,0.0,13.0,0.0
7572bf45,EHSN Silva,2,72.72,7.0,2.0,8.28,0.5
8c8a3f08,GM Ntambalika,29,102.95,24.0,9.0,7.12,0.275
03c94c2f,J Grzinic,7,42.85,0.1,0.0,24.0,0.857
b68a30f0,IG Butler,19,50.0,59.4,23.0,8.06,0.157
e3eb9e46,Nizakat Khan,99,123.0,33.5,11.0,6.2,0.5
f59b3bd1,Waqas Maqsood,1,0.0,1.5,2.0,11.45,0.0
7e6825be,Saif Ullah Malik,1,66.66,0.0,0.0,0.0,1.0
e204b898,Syed Maisam Ali,10,124.0,26.1,15.0,6.38,0.4
88fccd6c,SM Pollock,12,122.85,40.3,15.0,7.62,0.166
4277234d,Sufiyan Muqeem,3,50.0,10.0,4.0,6.1,0.0
0e4843d2,Hamed Khan,5,69.76,0.0,0.0,0.0,0.2
9de62878,Shadab Khan,104,139.71,348.1,107.0,7.24,0.346
64c34cd0,Shoaib Malik,124,125.64,95.0,28.0,7.1,0.403
df1f2f29,Fiaz Ahmed,12,120.91,0.0,0.0,0.0,0.666
b52ffbbd,FA Allen,39,136.68,96.5,24.0,7.54,0.657
dfc4d8b5,KW Richardson,36,100.0,126.0,45.0,8.4,0.388
a9520ac2,J Mubarak,16,126.59,1.2,1.0,12.75,0.562
d6b4e3e2,KJ Patel,6,27.58,22.1,4.0,6.67,0.0
bfc7799f,E Kubwimana,27,51.51,50.2,18.0,9.41,0.185
fef92afc,SC Kuggeleijn,18,213.51,53.5,16.0,8.74,0.333
12f53be7,Abdul Rahman,1,50.0,0.0,0.0,0.0,0.0
0e6c2f00,AF Ifill,19,62.65,63.4,20.0,6.59,0.368
8fd1a8f5,DW Steyn,47,80.76,169.1,64.0,6.94,0.255
571f11e4,Tanveer Ahmed,5,63.63,13.3,3.0,8.59,0.2
be48d2e5,SYS Assegon,3,5.55,0.0,0.0,0.0,0.0
f7cb7c3a,Abul Farhad,9,50.0,25.3,14.0,7.37,0.222
c810b349,JAD Lawrenson,12,97.16,0.0,0.0,0.0,0.416
d24ad3e5,Danish Jasnaik,9,73.07,15.0,3.0,8.86,0.111
bb01f9e0,Shuvagata Hom,5,100.0,11.0,2.0,6.45,0.2
c439461b,Ahmed Hassan,11,139.01,20.3,6.0,7.36,1.181
649278f3,Robiul Khan,1,0.0,3.0,1.0,8.66,1.0
43d365ca,Tashi Phuntsho,9,76.63,11.0,6.0,5.36,0.111
f74a1394,Elias Hasan,6,100.0,18.0,2.0,8.16,0.0
2ed569a0,RD Chahar,6,100.0,22.0,7.0,7.59,0.5
190957d2,IKEG Artawan,41,94.67,99.1,37.0,6.48,0.39
01549705,J van Heerden,10,120.44,7.0,4.0,8.28,0.6
56f53516,DAP Darrell,11,84.21,2.0,0.0,7.0,0.363
b98cdbf0,AD Poynter,19,119.02,0.0,0.0,0.0,0.117
69cccff3,Rashid Khan,93,128.13,353.2,152.0,6.08,0.387
87e33d07,F Nsubuga,56,98.75,190.5,57.0,4.79,0.254
2090e94d,J Vira,21,88.51,0.0,0.0,0.0,0.761
f7bf6004,C Webster,6,131.11,0.0,0.0,0.0,0.6
5117fa55,Ismail Ali,18,105.23,6.0,0.0,10.16,0.166
6535cc7b,V Jayant,10,64.13,7.5,1.0,9.7,0.0
78ec6ff1,KDACK Gunarathne,3,22.22,0.0,0.0,0.0,0.0
9c181b99,Vinay Ravi,23,124.65,69.5,20.0,6.14,0.434
6d24561a,Anwar Arudin,21,101.93,0.0,0.0,0.0,0.15
e8a552ef,Usman Khan,10,128.57,59.5,28.0,6.26,0.1
52dfe157,T Filer,5,90.9,6.2,4.0,6.47,0.0
0a5718ef,Iftekar Jaman,5,138.88,1.0,0.0,15.0,0.6
946d4d9a,Mohamed Shiyam,5,68.51,4.0,1.0,15.75,0.6
373954ca,Fayaz Khan,13,181.81,35.0,15.0,7.54,0.538
b5dcec37,TKP Rajapaksha,11,88.09,8.0,1.0,9.12,0.0
3300d23c,SF Mire,9,129.08,12.0,1.0,9.58,0.222
83f0b848,C Liebenberg,1,100.0,2.0,0.0,7.0,0.0
ed547c49,I Pandey,4,66.0,0.0,0.0,0.0,0.25
6caae2dc,Omar Rassol,24,125.23,18.0,4.0,11.88,0.25
da3b91fd,Imran Khan,3,0.0,37.0,7.0,8.59,0.6
7955eb15,RK Kleinveldt,6,250.0,20.2,9.0,8.5,0.166
25f7b7d6,T Banton,14,147.96,0.0,0.0,0.0,0.692
5691931a,Haseebullah Khan,1,0.0,0.0,0.0,0.0,1.0
adca37a2,Jaspal Singh,24,111.45,20.0,3.0,7.05,0.458
dd7dd27a,S Godara,16,148.69,55.2,22.0,7.55,0.437
36a0a88c,Sarawut Maliwan,21,31.7,51.0,17.0,6.68,0.19
f233bbb4,ST Jayasuriya,31,129.15,61.5,19.0,7.37,0.129
cc62ec8a,Ngawang Thinley,11,79.16,29.3,15.0,7.18,0.272
ab1445ea,J Mees,40,118.16,0.0,0.0,0.0,0.55
4edfc785,A Modi,7,61.53,0.0,0.0,0.0,0.285
d1d8b6a2,S Kollery,2,72.09,2.0,0.0,7.5,0.0
0f71478c,YSD Seneveratne,10,90.95,3.0,0.0,9.33,0.0
3cf5a041,VN Veetil,7,101.81,20.4,4.0,7.98,0.0
fccc2d5a,Usman Arif,9,201.4,11.0,5.0,8.54,0.555
c9c356e2,P Florin,16,83.87,23.3,15.0,7.74,0.062
7370ca3d,JH Kiani,5,70.73,4.0,1.0,6.5,0.2
c66d9486,U Bhatti,7,102.08,23.0,8.0,6.43,0.0
f059910f,Moshiur Rahman,4,44.0,0.4,0.0,21.0,0.25
585dda5d,KNA Bandara,6,110.22,1.0,0.0,2.0,0.333
c01852c6,Junaid Sheikh,5,95.0,16.0,2.0,6.5,1.0
12c3ba4d,P Khadka,33,128.04,58.0,8.0,6.2,0.484
2dde3e62,J Bulele,27,93.57,76.1,32.0,6.72,0.269
085c1a4c,Ziaur Rehman,10,90.59,1.0,0.0,11.0,0.1
ef141f36,Surya Anand,28,106.3,73.1,17.0,5.97,0.214
ff2b190e,Dylan Steyn,21,132.4,0.0,0.0,0.0,0.619
8981deb8,Phon Bunthean,8,0.0,0.0,0.0,0.0,0.0
2278c4ca,R Sharma,2,0.0,11.0,2.0,9.36,0.0
12f53be7,Abdul Rahman,3,0.0,10.0,4.0,7.2,1.0
23f37c09,Azri Azhar,2,0.0,3.0,0.0,5.66,0.5
caa18d8b,Ismail Sardar,2,31.25,0.0,0.0,0.0,0.0
b2b50355,L Balaji,5,0.0,16.0,10.0,7.56,0.0
3967b66f,CJ Langford,17,104.76,50.1,21.0,6.13,0.25
0d51e658,CD Barnwell,6,125.8,6.0,1.0,8.5,0.333
e9c7f0d0,Fazalhaq Farooqi,42,63.15,150.4,54.0,6.67,0.119
babc65d3,Parveen Kumar,7,42.85,20.2,7.0,7.42,0.285
a5501504,AP Yadav,21,121.71,0.0,0.0,0.0,0.619
871cf744,Deng Jinqi,6,56.48,12.3,4.0,6.96,0.0
1f7adc8a,Arafat Sunny,10,113.33,31.0,12.0,7.41,0.1
6e84e207,Mansoor Malangzai,4,150.87,0.0,0.0,0.0,0.25
d0e2e8ea,H Niaz,10,143.58,0.0,0.0,0.0,0.2
ae4006ad,Syed Amanullah,4,78.57,1.0,1.0,9.0,0.0
5bb5a915,M Morkel,44,122.22,158.4,47.0,7.5,0.113
a0a32dd1,Imran Khan,3,0.0,13.0,2.0,6.38,0.181
0079f139,R Gaznavi,24,80.24,0.0,0.0,0.0,0.166
e770b214,DL Maddy,4,141.25,3.0,3.0,8.66,0.25
