match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1415740,2024,2024-06-17,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",1,0.1,West Indies,Afghanistan,BA King,J Charles,Fazalhaq Farooqi,4,0,,,,,,,,,
1415740,2024,2024-06-17,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",1,0.2,West Indies,Afghanistan,BA King,J Charles,Fazalhaq Farooqi,0,1,,1,,,,,,,
1415740,2024,2024-06-17,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",1,0.3,West Indies,Afghanistan,BA King,J Charles,Fazalhaq Farooqi,1,0,,,,,,,,,
1415740,2024,2024-06-17,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",1,0.4,West Indies,Afghanistan,J Charles,BA King,Fazalhaq Farooqi,4,0,,,,,,,,,
1415740,2024,2024-06-17,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",1,0.5,West Indies,Afghanistan,J Charles,BA King,Fazalhaq Farooqi,1,0,,,,,,,,,
1415740,2024,2024-06-17,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",1,0.6,West Indies,Afghanistan,BA King,J Charles,Fazalhaq Farooqi,2,0,,,,,,,,,
1415740,2024,2024-06-17,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",1,0.7,West Indies,Afghanistan,BA King,J Charles,Fazalhaq Farooqi,0,0,,,,,,,,,
1415740,2024,2024-06-17,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",1,1.1,West Indies,Afghanistan,J Charles,BA King,Azmatullah Omarzai,4,0,,,,,,,,,
1415740,2024,2024-06-17,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",1,1.2,West Indies,Afghanistan,J Charles,BA King,Azmatullah Omarzai,0,0,,,,,,,,,
1415740,2024,2024-06-17,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",1,1.3,West Indies,Afghanistan,J Charles,BA King,Azmatullah Omarzai,4,0,,,,,,,,,
1415740,2024,2024-06-17,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",1,1.4,West Indies,Afghanistan,J Charles,BA King,Azmatullah Omarzai,1,0,,,,,,,,,
1415740,2024,2024-06-17,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",1,1.5,West Indies,Afghanistan,BA King,J Charles,Azmatullah Omarzai,0,0,,,,,,bowled,BA King,,
1415740,2024,2024-06-17,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",1,1.6,West Indies,Afghanistan,N Pooran,J Charles,Azmatullah Omarzai,0,0,,,,,,,,,
1415740,2024,2024-06-17,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",1,2.1,West Indies,Afghanistan,J Charles,N Pooran,Fazalhaq Farooqi,0,0,,,,,,,,,
1415740,2024,2024-06-17,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",1,2.2,West Indies,Afghanistan,J Charles,N Pooran,Fazalhaq Farooqi,4,0,,,,,,,,,
1415740,2024,2024-06-17,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",1,2.3,West Indies,Afghanistan,J Charles,N Pooran,Fazalhaq Farooqi,1,0,,,,,,,,,
1415740,2024,2024-06-17,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",1,2.4,West Indies,Afghanistan,N Pooran,J Charles,Fazalhaq Farooqi,1,0,,,,,,,,,
1415740,2024,2024-06-17,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",1,2.5,West Indies,Afghanistan,J Charles,N Pooran,Fazalhaq Farooqi,0,1,1,,,,,,,,
1415740,2024,2024-06-17,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",1,2.6,West Indies,Afghanistan,J Charles,N Pooran,Fazalhaq Farooqi,4,0,,,,,,,,,
1415740,2024,2024-06-17,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",1,2.7,West Indies,Afghanistan,J Charles,N Pooran,Fazalhaq Farooqi,4,0,,,,,,,,,
1415740,2024,2024-06-17,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",1,3.1,West Indies,Afghanistan,N Pooran,J Charles,Azmatullah Omarzai,6,0,,,,,,,,,
1415740,2024,2024-06-17,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",1,3.2,West Indies,Afghanistan,N Pooran,J Charles,Azmatullah Omarzai,4,1,,1,,,,,,,
1415740,2024,2024-06-17,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",1,3.3,West Indies,Afghanistan,N Pooran,J Charles,Azmatullah Omarzai,0,5,5,,,,,,,,
1415740,2024,2024-06-17,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",1,3.4,West Indies,Afghanistan,N Pooran,J Charles,Azmatullah Omarzai,0,0,,,,,,,,,
1415740,2024,2024-06-17,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",1,3.5,West Indies,Afghanistan,N Pooran,J Charles,Azmatullah Omarzai,0,4,,,,4,,,,,
1415740,2024,2024-06-17,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",1,3.6,West Indies,Afghanistan,N Pooran,J Charles,Azmatullah Omarzai,4,0,,,,,,,,,
1415740,2024,2024-06-17,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",1,3.7,West Indies,Afghanistan,N Pooran,J Charles,Azmatullah Omarzai,6,0,,,,,,,,,
1415740,2024,2024-06-17,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",1,3.8,West Indies,Afghanistan,N Pooran,J Charles,Azmatullah Omarzai,6,0,,,,,,,,,
1415740,2024,2024-06-17,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",1,4.1,West Indies,Afghanistan,J Charles,N Pooran,Rashid Khan,1,0,,,,,,,,,
