match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1415753,2024,2024-06-26,"Brian Lara Stadium, Tarouba, Trinidad",1,0.1,Afghanistan,South Africa,Rahmanullah Gurbaz,Ibrahim Zadran,M Jansen,0,1,,,,1,,,,,
1415753,2024,2024-06-26,"Brian Lara Stadium, Tarouba, Trinidad",1,0.2,Afghanistan,South Africa,Ibrahim Zadran,Rahmanullah Gurbaz,M Jansen,0,0,,,,,,,,,
1415753,2024,2024-06-26,"Brian Lara Stadium, Tarouba, Trinidad",1,0.3,Afghanistan,South Africa,Ibrahim Zadran,Rahmanullah Gurbaz,M Jansen,0,0,,,,,,,,,
1415753,2024,2024-06-26,"Brian Lara Stadium, Tarouba, Trinidad",1,0.4,Afghanistan,South Africa,Ibrahim Zadran,Rahmanullah Gurbaz,M Jansen,1,0,,,,,,,,,
1415753,2024,2024-06-26,"Brian Lara Stadium, Tarouba, Trinidad",1,0.5,Afghanistan,South Africa,Rahmanullah Gurbaz,Ibrahim Zadran,M Jansen,0,0,,,,,,,,,
1415753,2024,2024-06-26,"Brian Lara Stadium, Tarouba, Trinidad",1,0.6,Afghanistan,South Africa,Rahmanullah Gurbaz,Ibrahim Zadran,M Jansen,0,1,1,,,,,,,,
1415753,2024,2024-06-26,"Brian Lara Stadium, Tarouba, Trinidad",1,0.7,Afghanistan,South Africa,Rahmanullah Gurbaz,Ibrahim Zadran,M Jansen,0,1,1,,,,,,,,
1415753,2024,2024-06-26,"Brian Lara Stadium, Tarouba, Trinidad",1,0.8,Afghanistan,South Africa,Rahmanullah Gurbaz,Ibrahim Zadran,M Jansen,0,0,,,,,,caught,Rahmanullah Gurbaz,,
1415753,2024,2024-06-26,"Brian Lara Stadium, Tarouba, Trinidad",1,1.1,Afghanistan,South Africa,Ibrahim Zadran,Gulbadin Naib,KA Maharaj,1,0,,,,,,,,,
1415753,2024,2024-06-26,"Brian Lara Stadium, Tarouba, Trinidad",1,1.2,Afghanistan,South Africa,Gulbadin Naib,Ibrahim Zadran,KA Maharaj,4,0,,,,,,,,,
1415753,2024,2024-06-26,"Brian Lara Stadium, Tarouba, Trinidad",1,1.3,Afghanistan,South Africa,Gulbadin Naib,Ibrahim Zadran,KA Maharaj,0,0,,,,,,,,,
1415753,2024,2024-06-26,"Brian Lara Stadium, Tarouba, Trinidad",1,1.4,Afghanistan,South Africa,Gulbadin Naib,Ibrahim Zadran,KA Maharaj,0,0,,,,,,,,,
1415753,2024,2024-06-26,"Brian Lara Stadium, Tarouba, Trinidad",1,1.5,Afghanistan,South Africa,Gulbadin Naib,Ibrahim Zadran,KA Maharaj,0,0,,,,,,,,,
1415753,2024,2024-06-26,"Brian Lara Stadium, Tarouba, Trinidad",1,1.6,Afghanistan,South Africa,Gulbadin Naib,Ibrahim Zadran,KA Maharaj,1,0,,,,,,,,,
1415753,2024,2024-06-26,"Brian Lara Stadium, Tarouba, Trinidad",1,2.1,Afghanistan,South Africa,Gulbadin Naib,Ibrahim Zadran,M Jansen,0,1,1,,,,,,,,
1415753,2024,2024-06-26,"Brian Lara Stadium, Tarouba, Trinidad",1,2.2,Afghanistan,South Africa,Gulbadin Naib,Ibrahim Zadran,M Jansen,4,0,,,,,,,,,
1415753,2024,2024-06-26,"Brian Lara Stadium, Tarouba, Trinidad",1,2.3,Afghanistan,South Africa,Gulbadin Naib,Ibrahim Zadran,M Jansen,0,0,,,,,,,,,
1415753,2024,2024-06-26,"Brian Lara Stadium, Tarouba, Trinidad",1,2.4,Afghanistan,South Africa,Gulbadin Naib,Ibrahim Zadran,M Jansen,0,1,1,,,,,,,,
1415753,2024,2024-06-26,"Brian Lara Stadium, Tarouba, Trinidad",1,2.5,Afghanistan,South Africa,Gulbadin Naib,Ibrahim Zadran,M Jansen,0,0,,,,,,bowled,Gulbadin Naib,,
1415753,2024,2024-06-26,"Brian Lara Stadium, Tarouba, Trinidad",1,2.6,Afghanistan,South Africa,Azmatullah Omarzai,Ibrahim Zadran,M Jansen,0,0,,,,,,,,,
1415753,2024,2024-06-26,"Brian Lara Stadium, Tarouba, Trinidad",1,2.7,Afghanistan,South Africa,Azmatullah Omarzai,Ibrahim Zadran,M Jansen,0,0,,,,,,,,,
1415753,2024,2024-06-26,"Brian Lara Stadium, Tarouba, Trinidad",1,2.8,Afghanistan,South Africa,Azmatullah Omarzai,Ibrahim Zadran,M Jansen,4,0,,,,,,,,,
1415753,2024,2024-06-26,"Brian Lara Stadium, Tarouba, Trinidad",1,3.1,Afghanistan,South Africa,Ibrahim Zadran,Azmatullah Omarzai,K Rabada,0,0,,,,,,bowled,Ibrahim Zadran,,
1415753,2024,2024-06-26,"Brian Lara Stadium, Tarouba, Trinidad",1,3.2,Afghanistan,South Africa,Mohammad Nabi,Azmatullah Omarzai,K Rabada,0,0,,,,,,,,,
1415753,2024,2024-06-26,"Brian Lara Stadium, Tarouba, Trinidad",1,3.3,Afghanistan,South Africa,Mohammad Nabi,Azmatullah Omarzai,K Rabada,0,0,,,,,,,,,
1415753,2024,2024-06-26,"Brian Lara Stadium, Tarouba, Trinidad",1,3.4,Afghanistan,South Africa,Mohammad Nabi,Azmatullah Omarzai,K Rabada,0,0,,,,,,bowled,Mohammad Nabi,,
1415753,2024,2024-06-26,"Brian Lara Stadium, Tarouba, Trinidad",1,3.5,Afghanistan,South Africa,Nangeyalia Kharote,Azmatullah Omarzai,K Rabada,0,0,,,,,,,,,
1415753,2024,2024-06-26,"Brian Lara Stadium, Tarouba, Trinidad",1,3.6,Afghanistan,South Africa,Nangeyalia Kharote,Azmatullah Omarzai,K Rabada,0,0,,,,,,,,,
1415753,2024,2024-06-26,"Brian Lara Stadium, Tarouba, Trinidad",1,4.1,Afghanistan,South Africa,Azmatullah Omarzai,Nangeyalia Kharote,M Jansen,1,0,,,,,,,,,
1415753,2024,2024-06-26,"Brian Lara Stadium, Tarouba, Trinidad",1,4.2,Afghanistan,South Africa,Nangeyalia Kharote,Azmatullah Omarzai,M Jansen,0,0,,,,,,,,,
1415753,2024,2024-06-26,"Brian Lara Stadium, Tarouba, Trinidad",1,4.3,Afghanistan,South Africa,Nangeyalia Kharote,Azmatullah Omarzai,M Jansen,0,0,,,,,,,,,
1415753,2024,2024-06-26,"Brian Lara Stadium, Tarouba, Trinidad",1,4.4,Afghanistan,South Africa,Nangeyalia Kharote,Azmatullah Omarzai,M Jansen,0,0,,,,,,,,,
1415753,2024,2024-06-26,"Brian Lara Stadium, Tarouba, Trinidad",1,4.5,Afghanistan,South Africa,Nangeyalia Kharote,Azmatullah Omarzai,M Jansen,2,0,,,,,,,,,
