match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1415743,2024,2024-06-20,"Kensington Oval, Bridgetown, Barbados",1,0.1,India,Afghanistan,RG Sharma,V Kohli,Fazalhaq Farooqi,0,0,,,,,,,,,
1415743,2024,2024-06-20,"Kensington Oval, Bridgetown, Barbados",1,0.2,India,Afghanistan,RG Sharma,V Kohli,Fazalhaq Farooqi,0,0,,,,,,,,,
1415743,2024,2024-06-20,"Kensington Oval, Bridgetown, Barbados",1,0.3,India,Afghanistan,RG Sharma,V Kohli,Fazalhaq Farooqi,0,0,,,,,,,,,
1415743,2024,2024-06-20,"Kensington Oval, Bridgetown, Barbados",1,0.4,India,Afghanistan,RG Sharma,V Kohli,Fazalhaq Farooqi,0,0,,,,,,,,,
1415743,2024,2024-06-20,"Kensington Oval, Bridgetown, Barbados",1,0.5,India,Afghanistan,RG Sharma,V Kohli,Fazalhaq Farooqi,4,0,,,,,,,,,
1415743,2024,2024-06-20,"Kensington Oval, Bridgetown, Barbados",1,0.6,India,Afghanistan,RG Sharma,V Kohli,Fazalhaq Farooqi,1,0,,,,,,,,,
1415743,2024,2024-06-20,"Kensington Oval, Bridgetown, Barbados",1,1.1,India,Afghanistan,RG Sharma,V Kohli,Mohammad Nabi,0,0,,,,,,,,,
1415743,2024,2024-06-20,"Kensington Oval, Bridgetown, Barbados",1,1.2,India,Afghanistan,RG Sharma,V Kohli,Mohammad Nabi,1,0,,,,,,,,,
1415743,2024,2024-06-20,"Kensington Oval, Bridgetown, Barbados",1,1.3,India,Afghanistan,V Kohli,RG Sharma,Mohammad Nabi,0,1,,,,1,,,,,
1415743,2024,2024-06-20,"Kensington Oval, Bridgetown, Barbados",1,1.4,India,Afghanistan,RG Sharma,V Kohli,Mohammad Nabi,0,0,,,,,,,,,
1415743,2024,2024-06-20,"Kensington Oval, Bridgetown, Barbados",1,1.5,India,Afghanistan,RG Sharma,V Kohli,Mohammad Nabi,1,0,,,,,,,,,
1415743,2024,2024-06-20,"Kensington Oval, Bridgetown, Barbados",1,1.6,India,Afghanistan,V Kohli,RG Sharma,Mohammad Nabi,0,0,,,,,,,,,
1415743,2024,2024-06-20,"Kensington Oval, Bridgetown, Barbados",1,2.1,India,Afghanistan,RG Sharma,V Kohli,Fazalhaq Farooqi,0,0,,,,,,,,,
1415743,2024,2024-06-20,"Kensington Oval, Bridgetown, Barbados",1,2.2,India,Afghanistan,RG Sharma,V Kohli,Fazalhaq Farooqi,1,0,,,,,,,,,
1415743,2024,2024-06-20,"Kensington Oval, Bridgetown, Barbados",1,2.3,India,Afghanistan,V Kohli,RG Sharma,Fazalhaq Farooqi,0,1,1,,,,,,,,
1415743,2024,2024-06-20,"Kensington Oval, Bridgetown, Barbados",1,2.4,India,Afghanistan,V Kohli,RG Sharma,Fazalhaq Farooqi,0,0,,,,,,,,,
1415743,2024,2024-06-20,"Kensington Oval, Bridgetown, Barbados",1,2.5,India,Afghanistan,V Kohli,RG Sharma,Fazalhaq Farooqi,1,0,,,,,,,,,
1415743,2024,2024-06-20,"Kensington Oval, Bridgetown, Barbados",1,2.6,India,Afghanistan,RG Sharma,V Kohli,Fazalhaq Farooqi,0,0,,,,,,caught,RG Sharma,,
1415743,2024,2024-06-20,"Kensington Oval, Bridgetown, Barbados",1,2.7,India,Afghanistan,RR Pant,V Kohli,Fazalhaq Farooqi,0,1,1,,,,,,,,
1415743,2024,2024-06-20,"Kensington Oval, Bridgetown, Barbados",1,2.8,India,Afghanistan,RR Pant,V Kohli,Fazalhaq Farooqi,4,0,,,,,,,,,
1415743,2024,2024-06-20,"Kensington Oval, Bridgetown, Barbados",1,3.1,India,Afghanistan,V Kohli,RR Pant,Mohammad Nabi,1,0,,,,,,,,,
1415743,2024,2024-06-20,"Kensington Oval, Bridgetown, Barbados",1,3.2,India,Afghanistan,RR Pant,V Kohli,Mohammad Nabi,3,0,,,,,,,,,
1415743,2024,2024-06-20,"Kensington Oval, Bridgetown, Barbados",1,3.3,India,Afghanistan,V Kohli,RR Pant,Mohammad Nabi,2,0,,,,,,,,,
1415743,2024,2024-06-20,"Kensington Oval, Bridgetown, Barbados",1,3.4,India,Afghanistan,V Kohli,RR Pant,Mohammad Nabi,0,0,,,,,,,,,
1415743,2024,2024-06-20,"Kensington Oval, Bridgetown, Barbados",1,3.5,India,Afghanistan,V Kohli,RR Pant,Mohammad Nabi,2,0,,,,,,,,,
1415743,2024,2024-06-20,"Kensington Oval, Bridgetown, Barbados",1,3.6,India,Afghanistan,V Kohli,RR Pant,Mohammad Nabi,1,0,,,,,,,,,
1415743,2024,2024-06-20,"Kensington Oval, Bridgetown, Barbados",1,4.1,India,Afghanistan,V Kohli,RR Pant,Naveen-ul-Haq,2,0,,,,,,,,,
1415743,2024,2024-06-20,"Kensington Oval, Bridgetown, Barbados",1,4.2,India,Afghanistan,V Kohli,RR Pant,Naveen-ul-Haq,0,0,,,,,,,,,
1415743,2024,2024-06-20,"Kensington Oval, Bridgetown, Barbados",1,4.3,India,Afghanistan,V Kohli,RR Pant,Naveen-ul-Haq,0,0,,,,,,,,,
1415743,2024,2024-06-20,"Kensington Oval, Bridgetown, Barbados",1,4.4,India,Afghanistan,V Kohli,RR Pant,Naveen-ul-Haq,6,0,,,,,,,,,
1415743,2024,2024-06-20,"Kensington Oval, Bridgetown, Barbados",1,4.5,India,Afghanistan,V Kohli,RR Pant,Naveen-ul-Haq,1,0,,,,,,,,,
1415743,2024,2024-06-20,"Kensington Oval, Bridgetown, Barbados",1,4.6,India,Afghanistan,RR Pant,V Kohli,Naveen-ul-Haq,0,0,,,,,,,,,
1415743,2024,2024-06-20,"Kensington Oval, Bridgetown, Barbados",1,5.1,India,Afghanistan,V Kohli,RR Pant,Mohammad Nabi,1,0,,,,,,,,,
1415743,2024,2024-06-20,"Kensington Oval, Bridgetown, Barbados",1,5.2,India,Afghanistan,RR Pant,V Kohli,Mohammad Nabi,4,0,,,,,,,,,
1415743,2024,2024-06-20,"Kensington Oval, Bridgetown, Barbados",1,5.3,India,Afghanistan,RR Pant,V Kohli,Mohammad Nabi,4,0,,,,,,,,,
1415743,2024,2024-06-20,"Kensington Oval, Bridgetown, Barbados",1,5.4,India,Afghanistan,RR Pant,V Kohli,Mohammad Nabi,4,0,,,,,,,,,
1415743,2024,2024-06-20,"Kensington Oval, Bridgetown, Barbados",1,5.5,India,Afghanistan,RR Pant,V Kohli,Mohammad Nabi,0,0,,,,,,,,,
1415743,2024,2024-06-20,"Kensington Oval, Bridgetown, Barbados",1,5.6,India,Afghanistan,RR Pant,V Kohli,Mohammad Nabi,0,0,,,,,,,,,
1415743,2024,2024-06-20,"Kensington Oval, Bridgetown, Barbados",1,6.1,India,Afghanistan,V Kohli,RR Pant,Rashid Khan,1,0,,,,,,,,,
1415743,2024,2024-06-20,"Kensington Oval, Bridgetown, Barbados",1,6.2,India,Afghanistan,RR Pant,V Kohli,Rashid Khan,1,0,,,,,,,,,
1415743,2024,2024-06-20,"Kensington Oval, Bridgetown, Barbados",1,6.3,India,Afghanistan,V Kohli,RR Pant,Rashid Khan,0,0,,,,,,,,,
1415743,2024,2024-06-20,"Kensington Oval, Bridgetown, Barbados",1,6.4,India,Afghanistan,V Kohli,RR Pant,Rashid Khan,1,0,,,,,,,,,
1415743,2024,2024-06-20,"Kensington Oval, Bridgetown, Barbados",1,6.5,India,Afghanistan,RR Pant,V Kohli,Rashid Khan,0,4,,,,4,,,,,
